,Fiscal Quarter,Current,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Mar '25 Mar 13, 2025","Aug '24 Aug 31, 2024","Feb '24 Feb 29, 2024","Aug '23 Aug 31, 2023","Feb '23 Feb 28, 2023","Aug '22 Aug 31, 2022","Feb '22 Feb 28, 2022","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Market Capitalization,1350,1470,1610,1900,2020,2100,2100,2700,2430,2250,2180
1,Market Cap Growth,-22.63%,-22.63%,-20.30%,-9.52%,-3.81%,-22.22%,-13.58%,20.00%,11.47%,-,-
2,Enterprise Value,3826,3986,3555,3725,3367,3592,3252,3036,2463,2272,2658
3,Last Close Price,1.36,1.47,1.61,1.90,2.02,2.10,2.10,2.68,2.41,2.21,2.14
4,PE Ratio,77.24,86.97,-,52.22,94.89,-,-,27.90,26.42,31.17,23.32
5,PS Ratio,1.98,2.23,2.58,3.12,3.25,3.58,3.44,6.11,7.10,7.83,7.76
6,PB Ratio,1.44,1.55,1.78,2.08,2.14,2.27,2.09,2.50,2.33,2.44,2.47
7,P/TBV Ratio,2.25,2.25,2.61,3.03,3.13,3.42,3.19,3.37,2.87,2.44,2.47
8,P/FCF Ratio,-,-3.46,-,-,-,-26.59,-,-,-29.86,-,45.86
9,P/OCF Ratio,11.73,11.73,-,7.85,-,3.89,24.81,-,16.33,-,10.63
10,EV/Sales Ratio,5.80,6.05,5.69,6.12,5.42,6.12,5.33,6.87,7.20,7.91,9.46
11,EV/EBITDA Ratio,16.25,18.72,18.72,16.65,16.45,21.20,15.54,15.67,15.37,17.11,15.80
12,EV/EBIT Ratio,37.05,38.60,37.23,30.16,35.22,47.89,25.59,21.16,20.16,23.05,19.56
13,EV/FCF Ratio,-9.01,-9.39,-,-,-,-45.48,-,-,-30.26,-,55.92
14,Debt / Equity Ratio,2.95,2.95,2.93,2.57,2.09,1.81,1.64,1.35,0.83,0.53,0.55
15,Debt / FCF Ratio,-,-6.58,-,-,-,-21.19,-,-,-10.66,-,10.25
16,Return on Capital Employed (ROCE),3.29%,3.29%,3.10%,4.21%,3.57%,2.99%,4.74%,5.45%,7.19%,7.59%,10.60%
17,Earnings Yield,1.25%,1.15%,-0.10%,1.92%,1.05%,-2.06%,0.00%,3.58%,3.79%,3.21%,4.29%
18,FCF Yield,-31.44%,-28.88%,-51.69%,-29.76%,-15.35%,-3.76%,-16.79%,-6.76%,-3.35%,-0.22%,2.18%
19,Buyback Yield / Dilution,-,-,-5.44%,-,-,-,2.20%,-26.86%,-38.25%,-6.59%,
20,Total Shareholder Return,-,-,-5.44%,-,-,-,2.20%,-26.86%,-38.25%,-6.59%,
