,Fiscal Quarter,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Aug '24 Aug 31, 2024","Feb '24 Feb 29, 2024","Aug '23 Aug 31, 2023","Feb '23 Feb 28, 2023","Aug '22 Aug 31, 2022","Feb '22 Feb 28, 2022","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,287.98,126.18,374.62,128.8,286.21,119.54,252.27,355.59,364.12,415.72
1,Short-Term Investments,-,-,-,-,-,-,50,50,-,20
2,Trading Asset Securities,0.09,0.1,0.11,0.11,0.1,4.95,41.89,41.59,48.23,-
3,Cash & Short-Term Investments,288.07,126.28,374.72,128.9,286.3,124.49,344.16,447.18,412.35,435.72
4,Cash Growth,-23.13%,-2.03%,30.88%,3.54%,-16.81%,-72.16%,-16.54%,2.63%,-,-
5,Accounts Receivable,7.27,7.28,12.37,11.37,11.22,24.37,49.69,26,28.07,29.7
6,Other Receivables,24.59,55.1,48.35,71.56,21.67,23.94,17.66,13.39,10.57,114.56
7,Receivables,31.85,62.38,60.72,82.93,32.89,81.17,85.42,39.39,38.64,144.26
8,Restricted Cash,0.05,3.45,3.89,10.59,11.98,0.39,-,31.92,24.32,4.31
9,Other Current Assets,70.46,53.92,47.69,35.86,40.39,110.26,30.09,24.47,3.54,0.22
10,Total Current Assets,390.43,246.03,487.02,258.27,371.57,316.31,459.67,542.96,478.84,584.51
11,"Property, Plant & Equipment",3673,3612,3247,2836,2620,2280,1806,1078,863.6,851
12,Long-Term Investments,-,-,-,-,-,-,-,1,-,-
13,Goodwill,261.52,261.52,261.52,261.52,261.52,261.52,208.73,152.48,-,-
14,Other Intangible Assets,6.42,3.4,4.12,1.02,10.4,19.16,24.31,12.09,0.45,0.52
15,Long-Term Deferred Tax Assets,1.24,2.24,1.83,-,-,0.64,1.04,1.04,-,1.15
16,Other Long-Term Assets,139.02,94.59,124.2,248.4,112.3,14.98,90.52,228.92,67.8,44.51
17,Total Assets,4471,4220,4126,3605,3375,2893,2590,2017,1411,1482
18,Accounts Payable,14.21,4.79,5.15,1.99,5.18,-,-,-,-,-
19,Accrued Expenses,41.51,47.45,38.89,42.4,35.35,24.72,18.83,16.7,16.53,14.83
20,Short-Term Debt,199.6,197.83,131.34,31.18,26.43,14.74,6.62,106.6,7.26,2.67
21,Current Portion of Long-Term Debt,226.65,228.61,196.47,327.48,199.43,165.31,211.4,87.86,108,101.9
22,Current Portion of Leases,462.35,397.54,318.01,231.36,195.41,148.82,1.82,2.33,3.55,0.37
23,Current Income Taxes Payable,43.48,43.04,43.22,40.72,41.81,37.62,33.69,33.06,29.07,30.07
24,Current Unearned Revenue,382.07,292.52,459.81,263.42,419.17,228.13,19.67,192.76,19.05,131.55
25,Other Current Liabilities,247.06,182.67,217.35,299.38,250.85,107,108.37,146.44,42.79,54.37
26,Total Current Liabilities,1617,1394,1410,1238,1174,726.34,400.4,585.74,226.25,335.76
27,Long-Term Debt,953.29,943.84,912.81,803.4,701.56,736.55,986.26,526.83,316.5,330.5
28,Long-Term Leases,697.11,669.51,616.42,347.53,346.14,263.88,6.23,6.64,6.74,0.23
29,Long-Term Unearned Revenue,109.76,112.94,79.89,76.2,69.54,72.17,296.7,19.17,17.49,19.41
30,Long-Term Deferred Tax Liabilities,-,-,-,-,-,-,-,-,2.4,2.4
31,Other Long-Term Liabilities,233.35,268.37,261.46,307.83,273.52,281.82,1.91,1.82,-,3.6
32,Total Liabilities,3610,3389,3281,2773,2564,2081,1692,1140,569.38,691.9
33,Common Stock,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09
34,Additional Paid-In Capital,433.76,433.76,433.76,433.76,433.76,433.76,433.76,452.41,471.21,471.21
35,Retained Earnings,343.5,313.92,328.13,315.42,294.46,296.62,387.04,351.16,306.57,273.7
36,Comprehensive Income & Other,83.38,83.38,83.38,83.28,82.77,81.66,77.46,72.72,63.44,44.8
37,Shareholders' Equity,860.73,831.15,845.37,832.56,811.08,812.12,898.35,876.38,841.31,789.8
38,Total Liabilities & Equity,4471,4220,4126,3605,3375,2893,2590,2017,1411,1482
39,Total Debt,2539,2437,2175,1741,1469,1329,1212,730.26,442.05,435.67
40,Net Cash (Debt),-2251,-2311,-1800,-1612,-1183,-1205,-868.18,-283.08,-29.71,0.05
41,Net Cash Per Share,-2.22,-2.41,-1.78,-1.68,-1.23,-1.26,-0.90,-0.29,-0.03,0.00
42,Filing Date Shares Outstanding,996.43,1000,1000,1000,1000,1000,1000,1000,1000,1000
43,Total Common Shares Outstanding,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
44,Working Capital,-1227,-1148,-923.21,-979.66,-802.05,-410.04,59.27,-42.78,252.59,248.75
45,Book Value Per Share,0.86,0.83,0.85,0.83,0.81,0.81,0.90,0.88,0.84,0.79
46,Tangible Book Value,592.79,566.23,579.72,570.02,539.16,531.45,665.32,711.8,840.86,789.28
47,Tangible Book Value Per Share,0.59,0.57,0.58,0.57,0.54,0.53,0.67,0.71,0.84,0.79
48,Buildings,2458,-,2156,-,1683,1336,1277,966.93,754.39,723.43
49,Machinery,528.01,-,439,-,331.66,262.55,195.56,183.05,148.96,199.73
50,Construction In Progress,748.19,-,598.64,-,493.5,532.42,259.75,80.98,124.77,129.93
