,Fiscal Quarter,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020
,Period Ending,"Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020"
0,Revenue,29816,28344,26420,27110,26511,20225,17044,13638,10605,8777
1,Revenue Growth (YoY),12.86%,4.55%,-0.34%,34.04%,55.54%,48.30%,60.72%,55.37%,81.17%,75.95%
2,Cost of Revenue,23207,21644,20757,20907,21034,15811,13155,10330,7905,6560
3,Gross Profit,6609,6700,5662,6203,5477,4415,3890,3307,2700,2218
4,"Selling, General & Admin",5469,5030,5296,4642,5004,3868,4207,3463,2416,1540
5,Research & Development,685.42,645.02,609.63,616.86,580.38,486.8,491.13,401.79,330.89,278.18
6,Operating Expenses,6481,5665,5911,5324,5671,4365,4727,3875,2748,1818
7,Operating Income,127.89,1035,-248.4,879.24,-194.18,49.06,-836.98,-567.07,-48.24,399.84
8,Interest Expense,-4.17,-4.02,-5.1,-4.39,-4.23,-4.87,-3.59,-2.41,-1.67,-1.75
9,Interest & Investment Income,970.99,989.51,1013,936.46,643.62,220.64,226.16,231.41,88.79,60.33
10,Earnings From Equity Investments,-44.72,-40.81,-38.56,-32.2,-48.19,-48.57,-53.63,-40.53,-68.42,-8.61
11,Other Non Operating Income (Expenses),1307,459.64,141.6,52.11,-78.56,161.08,111.85,33.3,-11785,-5707
12,Pretax Income,2357,2439,862.12,1831,318.46,377.35,-556.19,-345.3,-11815,-5257
13,Income Tax Expense,234.7,404.96,281.23,269.23,158.19,154.39,62.42,108.91,59.17,103.59
14,Earnings From Continuing Operations,2123,2034,580.89,1562,160.27,222.96,-618.61,-454.21,-11874,-5361
15,Minority Interest in Earnings,2.03,2.8,-0.41,-0.63,-3.72,0.59,0.24,-0.93,-1.63,2.16
16,Net Income,2125,2037,580.48,1561,156.55,223.55,-618.36,-455.14,-11876,-5359
17,Net Income to Common,2125,2037,580.48,1561,156.55,223.55,-618.36,-455.14,-11876,-5359
18,Net Income Growth,266.02%,30.48%,270.79%,598.43%,-,-,-,-,-,-
19,Shares Outstanding (Basic),3146,3140,3127,3120,3106,3108,3098,3092,2268,2149
20,Shares Outstanding (Diluted),3165,3156,3165,3163,3149,3140,3098,3092,2268,2149
21,Shares Change (YoY),-0.02%,-0.22%,0.52%,0.73%,1.64%,1.55%,36.61%,43.85%,-,-
22,EPS (Basic),0.68,0.65,0.19,0.50,0.05,0.07,-0.20,-0.15,-5.24,-2.49
23,EPS (Diluted),0.67,0.65,0.19,0.49,0.05,0.07,-0.20,-0.15,-5.24,-2.49
24,EPS Growth,260.93%,32.41%,271.03%,600.00%,-,-,-,-,-,-
25,Free Cash Flow,2112,2221,4215,328.59,3630,2235,1017,1911,3331,353.03
26,Free Cash Flow Per Share,0.67,0.70,1.33,0.10,1.15,0.71,0.33,0.62,1.47,0.16
27,Operating Margin,0.43%,3.65%,-0.94%,3.24%,-0.73%,0.24%,-4.91%,-4.16%,-0.45%,4.56%
28,Profit Margin,7.13%,7.19%,2.20%,5.76%,0.59%,1.11%,-3.63%,-3.34%,-111.98%,-61.05%
29,Free Cash Flow Margin,7.08%,7.84%,15.95%,1.21%,13.69%,11.05%,5.97%,14.01%,31.41%,4.02%
30,EBITDA,239.37,1138,-192.26,987.17,-160.98,100.05,-830.37,-541.26,-43.93,408.43
31,D&A For EBITDA,111.48,103.22,56.14,107.93,33.21,50.98,6.6,25.81,4.31,8.59
32,EBIT,127.89,1035,-248.4,879.24,-194.18,49.06,-836.98,-567.07,-48.24,399.84
33,Advertising Expenses,-,681,-,504.41,-,379.19,-,-,-,319.75
