,Fiscal Quarter,Current,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020
,Period Ending,"Mar '25 Mar 13, 2025","Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020"
0,Market Capitalization,109871,89880,67776,124675,157247,226887,195631,196309,354420,477655,-
1,Market Cap Growth,-27.91%,-27.91%,-56.90%,-45.05%,-19.62%,15.58%,-44.80%,-58.90%,-,-,-
2,Enterprise Value,58871,38636,22616,70956,103584,173601,144337,146144,306663,486274,-
3,Last Close Price,34.35,28.10,21.25,39.10,49.45,71.35,61.55,61.45,111.30,150.00,-
4,PE Ratio,24.45,20.29,24.10,52.84,84.71,528.00,-423.01,-,-,-,-
5,Forward PE,23.08,17.60,14.36,26.41,40.09,67.40,79.96,112.32,-,-,-
6,PS Ratio,1.74,1.45,1.15,2.11,2.71,4.29,4.48,5.21,12.16,20.75,-
7,PB Ratio,1.84,1.53,1.21,2.29,2.99,4.48,3.94,4.01,7.45,10.25,-
8,P/TBV Ratio,1.59,1.59,1.26,2.40,3.14,4.72,3.95,4.02,7.46,10.25,-
9,P/FCF Ratio,19.50,19.50,9.80,24.91,36.76,34.22,51.35,54.61,56.22,109.18,-
10,P/OCF Ratio,19.50,19.50,9.75,24.58,36.23,33.99,44.50,46.62,55.88,108.72,-
11,PEG Ratio,3.04,1.35,0.79,0.96,1.17,10.11,10.11,10.11,10.11,-,-
12,EV/Sales Ratio,0.95,0.62,0.38,1.20,1.79,3.29,3.31,3.88,10.52,21.13,-
13,EV/EBITDA Ratio,42.82,26.35,22.25,-,116.03,-,-168.72,-,-,-,-
14,EV/EBIT Ratio,51.35,31.22,26.76,-,139.93,-,-156.39,-,-,-,-
15,EV/FCF Ratio,8.38,8.38,3.27,14.18,24.21,26.18,37.89,40.66,48.64,111.15,-
16,Debt / Equity Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,-2.56
17,Debt / FCF Ratio,0.06,0.06,0.03,0.05,0.05,0.03,0.06,0.07,0.02,0.02,49.81
18,Return on Capital Employed (ROCE),2.09%,2.09%,1.50%,-,1.40%,-,-1.85%,-,-,-,6.25%
19,Earnings Yield,4.03%,4.93%,4.15%,1.89%,1.18%,0.19%,-0.24%,-0.67%,-4.18%,-4.28%,-
20,FCF Yield,5.13%,5.13%,10.20%,4.01%,2.72%,2.92%,1.95%,1.83%,1.78%,0.92%,-
21,Buyback Yield / Dilution,0.12%,0.02%,0.22%,-0.52%,-0.73%,-1.64%,-1.55%,-36.61%,-43.85%,-,-
22,Total Shareholder Return,0.12%,0.02%,0.22%,-0.52%,-0.73%,-1.64%,-1.55%,-36.61%,-43.85%,-,-
