,Fiscal Quarter,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020
,Period Ending,"Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020"
0,Cash & Equivalents,22629,8843,15037,11896,18718,16668,17252,18980,32271,3200
1,Short-Term Investments,15126,26741,16799,34029,27951,25003,23637,20026,6525,2832
2,Trading Asset Securities,10438,12335,9385,4021,1003,4014,1101,2822,1508,1012
3,Cash & Short-Term Investments,48193,47920,41221,49946,47672,45685,41990,41829,40303,7045
4,Cash Growth,16.91%,-4.06%,-13.53%,9.33%,13.53%,9.22%,4.18%,493.77%,533.65%,-
5,Accounts Receivable,551.37,699.82,706.76,699.91,1301,834.27,405.68,184.87,460.86,29.05
6,Other Receivables,-,141.71,265.35,143.83,686.59,136.18,53.75,185.32,46.39,1337
7,Receivables,551.37,841.53,972.1,843.73,1988,970.45,459.43,370.19,507.25,1366
8,Inventory,5843,5681,5085,5136,5996,3627,3041,2837,1732,2000
9,Prepaid Expenses,-,24.41,16.35,21.28,15.79,17.4,14.03,12.41,6.67,2.4
10,Restricted Cash,32.66,22.5,15.38,11.62,33,14.23,25.35,25.7,38.6,9.16
11,Other Current Assets,3841,479.17,540.23,497.38,742.43,296.71,175.35,74.22,116.45,71.66
12,Total Current Assets,58460,54968,47850,56456,56447,50611,45705,45148,42705,10493
13,"Property, Plant & Equipment",795.99,279.44,288,294.8,251.91,246.12,260.78,161.4,115.01,68.88
14,Long-Term Investments,1428,9161,13197,1579,1523,982.4,1031,723.61,714.14,802.77
15,Other Intangible Assets,2095,2136,2182,2288,2268,19.75,25.39,28.96,28.5,0.8
16,Long-Term Deferred Tax Assets,312.93,200.31,299.83,241.02,208.47,107.92,95.86,9.72,21.69,19.87
17,Other Long-Term Assets,8184,473.96,471.77,489.49,578.98,878.22,883.8,183.34,410.44,9.22
18,Total Assets,71275,67219,64288,61348,61277,52845,48002,46501,43995,11395
19,Accounts Payable,10423,11624,11340,9320,11143,7564,5710,4869,2900,1744
20,Accrued Expenses,4243,446.4,305.78,318.75,1204,291.02,180.82,192.85,171.57,74.9
21,Short-Term Debt,-,-,-,-,-,-,-,-,-,1239
22,Current Portion of Leases,109.67,93.13,95.32,84.13,70.65,73.51,67.55,36.06,28.57,17.47
23,Current Income Taxes Payable,207.1,225.65,337.54,343.32,380.19,172.19,118.81,51.86,132.18,59.14
24,Current Unearned Revenue,537.92,468.22,405.6,385.17,1375,546.51,395.41,366.41,179.46,189.35
25,Other Current Liabilities,-,1849,2100,2061,2184,1714,1532,1353,1270,122.24
26,Total Current Liabilities,15521,14707,14585,12513,16356,10361,8005,6869,4682,3446
27,Long-Term Debt,-,-,-,-,-,-,-,-,-,13609
28,Long-Term Leases,148.72,124.58,119.43,132.62,128.76,120.79,133.72,79.42,61.41,36.1
29,Long-Term Deferred Tax Liabilities,364.41,247.35,213.61,7.82,7.82,8.89,8.89,-,-,-
30,Other Long-Term Liabilities,-,-,-,-,-,-,-,-,-,135.91
31,Total Liabilities,16034,15079,14918,12653,16493,10491,8148,6949,4743,17227
32,Common Stock,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
33,Additional Paid-In Capital,-,59450,58551,57962,57063,56531,56242,55674,55633,-
34,Retained Earnings,-13224,-15299,-17336,-17821,-19382,-19453,-19715,-19058,-18603,-6728
35,Treasury Stock,-60.73,-76.71,-92.57,-29.02,-34.3,-43.71,-50.64,-,-,-
36,Comprehensive Income & Other,68516,8054,8233,8568,7134,5320,3377,2936,2221,896.35
37,Total Common Equity,55231,52129,49356,48680,44780,42354,39853,39551,39251,-5831
38,Minority Interest,9.68,11.71,14.51,14.11,4.31,0.6,1.19,1.43,0.5,-1.13
39,Shareholders' Equity,55241,52140,49370,48694,44785,42355,39855,39553,39251,-5832
40,Total Liabilities & Equity,71275,67219,64288,61348,61277,52845,48002,46501,43995,11395
41,Total Debt,258.39,217.71,214.75,216.74,199.41,194.3,201.27,115.48,89.98,14902
42,Net Cash (Debt),47934,47702,41007,49729,47473,45490,41789,41713,40213,-7857
43,Net Cash Growth,16.89%,-4.08%,-13.62%,9.32%,13.60%,9.06%,3.92%,-,-,-
44,Net Cash Per Share,15.15,15.12,12.95,15.72,15.08,14.49,13.49,13.49,17.73,-3.66
45,Filing Date Shares Outstanding,3146,3140,3127,3180,3106,3178,3098,3184,3184,2149
46,Total Common Shares Outstanding,3146,3140,3127,3180,3106,3178,3098,3184,3184,2149
47,Working Capital,42939,40261,33265,43943,40091,40250,37700,38279,38023,7048
48,Book Value Per Share,17.56,16.60,15.78,15.31,14.42,13.33,12.86,12.42,12.33,-2.71
49,Tangible Book Value,53137,49993,47174,46393,42512,42334,39828,39522,39222,-5832
50,Tangible Book Value Per Share,16.89,15.92,15.08,14.59,13.69,13.32,12.86,12.41,12.32,-2.71
