,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Interest and Dividend Income,75934,67472,18082,38878,10467,111517,358407,286750,199857,151484,121878,107159,47701,-,23338,16893,7924,-,22.33,0.01,Upgrade
1,Total Interest Expense,140591,138320,125348,120590,99202,119803,127270,124535,126134,68293,82403,75410,59801,-,42074,33469,24739,-,734.49,165.55,Upgrade
2,Net Interest Income,-64657,-70848,-107265,-81712,-88735,-8287,231136,162215,73722,83191,39475,31749,-12100,-,-18736,-16576,-16815,-,-712.16,-165.55,Upgrade
3,Brokerage Commission,16238,15269,17641,15392,10342,11850,11079,9823,15741,15333,18435,21415,27604,-,25174,17327,5526,-,3013,1589,Upgrade
4,Trading & Principal Transactions,-808.77,-875.16,-,-,-357.26,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
5,Asset Management Fee,16523,14571,29291,32610,216486,300291,277019,306483,419004,245158,308790,349789,223530,-,174025,191854,98597,-,59598,84713,Upgrade
6,Underwriting & Investment Banking Fee,-,-,-,-,-,-,-,-,-,-,1000,6434,-,-,-,-,-,-,-,-,Upgrade
7,Gain on Sale of Investments (Rev),109581,138684,209232,220680,211654,100736,218179,148714,31389,96433,161870,196003,101553,-,53200,37448,3100,-,1101,9.48,Upgrade
8,Other Revenue,279203,283461,284459,211556,121698,105705,57630,58655,46366,41574,49734,55522,53887,351525,9964,6924,20077,105683,825.93,341.65,Upgrade
9,Revenue Before Loan Losses,356078,380262,433358,398525,471089,510295,795043,685890,586222,481690,579304,660911,394475,351525,243626,236977,110487,105683,63825,86487,Upgrade
10,Revenue,356078,380262,433358,398525,471089,510295,795043,685890,586222,481690,579304,660911,394475,351525,243626,236977,110487,105683,63825,86487,Upgrade
11,Revenue Growth (YoY),-24.41%,-25.48%,-45.49%,-41.90%,-19.64%,5.94%,37.24%,3.78%,48.61%,37.03%,137.78%,178.89%,257.03%,232.62%,281.71%,174.00%,24.66%,89.52%,150.15%,2445.05%,Upgrade
12,Cost of Services Provided,80721,-16493,106345,138687,189582,180393,219102,209538,210651,161569,212940,226931,250581,-,97064,102050,82914,-,51596,54104,Upgrade
13,Other Operating Expenses,49163,150908,66359,33179,4366,-,-,-,-,-,-,-,-,304405,-,-,-,77097,-295.25,-,Upgrade
14,Total Operating Expenses,129884,134415,172704,171866,193948,180393,219102,209538,210651,161569,212940,226931,250581,304405,97064,102050,82914,77097,51300,54104,Upgrade
15,Operating Income,226194,245847,260654,226659,277141,329902,575941,476352,375571,320121,366364,433980,143894,47120,146563,134927,27573,28586,12525,32384,Upgrade
16,Other Non-Operating Income (Expenses),1808,9592,5292,4457,12211,26088,36611,29410,10243,76.02,285.5,167.01,961.51,-,2419,2591,5154,-,1448,1390,Upgrade
17,EBT Excluding Unusual Items,228003,255439,265946,231116,289352,355990,612551,505762,385814,320197,366649,434147,144855,47120,148981,137518,32727,28586,13973,33774,Upgrade
18,Gain (Loss) on Sale of Investments,-131379,-124311,-140070,-121521,-214585,-284721,-547924,-437057,-402219,-231891,-527819,-374907,-97104,-,-89665,-49792,-5038,-,-311.43,-0.43,Upgrade
19,Other Unusual Items,-,-1.75,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
20,Pretax Income,96624,131130,125876,109595,74769,71269,64628,68705,-16405,88306,-161170,59240,47752,47120,59316,87725,27689,28586,13661,33774,Upgrade
21,Income Tax Expense,25662,29428,25285,21741,15772,11949,15452,13604,-3241,17731,-32224,13014,13612,17428,5573,12419,-756.41,5794,2740,6666,Upgrade
22,Net Income,70962,101701,100591,87855,58997,59320,49176,55101,-13164,70575,-128947,46226,34140,29693,53743,75306,28445,22791,10921,27108,Upgrade
23,Net Income to Common,70962,101701,100591,87855,58997,59320,49176,55101,-13164,70575,-128947,46226,34140,29693,53743,75306,28445,22791,10921,27108,Upgrade
24,Net Income Growth,20.28%,71.44%,104.55%,59.44%,-,-15.95%,-,19.20%,-,137.68%,-,-38.62%,20.02%,30.28%,392.10%,177.80%,36.30%,8.43%,98.89%,-,Upgrade
25,Shares Outstanding (Basic),74,377,291,291,52,224,224,224,223,224,224,224,224,-,112,112,80,-,49,49,Upgrade
26,Shares Outstanding (Diluted),74,377,291,291,52,224,224,224,223,224,224,224,224,-,112,112,80,-,49,49,Upgrade
27,Shares Change (YoY),41.62%,68.38%,29.84%,29.85%,-76.73%,-0.00%,-0.00%,0.00%,-0.10%,-,100.00%,99.98%,180.04%,-,127.83%,127.63%,77.98%,-,9.51%,82.56%,Upgrade
28,EPS (Basic),964.00,269.63,345.85,302.06,1135.00,264.82,219.54,245.99,-58.93,315.06,-575.65,206.37,152.68,-,479.85,672.32,356.25,-,222.16,550.89,Upgrade
29,EPS (Diluted),964.00,269.63,345.85,302.06,1135.00,264.82,219.54,245.99,-58.93,315.06,-575.65,206.37,152.68,-,479.85,672.32,356.25,-,222.16,550.89,Upgrade
30,EPS Growth,-15.07%,1.82%,57.54%,22.79%,-,-15.95%,-,19.20%,-,-,-,-69.30%,-57.14%,-,115.99%,22.04%,-23.42%,-,81.62%,-,Upgrade
31,Free Cash Flow,-1253246,-1253246,-705924,-705924,-764326,-787030,772623,772623,-,-894763,53180,53180,-,-,-723021,-723021,-,-,-79238,135328,Upgrade
32,Free Cash Flow Per Share,-17025.06,-3322.66,-2427.08,-2427.05,-14704.22,-3513.51,3449.20,3449.20,-,-3994.44,237.41,237.41,-,-,-6455.51,-6455.00,-,-,-1611.87,2750.16,Upgrade
33,Operating Margin,63.52%,64.65%,60.15%,56.87%,58.83%,64.65%,72.44%,69.45%,64.07%,66.46%,63.24%,65.66%,36.48%,13.40%,60.16%,56.94%,24.96%,27.05%,19.62%,37.44%,Upgrade
34,Profit Margin,19.93%,26.74%,23.21%,22.04%,12.52%,11.62%,6.19%,8.03%,-2.25%,14.65%,-22.26%,6.99%,8.65%,8.45%,22.06%,31.78%,25.75%,21.57%,17.11%,31.34%,Upgrade
35,Free Cash Flow Margin,-351.96%,-329.57%,-162.90%,-177.13%,-162.25%,-154.23%,97.18%,112.65%,-,-185.76%,9.18%,8.05%,-,-,-296.77%,-305.10%,-,-,-124.15%,156.47%,Upgrade
36,Effective Tax Rate,26.56%,22.44%,20.09%,19.84%,21.09%,16.77%,23.91%,19.80%,-,20.08%,-,21.97%,28.51%,36.99%,9.40%,14.16%,-,20.27%,20.06%,19.74%,Upgrade
37,Revenue as Reported,497478,519458,558706,519115,570648,630098,922313,810425,712356,549983,661707,736321,454276,-,285701,270446,135225,-,-,86653,Upgrade
