,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Cash & Equivalents,192.93,231.23,353.91,301.06,267.57,254.52,212.35,209.27,241.47,194.29,Upgrade
1,Short-Term Investments,221.1,193.3,129.08,71.15,119.2,144.1,151.37,88.13,13.18,25.05,Upgrade
2,Trading Asset Securities,-,0.15,0.15,0.17,0.12,0.15,0.16,0.16,0.17,0.26,Upgrade
3,Cash & Short-Term Investments,414.03,424.68,483.14,372.38,386.9,398.77,363.88,297.56,254.81,219.6,Upgrade
4,Cash Growth,-14.30%,14.04%,24.88%,-6.62%,6.33%,34.02%,42.80%,35.50%,24.09%,15.42%,Upgrade
5,Accounts Receivable,5.35,8.05,8.07,1.07,5.15,3.04,3.85,2.04,6.94,1.47,Upgrade
6,Other Receivables,4.66,5.2,14.74,41.54,13.04,3.49,10.04,4.25,10.3,4.4,Upgrade
7,Receivables,10.01,13.25,22.81,42.61,18.19,6.53,13.88,6.29,17.24,5.87,Upgrade
8,Inventory,424.61,414.98,394.58,387.38,391.72,369.72,387.15,415.22,436.25,471.46,Upgrade
9,Prepaid Expenses,2.41,3.15,2.45,1.55,2.72,4.77,-,4.44,-,-,Upgrade
10,Other Current Assets,10.06,7.91,10.52,13.27,15.28,2.9,-,5.56,-,-,Upgrade
11,Total Current Assets,861.11,863.97,913.49,817.2,814.8,782.69,764.92,729.06,708.3,696.93,Upgrade
12,"Property, Plant & Equipment",52.03,41.8,50.21,28.74,48.59,62.69,83.11,76.54,87.16,113.16,Upgrade
