,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H1 2019
,Period Ending,"Mar '25 Mar 12, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Jun '19 Jun 30, 2019"
0,Market Capitalization,62,238,340,89,100,107,107,107,153,650,-
1,Market Cap Growth,167.42%,167.42%,240.00%,-16.82%,-6.54%,0%,-30.07%,-83.54%,-,-,-
2,Enterprise Value,30,148,316,105,103,84,63,63,109,666,-
3,Last Close Price,0.06,0.24,0.34,0.09,0.10,0.11,0.11,0.11,0.15,0.65,-
4,PE Ratio,-,-101.03,-,13.52,-,-,-,-,-,-,-
5,PS Ratio,0.17,0.66,0.63,0.17,0.26,0.24,0.23,0.28,0.41,1.78,-
6,PB Ratio,0.84,3.11,4.65,1.17,1.57,1.57,1.50,1.40,1.94,4.03,-
7,P/TBV Ratio,6.04,6.04,4.65,1.17,1.57,1.57,1.50,1.40,1.94,4.03,-
8,P/FCF Ratio,1.26,-,3.07,2.73,-,-5.04,-,-,-5.90,-,-
9,P/OCF Ratio,4.80,-,3.06,2.72,-,-5.33,-,-,-6.78,-,-
10,EV/Sales Ratio,0.08,0.41,0.59,0.20,0.27,0.19,0.14,0.17,0.29,1.82,-
11,EV/EBITDA Ratio,7.17,48.51,-,8.66,-,-,-,-,-,-,-
12,EV/EBIT Ratio,-,-77.91,-,12.25,-,-,-,-,-,-,-
13,EV/FCF Ratio,0.62,-,2.86,3.21,-,-3.94,-,-,-4.21,-,-
14,Debt / Equity Ratio,0.61,0.61,0.16,0.20,0.68,0.82,1.01,0.65,1.11,0.26,-
15,Debt / FCF Ratio,0.94,-,0.11,0.46,-,-2.62,-,-,-3.38,-,-
16,Return on Capital Employed (ROCE),-,-2.34%,-,10.11%,-,-,-,-,-,-,-
17,Earnings Yield,-3.80%,-0.99%,2.44%,7.40%,-7.93%,-6.42%,-6.04%,-84.88%,-61.15%,0.57%,-
18,FCF Yield,79.62%,20.74%,32.56%,36.58%,-4.80%,-19.85%,-27.31%,12.17%,-16.94%,-7.20%,-
19,Buyback Yield / Dilution,-18.23%,-,-,-,-,0.10%,-21.13%,-33.46%,-,-,
20,Total Shareholder Return,-18.23%,-,-,-,-,0.10%,-21.13%,-33.46%,-,-,
