,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H1 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Jun '19 Jun 30, 2019"
0,Revenue,24.28,38.26,52.92,35.8,30.7,49.11,30.47,35.13,29.09,36.52
1,Revenue Growth (YoY),-54.12%,6.89%,72.39%,-27.11%,0.75%,39.79%,4.73%,-3.81%,-,-
2,Cost of Revenue,18.76,32.75,46.94,31.26,27.5,45.9,27.29,41.77,25.03,29.26
3,Gross Profit,5.52,5.52,5.98,4.53,3.19,3.21,3.17,-6.64,4.06,7.26
4,"Selling, General & Admin",4.72,5.92,3.71,4.96,3.77,3.91,4.22,5.99,5.04,5.64
5,Other Operating Expenses,0.35,-0.06,-0.02,-0.09,-0.07,-0,-0.01,-0.05,-0.01,-0.04
6,Operating Expenses,5.07,6.3,3.69,5.35,3.71,4.39,4.21,5.94,5.03,5.6
7,Operating Income,0.45,-0.78,2.28,-0.81,-0.51,-1.17,-1.04,-12.58,-0.98,1.66
8,Interest Expense,-0.06,-0.03,-0.1,-0.24,-0.16,-0.17,-0.11,-0.16,-0.17,-0.01
9,Interest & Investment Income,0.08,0.06,0.01,0,0,0,0.01,0.02,-,0.01
10,Other Non Operating Income (Expenses),-0.23,-0.02,-0.03,-0.08,-0.06,-0.06,-0.07,-4.42,-0.08,-0.02
11,EBT Excluding Unusual Items,0.24,-0.78,2.17,-1.13,-0.73,-1.39,-1.22,-17.14,-1.22,1.64
12,Gain (Loss) on Sale of Investments,-,-,-,-,-,-,0.07,-,-,-
13,Other Unusual Items,0.01,-0.03,0.04,0.05,0.43,0.48,1.05,1.13,1.15,0.06
14,Pretax Income,0.25,-0.81,2.21,-1.08,-0.3,-0.91,-0.1,-16.01,-0.07,1.7
15,Income Tax Expense,0.16,-0,0.01,-0.01,-0.01,0.01,0.1,-0.47,0.35,0.62
16,Earnings From Continuing Operations,0.09,-0.8,2.2,-1.07,-0.3,-0.92,-0.2,-15.53,-0.42,1.09
17,Minority Interest in Earnings,0.31,-,-,-,-,-,-,-,-,-
18,Net Income,0.39,-0.8,2.2,-1.07,-0.3,-0.92,-0.2,-15.53,-0.42,1.09
19,Net Income to Common,0.39,-0.8,2.2,-1.07,-0.3,-0.92,-0.2,-15.53,-0.42,1.09
20,Net Income Growth,-82.21%,-,-,-,-,-,-,-,-,-
21,Shares Outstanding (Basic),1000,1000,1000,1000,1000,1000,1000,1001,826,750
22,Shares Outstanding (Diluted),1182,1000,1000,1000,1000,1000,1000,1001,826,750
23,Shares Change (YoY),18.23%,-,-,-,-,-0.10%,21.13%,33.46%,-,-
24,EPS (Basic),0.00,-0.00,0.00,-0.00,-0.00,-0.00,-0.00,-0.02,-0.00,0.00
25,EPS (Diluted),0.00,-0.00,0.00,-0.00,-0.00,-0.00,-0.00,-0.02,-0.00,0.00
26,EPS Growth,-86.36%,-,-,-,-,-,-,-,-,-
27,Free Cash Flow,-2.86,11.43,7.28,-1.66,0.83,-4.6,-0.46,2.71,-7.13,-1.29
28,Free Cash Flow Per Share,-0.00,0.01,0.01,-0.00,0.00,-0.00,-0.00,0.00,-0.01,-0.00
29,Operating Margin,1.86%,-2.04%,4.32%,-2.27%,-1.67%,-2.39%,-3.40%,-35.82%,-3.35%,4.54%
30,Profit Margin,1.61%,-2.09%,4.16%,-2.98%,-0.96%,-1.88%,-0.64%,-44.22%,-1.43%,2.97%
31,Free Cash Flow Margin,-11.78%,29.87%,13.75%,-4.62%,2.70%,-9.36%,-1.50%,7.72%,-24.51%,-3.52%
32,EBITDA,1.03,-0.5,2.57,-0.49,-0.17,-0.83,-0.69,-12.24,-0.66,1.99
33,D&A For EBITDA,0.57,0.29,0.29,0.32,0.34,0.35,0.35,0.35,0.32,0.33
34,EBIT,0.45,-0.78,2.28,-0.81,-0.51,-1.17,-1.04,-12.58,-0.98,1.66
