,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,235.23,71.82,96.54,134.66,159.78,255.81,384.41,359.39,603.25,640.01
1,Short-Term Investments,-,7.29,67.52,6.06,11.88,195.22,269.49,250,60.33,137.2
2,Cash & Short-Term Investments,235.23,79.11,164.06,140.73,171.66,451.03,653.9,609.39,663.58,777.21
3,Cash Growth,43.38%,-43.79%,-4.43%,-68.80%,-73.75%,-25.99%,-1.46%,-21.59%,-,-
4,Accounts Receivable,3570,3714,3944,4019,4046,3848,3533,3625,3136,2417
5,Other Receivables,22.58,19.68,19.48,18.7,24.32,25.38,28.73,21.47,22.39,22.74
6,Receivables,3593,3734,3963,4038,4071,3873,3561,3646,3158,2439
7,Inventory,20.21,22.36,23.06,24.15,26.5,27.46,25.36,30.91,42.78,47.47
8,Prepaid Expenses,0.23,-,-,-,-,-,-,-,-,-
9,Restricted Cash,-,250.65,339.32,336.51,378.46,119.04,21.98,32.28,18.54,20.77
10,Other Current Assets,33.31,28.31,9.03,14.08,10.59,13.62,5.82,8.17,9.42,15.88
11,Total Current Assets,3882,4115,4499,4553,4658,4485,4269,4327,3892,3301
12,"Property, Plant & Equipment",247.75,257.9,216.19,202.33,203.58,199.92,204.77,199.28,184.92,194.5
13,Other Intangible Assets,40.78,41.35,41.85,42.38,42.95,43.54,44.13,32.61,33.08,21.03
14,Long-Term Deferred Tax Assets,37.82,40.82,33.71,27.26,26.57,27.28,22.02,20.3,16.16,14.79
15,Other Long-Term Assets,1.11,1.12,6.09,5.89,1.93,6.26,6.76,20.82,10.68,10.77
16,Total Assets,4209,4456,4797,4831,4933,4762,4546,4600,4137,3542
17,Accounts Payable,1982,2285,2800,2860,2967,2952,2762,2789,2367,1969
18,Accrued Expenses,137.88,103.01,78.31,94.98,96.29,91.78,106.28,109.74,120.46,89.72
19,Short-Term Debt,461.31,384.41,310.7,308.94,316.8,200.47,155.15,156.14,131,114.62
20,Current Portion of Long-Term Debt,48.44,1.74,0.3,0.3,-,-,-,-,-,-
21,Current Portion of Leases,5.72,16.07,19.07,25.87,28.07,20.86,21.78,19.33,7.51,13.13
22,Current Income Taxes Payable,0.28,1.57,2.41,5.13,7.1,7.44,4.82,8.43,19.57,15.47
23,Current Unearned Revenue,7.27,9.09,2.76,3,2.09,5.98,2.03,1.09,17.99,14.13
24,Other Current Liabilities,256.18,274.29,191.13,140,115.18,103,95.73,93.5,140.22,76.18
25,Total Current Liabilities,2899,3075,3405,3438,3533,3382,3148,3177,2803,2292
26,Long-Term Debt,12.27,51.03,34.77,2.7,-,-,-,-,-,-
27,Long-Term Leases,4.06,8.31,12.93,19.1,28.39,30.23,30.61,18.4,15.48,15.6
28,Other Long-Term Liabilities,1.5,1.11,0.72,1.47,2.71,2.06,2.14,3.22,5.08,5.41
29,Total Liabilities,2917,3136,3453,3461,3564,3414,3181,3199,2824,2313
30,Common Stock,446.27,446.27,446.27,446.27,446.27,446.27,446.27,446.27,446.27,446.27
31,Additional Paid-In Capital,-,417.34,417.34,417.34,417.34,417.34,417.34,417.34,417.34,417.34
32,Retained Earnings,455.51,376.05,396.32,424.92,416.5,397.74,411,451.98,368.12,306
33,Comprehensive Income & Other,312.4,-,-,-,-,-0.66,-1.24,-2.05,-0.43,-1.74
34,Total Common Equity,1214,1240,1260,1289,1280,1261,1273,1314,1231,1168
35,Minority Interest,78.08,80.53,83.39,81.08,88.72,86.75,92.3,88.07,82,60.48
36,Shareholders' Equity,1292,1320,1343,1370,1369,1347,1366,1402,1313,1228
37,Total Liabilities & Equity,4209,4456,4797,4831,4933,4762,4546,4600,4137,3542
38,Total Debt,531.8,461.55,377.77,356.9,373.25,251.56,207.55,193.87,153.99,143.35
39,Net Cash (Debt),-296.57,-382.44,-213.71,-216.18,-201.6,199.47,446.35,415.53,509.59,633.86
40,Net Cash Growth,-,-,-,-,-,-52.00%,-12.41%,-34.45%,-,-
41,Net Cash Per Share,-0.70,-0.86,-0.49,-0.48,-0.45,0.45,1.00,0.93,1.14,1.77
42,Filing Date Shares Outstanding,446.27,446.27,446.27,446.27,446.27,446.27,446.27,446.27,446.27,446.27
43,Total Common Shares Outstanding,446.27,446.27,446.27,446.27,446.27,446.27,446.27,446.27,446.27,446.27
44,Working Capital,982.65,1039,1094,1115,1125,1103,1121,1150,1089,1008
45,Book Value Per Share,2.72,2.78,2.82,2.89,2.87,2.82,2.85,2.94,2.76,2.62
46,Tangible Book Value,1173,1198,1218,1246,1237,1217,1229,1281,1198,1147
47,Tangible Book Value Per Share,2.63,2.69,2.73,2.79,2.77,2.73,2.75,2.87,2.68,2.57
48,Buildings,226.67,239.82,223.75,222.65,216.97,236.59,236.32,231.93,241.1,234.68
49,Machinery,417.95,439.21,384.91,354.29,349.51,337.16,336.19,338.1,338.98,331.37
50,Construction In Progress,21.23,16.07,15.29,15.41,16.17,15.1,16.3,27.75,8.47,4.58
