,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,16101,8935,9245,9264,8569,8823,7393,7322,7803,7116,8152,6589,7566,6398,7011,6360,6643,7500,6143,4684,4212,Upgrade
1,Market Cap Growth,1.27%,1.27%,25.05%,26.53%,9.81%,23.99%,-9.31%,11.12%,3.14%,11.22%,16.28%,3.60%,13.89%,-14.70%,14.12%,35.78%,57.71%,90.77%,27.49%,-16.99%,21.32%,Upgrade
2,Enterprise Value,17693,10457,11126,11463,10768,11202,9903,10414,10896,10132,11165,11695,12673,11113,11548,10839,11123,11874,9957,8415,7944,Upgrade
3,Last Close Price,17.12,9.40,9.48,9.50,8.78,9.04,7.48,7.41,8.09,7.38,8.45,8.12,9.32,7.88,8.51,7.72,8.07,9.11,7.43,5.67,5.10,Upgrade
4,PE Ratio,22.51,12.95,13.06,12.05,13.57,15.59,14.20,21.97,22.91,24.51,28.85,23.23,27.51,22.31,26.06,22.03,65.79,211.13,-140.80,-,-60.32,Upgrade
5,Forward PE,-,10.92,10.92,10.92,10.92,10.92,10.92,10.92,10.92,10.92,10.92,10.92,10.92,10.92,10.92,10.92,10.92,10.92,10.92,10.92,10.92,Upgrade
6,PS Ratio,0.83,0.48,0.49,0.49,0.46,0.49,0.42,0.44,0.47,0.44,0.52,0.41,0.48,0.41,0.44,0.42,0.49,0.59,0.52,0.42,0.36,Upgrade
7,PB Ratio,2.18,0.94,0.99,0.99,0.95,1.00,0.83,0.85,0.92,0.85,0.99,0.80,1.13,0.97,0.99,0.91,0.97,1.12,0.92,0.72,0.64,Upgrade
8,P/TBV Ratio,1.27,1.27,1.34,1.34,1.29,1.36,1.16,1.18,1.28,1.20,1.39,1.12,1.70,1.44,1.57,1.43,1.52,1.76,1.46,1.13,1.00,Upgrade
9,P/FCF Ratio,13.73,7.62,9.50,-,14.90,8.40,8.41,-,10.79,-,12.05,-,10.48,-,15.32,-,-198.23,84.66,-,-,-7.50,Upgrade
10,P/OCF Ratio,4.92,4.92,5.70,5.52,6.31,5.02,4.62,-,5.60,4.36,6.21,-,6.43,-,6.28,-,10.08,10.22,-,-,19.66,Upgrade
11,PEG Ratio,4.87,4.87,4.87,4.87,4.87,4.87,4.87,4.87,4.87,4.87,4.87,4.87,4.87,4.87,4.87,4.87,4.87,4.87,4.87,4.87,4.87,Upgrade
12,EV/Sales Ratio,0.95,0.56,0.59,0.60,0.58,0.62,0.57,0.63,0.65,0.62,0.71,0.73,0.80,0.70,0.72,0.71,0.82,0.94,0.85,0.75,0.67,Upgrade
13,EV/EBITDA Ratio,9.88,6.58,7.50,7.44,7.80,8.88,8.24,10.23,9.90,9.05,9.81,9.57,10.47,9.21,9.73,9.08,11.85,13.28,13.76,17.35,12.59,Upgrade
14,EV/EBIT Ratio,16.45,9.72,11.20,10.88,11.75,13.65,13.08,17.53,16.19,14.74,15.98,15.11,16.78,14.95,15.59,14.52,21.90,24.72,29.97,77.22,28.63,Upgrade
15,EV/FCF Ratio,15.09,8.92,11.43,-,18.73,10.67,11.26,-,15.07,-,16.50,-,17.55,-,25.23,-,-331.89,134.02,-,-,-14.14,Upgrade
16,Debt / Equity Ratio,0.27,0.27,0.27,0.33,0.33,0.40,0.41,0.39,0.42,0.43,0.47,0.57,0.67,0.74,0.65,0.57,0.44,0.61,0.59,0.55,0.52,Upgrade
17,Debt / EBITDA Ratio,1.42,1.40,1.46,1.74,1.61,2.54,1.88,2.98,2.60,3.16,3.21,3.17,3.16,4.00,3.08,2.82,3.36,3.55,3.03,8.90,4.65,Upgrade
18,Debt / FCF Ratio,2.17,2.17,2.57,-,5.17,3.37,4.13,-,4.93,-,5.65,-,6.16,-,10.03,-,-90.56,45.96,-,-,-6.01,Upgrade
19,Asset Turnover,0.93,0.97,0.90,1.10,0.99,1.01,0.88,1.04,0.93,0.83,0.94,1.02,0.85,0.96,0.97,1.10,0.99,0.91,0.61,0.93,Upgrade,
20,Inventory Turnover,6.73,6.63,6.77,6.29,7.91,6.87,6.89,6.01,7.09,6.02,5.49,6.20,6.76,5.54,6.47,6.57,7.86,6.17,4.99,3.48,5.44,Upgrade
21,Quick Ratio,1.06,1.06,1.06,1.11,1.08,1.06,1.09,1.03,1.06,1.01,1.01,1.03,0.87,0.87,0.95,0.93,0.92,0.95,0.92,0.80,0.89,Upgrade
22,Current Ratio,1.35,1.35,1.35,1.43,1.38,1.36,1.38,1.36,1.36,1.33,1.33,1.33,1.17,1.18,1.23,1.24,1.19,1.28,1.28,1.21,1.26,Upgrade
23,Return on Equity (ROE),7.30%,11.05%,11.60%,11.42%,8.08%,13.49%,6.55%,8.86%,6.47%,5.30%,9.46%,6.19%,7.61%,7.83%,10.07%,9.75%,7.58%,10.11%,-3.93%,4.68%,Upgrade,
24,Return on Assets (ROA),4.29%,3.06%,4.11%,2.62%,3.15%,3.96%,2.48%,1.48%,2.51%,1.81%,3.65%,1.80%,2.80%,3.10%,3.71%,1.74%,3.08%,3.64%,0.00%,1.40%,Upgrade,
25,Return on Capital (ROIC),6.79%,4.79%,6.44%,4.14%,4.88%,6.00%,3.72%,2.20%,3.70%,2.63%,5.38%,2.67%,4.08%,4.54%,5.72%,2.64%,4.37%,5.12%,0.00%,2.03%,Upgrade,
26,Return on Capital Employed (ROCE),10.73%,10.73%,9.99%,9.90%,8.88%,7.99%,7.32%,6.01%,6.87%,7.21%,7.52%,8.08%,9.34%,9.08%,8.60%,9.05%,6.45%,5.83%,4.08%,1.43%,3.51%,Upgrade
27,Earnings Yield,4.29%,7.72%,7.66%,8.30%,7.37%,6.42%,7.04%,4.55%,4.36%,4.08%,3.47%,4.31%,3.64%,4.48%,3.84%,4.54%,1.52%,0.47%,-0.71%,-4.76%,-1.66%,Upgrade
28,FCF Yield,7.28%,13.12%,10.53%,10.06%,6.71%,11.90%,11.89%,9.98%,9.27%,13.04%,8.30%,12.72%,9.55%,2.00%,6.53%,-4.21%,-0.50%,1.18%,-3.73%,4.87%,-13.34%,Upgrade
29,Dividend Yield,1.17%,-,3.69%,-,2.85%,-,-,-,1.36%,-,-,-,1.07%,-,-,-,1.62%,-,-,-,-,Upgrade
30,Payout Ratio,46.67%,243.92%,21.83%,5.66%,12.15%,112.80%,14.93%,24.51%,-,24.90%,234.54%,29.61%,145.09%,119.86%,55.17%,27.02%,9.34%,100.91%,69.60%,-,145.93%,Upgrade
31,Buyback Yield / Dilution,0.73%,0.32%,2.00%,1.23%,-0.67%,0.17%,0.95%,-22.63%,-21.94%,-12.23%,-22.33%,-1.18%,2.77%,1.46%,2.85%,-0.56%,-3.80%,-35.22%,-17.72%,-22.67%,-11.13%,Upgrade
32,Total Shareholder Return,1.90%,0.32%,5.69%,1.23%,2.17%,0.17%,0.95%,-22.63%,-20.58%,-12.23%,-22.33%,-1.18%,3.84%,1.46%,2.85%,-0.56%,-2.18%,-35.22%,-17.72%,-22.67%,-11.13%,Upgrade
