,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Market Capitalization,9799,7666,9115,11265,18147,18088,21791,49149,38356,28522,25366
1,Market Cap Growth,-31.94%,-31.94%,-49.77%,-37.72%,-16.73%,-63.20%,-43.19%,72.32%,51.21%,37.07%,-
2,Enterprise Value,11785,9901,11388,14825,21849,18542,18506,46913,35178,25169,22105
3,Last Close Price,3.57,2.78,3.28,4.06,7.06,7.08,8.44,19.00,15.31,11.31,10.04
4,PE Ratio,29.13,22.95,24.00,67.46,-,41.24,52.23,140.35,128.36,73.12,55.36
5,Forward PE,18.70,12.55,14.71,19.96,28.03,25.02,31.64,88.09,55.11,43.91,34.89
6,PS Ratio,3.08,2.46,2.97,4.07,6.79,7.29,9.65,24.42,22.65,17.69,13.76
7,PB Ratio,0.90,0.69,0.81,1.02,1.84,1.77,2.03,4.74,4.33,3.38,2.97
8,P/TBV Ratio,15.31,15.31,21.53,67.65,-,47.90,28.69,10.96,12.86,8.63,7.41
9,P/FCF Ratio,16.28,12.74,16.19,21.73,-38.43,-,67.34,235.23,771.00,-968.78,-
10,P/OCF Ratio,9.75,9.75,12.09,17.22,29.63,34.93,51.69,100.91,104.85,92.52,50.10
11,PEG Ratio,1.46,0.63,0.29,0.38,1.10,0.84,0.94,3.88,2.76,-,-
12,EV/Sales Ratio,3.78,3.18,3.71,5.36,8.17,7.47,8.20,23.31,20.77,15.61,11.99
13,EV/EBITDA Ratio,14.09,13.51,15.16,25.10,40.58,28.28,30.51,92.37,89.24,52.26,32.43
14,EV/EBIT Ratio,22.99,19.51,21.51,39.72,67.73,39.36,40.60,120.42,124.62,64.55,37.28
15,EV/FCF Ratio,19.58,16.45,20.23,28.59,-46.28,-,57.19,224.52,707.11,-854.86,-
16,Debt / Equity Ratio,0.25,0.25,0.27,0.30,0.51,0.51,0.24,0.05,0.05,0.03,0.02
17,Debt / FCF Ratio,4.51,4.51,5.45,6.36,-10.67,-,7.93,2.70,9.71,-8.21,-
18,Return on Capital Employed (ROCE),3.75%,3.75%,3.64%,2.54%,2.29%,3.26%,3.16%,3.30%,2.76%,4.13%,6.23%
19,Earnings Yield,3.41%,4.36%,4.17%,1.48%,0.75%,2.42%,1.91%,0.71%,0.78%,1.37%,1.81%
20,FCF Yield,6.14%,7.85%,6.18%,4.60%,-2.60%,-3.50%,1.48%,0.43%,0.13%,-0.10%,0.77%
21,Buyback Yield / Dilution,-1.32%,1.24%,-3.98%,-4.50%,-4.17%,-5.44%,-4.54%,-2.79%,-0.35%,-20.49%,-37.18%
22,Total Shareholder Return,0.34%,1.24%,-3.98%,-4.50%,-4.17%,-5.44%,-4.54%,-2.79%,-0.35%,-20.49%,-37.18%
