,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+4 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+4 Quarters
0,Cash & Equivalents,-,55.96,83.13,453.98,82.21,204.01,84.19,551.09,183.7,545.56,168.97,492.45,146.03,473.21,315.46,314.59,246.42,676.63,92.42,-,Upgrade
1,Trading Asset Securities,-,598.52,596.83,225.84,586.12,433.83,537.4,100.53,450.82,80.7,456.79,140.83,506.25,182.61,341.32,378.88,440.85,-,-,-,Upgrade
2,Cash & Short-Term Investments,654.49,654.49,679.95,679.82,668.33,637.84,621.59,651.61,634.52,626.26,625.76,633.27,652.28,655.82,656.78,693.47,687.27,676.63,92.42,71.58,Upgrade
3,Cash Growth,-2.07%,2.61%,9.39%,4.33%,5.33%,1.85%,-0.67%,2.90%,-2.72%,-4.51%,-4.72%,-8.68%,-5.09%,-3.08%,610.66%,868.82%,860.17%,-,-,-19.97%,Upgrade
4,Accounts Receivable,-,34.78,26.23,23.05,25.21,20.22,18.84,15.71,15.31,13.93,11.45,17.05,12.4,14.58,13.58,15.49,17.47,9.63,24.69,-,Upgrade
5,Other Receivables,-,0.93,0.86,0.8,0.44,0.29,0.26,0.3,0.18,0.47,0.37,0.25,0.13,1.99,9.34,0.52,0.28,0.77,5.72,-,Upgrade
6,Receivables,-,35.71,27.09,23.85,25.65,20.51,19.1,16.02,15.49,14.4,11.83,17.3,12.52,16.57,22.91,16.01,17.75,10.41,30.41,-,Upgrade
7,Inventory,-,3.12,2.84,3.19,3.1,3.3,2.78,3.25,2.8,1.85,1.63,1.89,1.82,1.05,1.36,1.36,1.04,0.68,1.02,-,Upgrade
8,Other Current Assets,-,1.45,1.78,1.96,11.05,10.36,10.56,8.97,8.58,5.82,3.41,15.38,12.44,9.75,0.74,9.65,10.68,17.38,8.33,-,Upgrade
9,Total Current Assets,-,694.77,711.67,708.82,708.13,672.02,654.03,679.84,661.39,648.33,642.63,667.84,679.05,683.2,681.79,720.48,716.75,705.1,132.18,-,Upgrade
10,"Property, Plant & Equipment",-,389.31,390.76,401,411.55,417.33,418.96,430.14,441.47,390.05,358.36,352.46,349.45,300.57,300.96,297.41,302.17,288.69,288.86,-,Upgrade
11,Long-Term Investments,-,0.8,0.67,0.91,0.83,0.93,0.83,0.73,2.16,2.06,1.79,1.73,1.76,1.76,1.8,1.78,1.81,1.79,1.73,-,Upgrade
12,Other Intangible Assets,-,26.41,26.55,25.99,25.81,25.97,26.12,26.14,26.45,26.64,26.32,26.05,26.28,25.15,25.35,25.58,25.74,25.95,26.16,-,Upgrade
13,Long-Term Deferred Tax Assets,-,0.91,0.97,1,1.15,0.55,0.57,0.67,0.82,0.92,0.71,0.66,0.61,0.64,0.66,1.05,1.31,1.28,1.3,-,Upgrade
14,Long-Term Deferred Charges,-,0.5,0.55,0.6,0.65,0.69,0.74,0.79,0.83,0.88,0.93,-,-,-,-,-,-,-,-,-,Upgrade
15,Other Long-Term Assets,-,9.08,10.35,8.4,7.73,7.41,8.71,6.71,6.66,17.01,25.28,25.05,21.43,26.85,12.18,10.28,9.79,11.14,10.28,-,Upgrade
16,Total Assets,-,1122,1142,1147,1156,1125,1110,1145,1140,1086,1056,1074,1079,1038,1023,1057,1058,1034,460.51,-,Upgrade
17,Accounts Payable,-,25.29,25.76,26.06,36.9,38.73,42.3,51.28,55.04,25.85,18.94,19.57,33.54,16.9,16.51,17.14,23.59,10.72,19.57,-,Upgrade
18,Accrued Expenses,-,8.42,8.41,3.45,15.99,7.54,7.82,3.07,13.03,7.55,6.47,2.72,10.49,3.35,3.18,2.05,12.39,3.26,4.84,-,Upgrade
19,Current Portion of Leases,-,0.18,0.17,0.17,0.17,0.17,0.16,0.16,0.16,-,0.15,0.14,0.14,-,-,-,-,-,-,-,Upgrade
20,Current Income Taxes Payable,-,5.26,3.18,16.52,12.56,3.02,1.32,5.01,0.71,2.13,0.36,2.22,1.08,2.74,1.3,3.32,0.25,4.05,1.64,-,Upgrade
21,Current Unearned Revenue,-,15.38,17.03,16.18,18.6,15.81,13.94,15.94,16.83,13.82,9.83,11.55,9.6,7.34,7.41,7.59,13.73,6.13,6.44,-,Upgrade
22,Other Current Liabilities,-,0.71,0.92,0.67,0.78,0.69,0.72,1.68,1.88,1.68,1.85,0.77,0.7,0.77,0.9,0.8,0.74,9.77,0.35,-,Upgrade
23,Total Current Liabilities,-,55.23,55.48,63.04,85,65.96,66.27,77.14,87.64,51.04,37.59,36.97,55.55,31.09,29.3,30.9,50.71,33.93,32.84,-,Upgrade
24,Long-Term Leases,-,0.33,0.38,0.37,0.46,0.51,0.55,0.59,0.63,0.82,0.71,0.75,0.79,-,-,-,-,-,-,-,Upgrade
25,Long-Term Unearned Revenue,-,1.09,1.18,1.26,1.35,1.43,1.52,1.6,1.69,1.74,1.82,2.32,1.99,2.15,2.32,2.3,2.85,2.62,4.09,-,Upgrade
26,Long-Term Deferred Tax Liabilities,-,1.49,1.1,0.87,0.97,0.91,0.71,0.36,0.55,-,-,-,-,-,-,-,-,-,-,-,Upgrade
27,Total Liabilities,-,58.15,58.13,65.55,87.78,68.82,69.04,79.69,90.52,53.6,40.13,40.04,58.33,33.25,31.61,33.2,53.56,36.55,36.93,-,Upgrade
28,Common Stock,-,104,104,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,60,-,Upgrade
29,Additional Paid-In Capital,-,615.5,615.5,639.5,639.5,639.5,639.5,639.5,639.5,639.5,639.5,639.5,639.5,639.5,639.5,639.5,639.5,639.5,103.83,-,Upgrade
30,Retained Earnings,-,344.13,363.88,361.67,348.56,336.57,321.41,345.82,329.77,312.79,296.39,314.23,300.76,285.42,271.63,303.89,284.5,277.89,259.75,-,Upgrade
31,Shareholders' Equity,1064,1064,1083,1081,1068,1056,1041,1065,1049,1032,1016,1034,1020,1005,991.13,1023,1004,997.39,423.58,374.07,Upgrade
32,Total Liabilities & Equity,-,1122,1142,1147,1156,1125,1110,1145,1140,1086,1056,1074,1079,1038,1023,1057,1058,1034,460.51,-,Upgrade
33,Total Debt,0.51,0.51,0.55,0.54,0.63,0.67,0.71,0.75,0.79,0.82,0.86,0.9,0.93,-,-,-,-,-,-,-,Upgrade
34,Net Cash (Debt),653.98,653.98,679.41,679.28,667.7,637.17,620.88,650.86,633.74,625.44,624.9,632.38,651.35,655.82,656.78,693.47,687.27,676.63,92.42,71.58,Upgrade
35,Net Cash Growth,-2.05%,2.64%,9.43%,4.37%,5.36%,1.88%,-0.64%,2.92%,-2.70%,-4.63%,-4.85%,-8.81%,-5.23%,-3.08%,610.66%,868.82%,860.17%,-,-,-19.97%,Upgrade
36,Net Cash Per Share,6.15,6.29,6.76,6.38,6.10,6.31,5.83,6.23,6.03,5.88,6.08,6.14,6.21,6.23,6.41,6.61,6.66,8.41,1.20,0.92,Upgrade
37,Filing Date Shares Outstanding,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,78,77.8,Upgrade
38,Total Common Shares Outstanding,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,78,77.8,Upgrade
39,Working Capital,-,639.54,656.19,645.78,623.13,606.05,587.76,602.7,573.74,597.3,605.04,630.87,623.5,652.1,652.5,689.59,666.04,671.17,99.33,-,Upgrade
40,Book Value Per Share,10.23,10.23,10.42,10.40,10.27,10.15,10.01,10.24,10.09,9.93,9.77,9.94,9.81,9.66,9.53,9.84,9.65,9.59,5.43,4.80,Upgrade
41,Tangible Book Value,1037,1037,1057,1055,1042,1030,1015,1039,1023,1006,989.58,1008,993.98,979.77,965.78,997.81,978.27,971.44,397.42,347.5,Upgrade
42,Tangible Book Value Per Share,9.97,9.97,10.16,10.15,10.02,9.90,9.76,9.99,9.83,9.67,9.52,9.69,9.56,9.42,9.29,9.59,9.41,9.34,5.10,4.46,Upgrade
43,Buildings,-,-,337.32,-,336.52,-,332.83,-,332.43,-,163.32,-,162.7,-,161.19,-,161.79,-,160.89,-,Upgrade
44,Machinery,-,-,287.34,-,286.22,-,272.33,-,261.27,-,173.37,-,167.11,-,131.81,-,132.94,-,123.23,-,Upgrade
45,Construction In Progress,-,-,-,-,0.37,-,0.62,-,7.51,-,162.53,-,142.96,-,116.71,-,102.95,-,84.99,-,Upgrade
