,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020",+2 Quarters
0,Market Capitalization,26,29,44,42,65,109,158,361,167,142,187,Upgrade
1,Market Cap Growth,-32.01%,-32.01%,-32.26%,-61.54%,-58.67%,-69.77%,-5.44%,153.96%,-11.00%,-57.78%,-57.81%,Upgrade
2,Enterprise Value,-36,-52,-100,-67,-69,-121,-115,131,-122,-376,-441,Upgrade
3,Last Close Price,0.15,0.16,0.28,0.40,0.62,1.04,1.50,3.44,1.78,1.52,2.00,Upgrade
4,PS Ratio,0.05,0.07,0.10,0.10,0.15,0.23,0.31,0.70,0.32,0.30,0.35,Upgrade
5,PB Ratio,0.03,0.04,0.06,0.05,0.07,0.10,0.14,0.29,0.13,0.10,0.12,Upgrade
6,P/TBV Ratio,0.04,0.04,0.06,0.05,0.07,0.10,0.14,0.30,0.13,0.10,0.13,Upgrade
7,P/FCF Ratio,-,-,-1.40,-,-,-,-,-,-,-,-,Upgrade
8,P/OCF Ratio,-,-,-1.98,-,-9.74,-,-99.44,-,-,-,34.95,Upgrade
9,EV/Sales Ratio,-,-,-,-,-,-,-,0.25,-,-,-,Upgrade
10,EV/FCF Ratio,2.34,-,-,-,-,-,-,-,-,-,-,Upgrade
11,Debt / Equity Ratio,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.02,0.01,0.02,Upgrade
12,Debt / FCF Ratio,-,-,-0.19,-,-,-,-,-,-,-,-,Upgrade
13,Earnings Yield,-730.74%,-671.37%,-445.16%,-271.29%,-192.80%,-189.53%,-137.13%,-74.65%,-148.32%,-220.06%,-169.99%,Upgrade
14,FCF Yield,-59.03%,-54.24%,-71.19%,-130.02%,-53.26%,-33.90%,-32.94%,-30.23%,-77.82%,-63.48%,-25.63%,Upgrade
15,Buyback Yield / Dilution,-39.37%,-65.40%,-14.73%,-,-0.08%,-10.53%,-12.13%,-1.53%,-,-,-,Upgrade
16,Total Shareholder Return,-39.37%,-65.40%,-14.73%,-,-0.08%,-10.53%,-12.13%,-1.53%,-,-,-,Upgrade
