,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020",+2 Quarters
0,Cash & Equivalents,69.51,82.53,87.08,121.83,147,145.66,186.55,223.42,289.94,349.33,Upgrade
1,Short-Term Investments,-,-,-,-,-,23.59,26.37,-,-,-,Upgrade
2,Trading Asset Securities,0.12,3.67,69.04,4.88,6.05,84.6,81.77,12.05,0.1,181.32,Upgrade
3,Cash & Short-Term Investments,69.63,86.2,156.12,126.71,153.05,253.84,294.69,235.47,290.05,530.66,Upgrade
4,Cash Growth,-55.40%,-31.97%,2.01%,-50.08%,-48.06%,7.80%,1.60%,-55.63%,-54.51%,12.74%,Upgrade
5,Accounts Receivable,199.08,195.34,230.08,202.3,231.36,253.05,275.17,247.63,268.26,206.52,Upgrade
6,Other Receivables,-,-,-,-,-,-,0.07,0.39,-,-,Upgrade
7,Receivables,199.08,195.34,230.08,202.3,231.36,253.05,275.24,248.02,268.26,206.52,Upgrade
8,Inventory,107.21,109.91,116.68,123.2,148.21,141.47,150.48,149.81,153.41,147.15,Upgrade
9,Prepaid Expenses,114.6,120.65,101.82,120.2,107.32,99.47,113.14,123.73,116.15,112.12,Upgrade
10,Other Current Assets,0.26,2.27,7.49,19.38,14.41,19.88,18.53,21.99,20.23,7.88,Upgrade
11,Total Current Assets,490.76,514.36,612.18,591.78,654.35,767.71,852.08,779.02,848.09,1004,Upgrade
12,"Property, Plant & Equipment",264.43,272.83,398.63,408.34,416.72,437.85,445.11,455.18,501.14,510.84,Upgrade
13,Long-Term Investments,72.3,69.04,-,63.5,74.7,9.92,23.79,110.55,177.82,25.85,Upgrade
14,Goodwill,-,-,-,-,-,-,10.56,10.56,19.08,19.08,Upgrade
15,Other Intangible Assets,4.2,3.93,3.38,0.48,0.48,0.48,35.81,32.71,53.81,64.62,Upgrade
16,Long-Term Deferred Tax Assets,9.19,9.19,8.73,8.73,8.53,8.38,8.18,7.86,5.39,5.03,Upgrade
17,Other Long-Term Assets,1.09,0.21,0.21,0.67,1.14,0.21,7.07,11.66,0.21,1.03,Upgrade
18,Total Assets,841.97,869.56,1023,1074,1156,1225,1383,1408,1606,1631,Upgrade
19,Accounts Payable,62.36,55.6,61.79,64.11,70.43,69.47,75.35,71.54,72.91,69.21,Upgrade
20,Accrued Expenses,8.19,9.31,8.29,9.2,7.73,10.12,7.3,17.25,17.08,16.84,Upgrade
21,Short-Term Debt,-,0.15,5.77,10.46,-,12.59,-,-,-,-,Upgrade
22,Current Portion of Long-Term Debt,-,-,-,-,10.47,-,13.01,15.71,10.53,20.42,Upgrade
23,Current Portion of Leases,1.69,0.76,1.02,1.62,2.29,2.88,1.94,2.36,3.05,3.09,Upgrade
24,Current Income Taxes Payable,-,-,-,-,-,-,-,-,0.5,0.65,Upgrade
25,Total Current Liabilities,72.25,65.82,76.86,85.39,90.92,95.05,97.61,106.85,104.06,110.22,Upgrade
26,Long-Term Leases,5.44,5.09,5.52,5.69,6.46,7.85,7.47,3.14,3.86,4.98,Upgrade
27,Long-Term Deferred Tax Liabilities,11.79,11.76,12.54,12.37,12.69,13.31,11.86,11.69,10.8,10.15,Upgrade
28,Total Liabilities,89.48,82.67,94.92,103.44,110.07,116.21,116.94,121.68,118.72,125.35,Upgrade
29,Common Stock,1.79,1.58,210.14,210.14,210.14,210.14,210.14,187.27,187.27,187.27,Upgrade
30,Additional Paid-In Capital,2412,2407,2390,2390,2390,2390,2390,2390,2390,2390,Upgrade
31,Retained Earnings,-1759,-1721,-1776,-1733,-1662,-1522,-1369,-1306,-1099,-1058,Upgrade
32,Comprehensive Income & Other,97.93,98.69,103.9,102.93,107.51,29.56,34.16,30.59,25.14,2.93,Upgrade
33,Total Common Equity,752.49,786.89,928.21,970.07,1046,1108,1266,1302,1503,1521,Upgrade
34,Minority Interest,-,-,-,-,-,-0.04,-0.03,-15.9,-15.89,-15.89,Upgrade
35,Shareholders' Equity,752.49,786.89,928.21,970.07,1046,1108,1266,1286,1487,1505,Upgrade
36,Total Liabilities & Equity,841.97,869.56,1023,1074,1156,1225,1383,1408,1606,1631,Upgrade
37,Total Debt,7.13,6,12.31,17.77,19.22,23.31,22.43,21.21,17.44,28.49,Upgrade
38,Net Cash (Debt),62.5,80.2,143.81,108.94,133.83,230.53,272.27,214.27,272.61,502.17,Upgrade
39,Net Cash Growth,-56.54%,-26.38%,7.46%,-52.74%,-50.85%,7.59%,-0.12%,-57.33%,-55.47%,11.46%,Upgrade
40,Net Cash Per Share,0.36,0.67,1.37,1.04,1.27,2.20,2.86,2.29,2.91,5.36,Upgrade
41,Filing Date Shares Outstanding,178.61,157.61,105.07,105.07,105.07,105.07,105.07,93.63,93.63,93.63,Upgrade
42,Total Common Shares Outstanding,178.61,157.61,105.07,105.07,105.07,105.07,105.07,93.63,93.63,93.63,Upgrade
43,Working Capital,418.52,448.54,535.32,506.39,563.43,672.66,754.47,672.16,744.03,894.11,Upgrade
44,Book Value Per Share,4.21,4.99,8.83,9.23,9.95,10.55,12.05,13.90,16.05,16.25,Upgrade
45,Tangible Book Value,748.3,782.96,924.83,969.59,1045,1108,1219,1258,1430,1438,Upgrade
46,Tangible Book Value Per Share,4.19,4.97,8.80,9.23,9.95,10.54,11.60,13.44,15.27,15.35,Upgrade
47,Buildings,-,81.28,-,87.81,-,99.3,-,98.55,-,91.21,Upgrade
48,Machinery,-,159.27,-,159.56,-,135.9,-,304.9,-,312.75,Upgrade
49,Construction In Progress,-,14.97,-,70.3,-,107.99,-,73.3,-,60.59,Upgrade
50,Leasehold Improvements,-,29.44,-,29.58,-,31.54,-,45.99,-,42.93,Upgrade
