,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,889.46,853.13,856.52,881.21,821.18,941.83,931.7,913.24,839.08,863.87
1,Revenue Growth (YoY),3.85%,-3.19%,4.30%,-6.44%,-11.86%,3.13%,11.04%,5.71%,27.98%,64.55%
2,Cost of Revenue,701.84,688.23,670.86,719.19,624.97,752.91,688.76,705.34,605.34,661.88
3,Gross Profit,187.62,164.9,185.66,162.02,196.21,188.92,242.94,207.9,233.74,201.99
4,"Selling, General & Admin",96.83,104.57,94.26,119.47,95.68,117.3,122.38,143.37,107.61,104.24
5,Operating Expenses,117.44,113.78,111.25,122.51,111.96,117.08,141.64,129.05,138.92,81.41
6,Operating Income,70.18,51.12,74.41,39.51,84.25,71.84,101.3,78.86,94.82,120.58
7,Interest Expense,-0.87,-2.43,-0.95,-1.43,-1.45,-1.32,-5.06,-9.22,-8.85,-14.21
8,Interest & Investment Income,2.31,8.42,1.26,3.62,3.82,4.69,-,6.97,-,4.51
9,Earnings From Equity Investments,3.4,1.41,1.59,1.46,3.01,1.07,2.95,0.65,2.15,0.1
10,Currency Exchange Gain (Loss),-,-,-,-,-,0.26,-,2.03,-,-
11,Other Non Operating Income (Expenses),5.66,-12.39,2.27,8.82,-2.38,-2.9,15.48,-2.56,6.19,-11.77
12,EBT Excluding Unusual Items,80.69,46.13,78.58,51.98,87.25,73.63,114.68,76.74,94.31,99.22
13,Impairment of Goodwill,-,-,-,-14.99,-,-,-,-,-,-
14,Gain (Loss) on Sale of Investments,-,-,-,-,-,-,-,-,-,-26.76
15,Gain (Loss) on Sale of Assets,-,-0.15,0.15,-,8.37,0.75,-,-,-,1.77
16,Asset Writedown,-,-,-,-,-,1.83,-,0.7,-,4.05
17,Other Unusual Items,-,-,-,-,-,-,-,17.07,13.81,10.24
18,Pretax Income,80.69,45.98,78.73,36.99,95.62,76.21,114.68,94.5,108.12,88.51
19,Income Tax Expense,24.27,15.62,25.12,14.33,29.24,27,31.84,18.83,33.01,12.79
20,Earnings From Continuing Operations,56.42,30.36,53.61,22.67,66.38,49.21,82.83,75.67,75.11,75.71
21,Minority Interest in Earnings,-5.61,1.15,-5.07,-6.58,-5.56,-11.9,-13.85,-6.8,-12.48,-19.33
22,Net Income,50.81,31.52,48.54,16.09,60.82,37.3,68.98,68.87,62.64,56.38
23,Net Income to Common,50.81,31.52,48.54,16.09,60.82,37.3,68.98,68.87,62.64,56.38
24,Net Income Growth,4.67%,95.93%,-20.19%,-56.88%,-11.82%,-45.84%,10.13%,22.16%,20.02%,15.13%
25,Shares Outstanding (Basic),855,855,855,855,855,855,855,855,820,818
26,Shares Outstanding (Diluted),855,855,855,855,855,855,855,855,820,818
27,Shares Change (YoY),-,-,-,-,-,-0.03%,4.23%,4.54%,0.35%,0.80%
28,EPS (Basic),0.06,0.04,0.06,0.02,0.07,0.04,0.08,0.08,0.08,0.07
29,EPS (Diluted),0.06,0.04,0.06,0.02,0.07,0.04,0.08,0.08,0.08,0.07
30,EPS Growth,4.67%,95.94%,-20.20%,-56.88%,-11.82%,-45.82%,5.66%,16.85%,19.60%,14.22%
31,Free Cash Flow,-44.4,157.22,-59.41,112.58,-49.13,32.07,-47.01,219.15,-24.57,189.88
32,Free Cash Flow Per Share,-0.05,0.18,-0.07,0.13,-0.06,0.04,-0.06,0.26,-0.03,0.23
33,Operating Margin,7.89%,5.99%,8.69%,4.48%,10.26%,7.63%,10.87%,8.63%,11.30%,13.96%
34,Profit Margin,5.71%,3.69%,5.67%,1.83%,7.41%,3.96%,7.40%,7.54%,7.46%,6.53%
35,Free Cash Flow Margin,-4.99%,18.43%,-6.94%,12.78%,-5.98%,3.41%,-5.05%,24.00%,-2.93%,21.98%
36,EBITDA,92.6,64.1,97.85,60.2,101.52,87.59,122.26,98.39,110.66,136.88
37,D&A For EBITDA,22.42,12.98,23.44,20.69,17.27,15.75,20.96,19.53,15.84,16.29
38,EBIT,70.18,51.12,74.41,39.51,84.25,71.84,101.3,78.86,94.82,120.58
