,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Market Capitalization,256,299,376,291,419,444,521,667,632,1393,474
1,Market Cap Growth,2.94%,2.94%,-10.20%,-34.62%,-19.67%,-33.33%,-17.57%,-52.15%,33.35%,158.12%,-10.05%
2,Enterprise Value,-131,-154,89,-74,106,79,312,291,454,1143,305
3,Last Close Price,0.30,0.35,0.41,0.32,0.42,0.45,0.51,0.65,0.59,1.30,0.44
4,PE Ratio,2.90,3.38,4.26,4.16,4.82,3.87,4.00,4.02,4.05,10.67,3.90
5,Forward PE,-,5.10,5.10,5.10,5.10,5.10,5.10,5.10,5.10,5.10,5.10
6,PS Ratio,0.14,0.16,0.20,0.15,0.22,0.22,0.23,0.30,0.30,0.75,0.28
7,PB Ratio,0.24,0.26,0.33,0.26,0.38,0.39,0.43,0.57,0.60,1.56,0.57
8,P/TBV Ratio,0.38,0.38,0.49,0.40,0.58,0.63,0.79,1.35,1.48,3.78,1.24
9,P/FCF Ratio,2.11,-,3.49,-,5.84,-,-28.42,-,2.74,-,2.07
10,P/OCF Ratio,2.11,-,2.75,-,4.43,-,12.55,-,2.45,-,1.58
11,PEG Ratio,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13
12,EV/Sales Ratio,-,-,0.05,-,0.06,0.04,0.14,0.13,0.22,0.61,0.18
13,EV/EBITDA Ratio,-,-,0.50,-,0.58,0.36,1.21,1.10,1.83,4.21,1.19
14,EV/EBIT Ratio,-,-,0.64,-,0.76,0.43,1.47,1.34,2.20,4.84,1.38
15,EV/FCF Ratio,-1.08,-,0.82,-,1.48,-,-17.00,-,1.97,-,1.33
16,Debt / Equity Ratio,0.06,0.06,0.06,0.06,0.06,0.08,0.07,0.12,0.13,0.28,0.24
17,Debt / FCF Ratio,0.55,-,0.63,-,0.97,-,-4.60,-,0.60,-,0.87
18,Return on Capital Employed (ROCE),10.96%,10.96%,11.73%,10.90%,12.17%,15.64%,16.01%,18.09%,17.93%,23.35%,22.58%
19,Earnings Yield,34.50%,29.57%,23.46%,24.03%,20.76%,25.87%,25.03%,24.87%,24.70%,9.37%,25.61%
20,FCF Yield,47.29%,40.53%,28.66%,19.77%,17.13%,-4.50%,-3.52%,31.06%,36.54%,13.02%,48.37%
21,Buyback Yield / Dilution,-,-,-,-,-,0.03%,-4.23%,-4.54%,-0.35%,-0.80%,
22,Total Shareholder Return,8.33%,-,-,-,-,-,0.03%,-4.23%,-4.54%,-0.35%,-0.80%
