,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,489.22,531.58,390.97,446.05,411.3,436.46,351.35,495.77,423.04,458
1,Trading Asset Securities,2.46,2.96,7.05,7.68,5.68,14.08,41.26,15.01,34.9,2.54
2,Cash & Short-Term Investments,491.68,534.54,398.01,453.73,416.98,450.54,392.62,510.78,457.94,460.54
3,Cash Growth,23.53%,17.81%,-4.55%,0.71%,6.21%,-11.79%,-14.26%,10.91%,9.45%,10.76%
4,Accounts Receivable,619.85,538.33,584.2,496.16,539.45,410.51,605.62,374.2,526.94,391.91
5,Other Receivables,120.63,123.96,130.43,141.47,146.2,268.71,294.29,108.45,114.43,86.14
6,Receivables,740.48,662.3,714.63,637.63,685.65,679.22,899.91,482.65,641.37,478.05
7,Inventory,3.02,6.25,7.56,5.59,4.69,50.26,94.21,11.82,3.93,2.22
8,Other Current Assets,179.14,193.06,174.09,173.14,186.41,232.28,210.55,195.12,203.34,202.1
9,Total Current Assets,1414,1396,1294,1270,1294,1412,1597,1200,1307,1143
10,"Property, Plant & Equipment",111.83,122.53,123.84,128.11,138.18,149.99,131.5,144.92,134.4,102
11,Long-Term Investments,10.8,14.04,14.68,13.09,11.63,11.44,9.42,9.02,9.9,7.74
12,Goodwill,225.28,225.28,225.28,225.28,240.27,302.64,384.25,379.98,324.07,248.32
13,Other Intangible Assets,36.79,41.63,45.67,50.92,54.53,59.96,68.76,75.6,82.91,89.18
14,Long-Term Deferred Tax Assets,80.98,76.86,67.24,60.08,58.3,56.51,60.5,50.4,68.22,60.36
15,Other Long-Term Assets,189,190.75,204.71,209.55,194.72,194.65,218.12,209.24,206.65,244.13
16,Total Assets,2069,2067,1976,1957,1991,2187,2470,2070,2133,1895
17,Accounts Payable,98.3,110.17,59.46,100.78,86.84,96.39,103.88,72.36,105.55,136.89
18,Accrued Expenses,185.54,182.85,216.45,186.37,151.01,-,235.83,227.54,154.3,154.57
19,Short-Term Debt,49.9,48.99,48.99,48.99,68.29,39.95,66.68,33,112,61
20,Current Portion of Long-Term Debt,-,-,-,-,-,1.15,24.63,20.95,22.53,21.97
21,Current Portion of Leases,8.48,8.08,10.76,10.53,10.53,9.94,21.55,30.03,25.87,24.52
22,Current Income Taxes Payable,128.05,127.48,119.14,108.05,128.26,126.79,140.79,108.59,130.09,125.87
23,Current Unearned Revenue,163.3,167.87,158.52,135.69,169.17,-,270.17,123.36,168.55,123.06
24,Other Current Liabilities,328.72,352.01,317.37,349.43,379.44,832.1,610.62,485.34,491.42,371.34
25,Total Current Liabilities,962.29,997.45,930.68,939.84,993.53,1106,1474,1101,1210,1019
26,Long-Term Debt,-,-,-,-,-,14.86,-,25.32,47.6,47.57
27,Long-Term Leases,3.18,4.19,0.9,1.83,3.41,2.88,2.8,8.19,16.32,22.77
