,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Operating Revenue,170.25,96.02,93.63,84.48,38.96,38.71,30.95,30.11,22.25,14.68
1,Other Revenue,265.8,372.66,401.2,329.69,347.3,237.35,268.32,280.53,301.24,354.44
2,Revenue,436.05,468.68,494.84,414.17,386.26,276.06,299.27,310.64,323.48,369.13
3,Revenue Growth (YoY),-11.88%,13.16%,28.11%,50.03%,29.06%,-11.13%,-7.48%,-15.84%,36.18%,28.30%
4,Cost of Revenue,9.11,2.81,-4.24,47.22,2.65,7.58,11.11,-1.61,16.81,4.94
5,Gross Profit,426.95,465.88,499.07,366.95,383.61,268.48,288.17,312.25,306.67,364.19
6,"Selling, General & Admin",69.13,117.31,60.46,84.69,60.13,100.51,53.01,29.57,88.2,119.56
7,Other Operating Expenses,24.14,36.04,41.84,28,27.25,31.32,23.42,53.11,-,-31.36
8,Operating Expenses,108.27,169.18,117.98,127.24,101.47,143.52,87.62,100.4,88.2,100.61
9,Operating Income,318.68,296.69,381.09,239.71,282.14,124.96,200.55,211.85,218.48,263.58
10,Interest Expense,-185.41,-208.78,-200.02,-157.69,-118.66,-78.63,-50.6,-62.4,-64.32,-65.38
11,Interest & Investment Income,17.74,15.67,11.91,27.33,7.1,4.48,1.98,1.79,2.29,2.17
12,Earnings From Equity Investments,40.7,15.31,5.05,-3.22,2.29,7.3,9.52,9.97,4.73,2.07
13,Currency Exchange Gain (Loss),-7.76,16.66,-5.95,-23.5,-23.64,-3.76,6.72,35.58,-7.74,1.39
14,Other Non Operating Income (Expenses),15.55,1,44.78,-4.07,16.75,10.51,-6.94,-9.81,12.61,-1.64
15,EBT Excluding Unusual Items,199.49,136.56,236.85,78.58,165.97,64.86,161.23,186.98,166.05,202.2
16,Gain (Loss) on Sale of Investments,22.42,5.93,-7.85,19.52,21.85,5.04,27.77,-14.23,47.43,0.15
17,Gain (Loss) on Sale of Assets,5.17,-0.85,-,0.01,-,-0.03,-1.47,-0.02,-0,-0
18,Other Unusual Items,0.03,0.01,-,0.04,0.03,204.75,-0,0.86,0.03,-
19,Pretax Income,227.1,141.64,229,98.14,187.85,274.62,187.53,173.58,213.51,202.34
20,Income Tax Expense,61.98,43.1,42,33.62,8.77,20.1,20.57,18.85,30.85,32.11
21,Earnings From Continuing Operations,165.13,98.54,187.01,64.53,179.08,254.51,166.96,154.74,182.66,170.23
22,Minority Interest in Earnings,-9.8,-5.16,-12.14,-13.34,-10.87,-4.06,-6.37,-4.7,-3.45,-8.64
23,Net Income,155.32,93.38,174.86,51.19,168.21,250.45,160.59,150.04,179.21,161.59
24,Net Income to Common,155.32,93.38,174.86,51.19,168.21,250.45,160.59,150.04,179.21,161.59
25,Net Income Growth,-11.17%,82.44%,3.95%,-79.56%,4.75%,66.92%,-10.39%,-7.14%,50.91%,20.55%
26,Shares Outstanding (Basic),980,980,991,1003,1004,971,937,912,881,879
27,Shares Outstanding (Diluted),980,980,991,1003,1006,975,939,914,883,884
28,Shares Change (YoY),-1.14%,-2.24%,-1.43%,2.89%,7.08%,6.65%,6.30%,3.40%,0.06%,0.87%
29,EPS (Basic),0.16,0.10,0.18,0.05,0.17,0.26,0.17,0.16,0.20,0.18
30,EPS (Diluted),0.16,0.09,0.18,0.05,0.17,0.26,0.17,0.16,0.20,0.18
31,EPS Growth,-10.18%,79.57%,5.39%,-80.69%,-1.49%,56.86%,-15.00%,-10.45%,53.85%,19.54%
32,Free Cash Flow,544.2,1027,620.31,-1239,459.55,159.65,-268.61,313.15,142.68,83.37
33,Free Cash Flow Per Share,0.56,1.05,0.63,-1.24,0.46,0.16,-0.29,0.34,0.16,0.09
34,Operating Margin,73.08%,63.30%,77.01%,57.88%,73.04%,45.27%,67.01%,68.20%,67.54%,71.41%
35,Profit Margin,35.62%,19.92%,35.34%,12.36%,43.55%,90.72%,53.66%,48.30%,55.40%,43.78%
36,Free Cash Flow Margin,124.80%,219.10%,125.36%,-299.13%,118.97%,57.83%,-89.76%,100.81%,44.11%,22.59%
37,EBITDA,328.24,284.72,389.25,229.69,296.23,123,205.78,210.55,222.03,262.75
38,D&A For EBITDA,9.56,-11.98,8.16,-10.02,14.09,-1.97,5.23,-1.3,3.55,-0.83
39,EBIT,318.68,296.69,381.09,239.71,282.14,124.96,200.55,211.85,218.48,263.58
40,Revenue as Reported,436.05,468.68,494.84,414.17,386.26,276.06,299.27,310.64,323.48,369.13
