,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+16 Quarters
,Period Ending,"Aug '24 Aug 31, 2024","May '24 May 31, 2024","Feb '24 Feb 29, 2024","Nov '23 Nov 30, 2023","Aug '23 Aug 31, 2023","May '23 May 31, 2023","Feb '23 Feb 28, 2023","Nov '22 Nov 30, 2022","Aug '22 Aug 31, 2022","May '22 May 31, 2022","Feb '22 Feb 28, 2022","Nov '21 Nov 30, 2021","Aug '21 Aug 31, 2021","May '21 May 31, 2021","Feb '21 Feb 28, 2021","Nov '20 Nov 30, 2020","Aug '20 Aug 31, 2020","May '20 May 31, 2020","Feb '20 Feb 29, 2020","Nov '19 Nov 30, 2019",+16 Quarters
0,Revenue,47.18,47.18,52.96,52.96,50.19,47.33,40.84,35.65,32.78,27.74,32.9,37.01,36.01,31.67,38.89,31.64,27.26,26.57,35.12,25.49,Upgrade
1,Revenue Growth (YoY),-6.01%,-0.33%,29.67%,48.54%,53.10%,70.61%,24.14%,-3.67%,-8.96%,-12.39%,-15.41%,16.96%,32.08%,19.19%,10.73%,24.13%,24.73%,10.08%,25.36%,18.49%,Upgrade
2,Cost of Revenue,35.99,35.99,39.24,39.24,41.51,36.12,30.26,25.52,24.14,21.97,24.69,27.7,27.04,23.52,31.68,25.03,21.9,20.78,25.91,18.52,Upgrade
3,Gross Profit,11.19,11.19,13.72,13.72,8.68,11.21,10.58,10.13,8.65,5.77,8.21,9.31,8.97,8.15,7.21,6.61,5.36,5.79,9.21,6.97,Upgrade
4,"Selling, General & Admin",10.15,10.15,10.39,10.39,9.97,8.41,9.27,7.96,8.15,7.64,7.68,7.1,7.35,7.13,6.89,6.37,7.51,6.94,6.74,6.49,Upgrade
5,Other Operating Expenses,-0.08,-0.08,-0.16,-0.16,1.12,-0.22,-0.05,-0.07,2.16,-2.25,-0.08,-0.07,5.77,-0.05,-0.05,-0.05,0.14,-0.3,-0.1,-0.07,Upgrade
6,Operating Expenses,10.42,10.42,10.25,10.25,11.15,8.34,9.24,7.83,10.22,5.44,7.57,7.1,13.42,6.81,6.85,6.31,7.92,6.48,6.83,6.44,Upgrade
7,Operating Income,0.77,0.77,3.46,3.46,-2.47,2.88,1.34,2.3,-1.57,0.33,0.64,2.21,-4.45,1.34,0.36,0.3,-2.56,-0.69,2.38,0.53,Upgrade
8,Interest Expense,-0.09,-0.09,-0.06,-0.06,-0.05,-0.04,-0.05,-0.05,-0.05,-0.05,-0.05,-0.07,-0.07,-0.06,-0.09,-0.05,-0.05,-0.07,-0.06,-0.06,Upgrade
