,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Cash & Equivalents,1970,3254,1613,1282,1315,1429,1456,1590,774.72,959.94,1988,2224,2432,2849,2465,2297,1837,1831,1829,1665,Upgrade
1,Short-Term Investments,-,-,-,-,-,-,-,-,-,-,-,-,-,33.18,-,-,-,57.32,-,-,Upgrade
2,Trading Asset Securities,7.51,6.34,5.06,5.06,5.46,5.83,6.5,6.87,6.02,5.83,6.68,6.87,-,-,-,-,-,-,-,-,Upgrade
3,Cash & Short-Term Investments,1978,3261,1618,1287,1320,1435,1463,1597,780.74,965.77,1994,2231,2432,2882,2465,2297,1837,1888,1829,1665,Upgrade
4,Cash Growth,49.84%,127.26%,10.61%,-19.43%,69.08%,48.57%,-26.65%,-28.42%,-67.90%,-66.49%,-19.09%,-2.85%,32.38%,52.61%,34.73%,37.98%,-,-17.57%,-20.14%,-28.03%,Upgrade
5,Accounts Receivable,1622,1394,1579,1274,1413,1203,1007,725.23,882.33,751.79,684.77,857.96,1015,821.89,778.74,871.56,1488,1134,1330,1389,Upgrade
6,Other Receivables,24.9,39.54,23.37,38.84,36.67,47.33,24.92,38.56,21.54,24.86,17.22,53.94,37.74,-,37.16,38.81,33.24,-,59.49,50.75,Upgrade
7,Receivables,1647,1433,1602,1313,1450,1250,1032,763.8,903.87,776.64,701.99,911.89,1052,821.89,815.9,910.37,1521,1134,1390,1440,Upgrade
8,Inventory,186.28,177.63,187.65,201.32,196.25,202.25,209.16,218.3,218.72,212.54,215.47,218.34,222.33,206.69,188.58,166.48,180.53,166.12,156,157.37,Upgrade
9,Other Current Assets,137.23,204.92,182.13,214.21,156.4,192.45,205.06,188.03,221.45,228.06,242.17,257.88,239.22,216.66,313.75,321.83,291.84,213.6,92.06,121.26,Upgrade
10,Total Current Assets,3949,5077,3590,3016,3123,3080,2909,2767,2125,2183,3154,3619,3946,4127,3783,3695,3831,3402,3467,3383,Upgrade
11,"Property, Plant & Equipment",22056,23700,22698,24362,23136,24817,23835,25480,24211,25945,24894,26690,25170,26909,25791,27609,25820,27294,27350,30917,Upgrade
