,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Operating Revenue,666.8,923.58,755.83,1417,817.21,971.48,817.34,1431,1284,1693,1399,2166,1432,1245,2043,2441,1677,1062,690.15,1889,Upgrade
1,Other Revenue,-18.51,18.51,-,41.43,-17.47,17.47,-,34.4,-19.6,19.6,-,39.21,-98.23,98.23,-,33,-17.85,17.85,-,31.18,Upgrade
2,Revenue,648.29,942.09,755.83,1458,799.75,988.95,817.34,1465,1264,1713,1399,2206,1334,1343,2043,2474,1659,1080,690.15,1921,Upgrade
3,Revenue Growth (YoY),-18.94%,-4.74%,-7.53%,-0.47%,-36.74%,-42.26%,-41.57%,-33.57%,-5.22%,27.51%,-31.52%,-10.84%,-19.62%,24.34%,195.95%,28.79%,69.69%,54.11%,-10.19%,71.81%,Upgrade
4,Cost of Revenue,564.64,850.56,668.28,1343,759.08,862.4,713.59,1304,1055,1422,1307,1888,1075,1120,1530,2225,1498,941.57,612.29,1781,Upgrade
5,Gross Profit,83.65,91.53,87.54,114.75,40.67,126.55,103.76,161.36,209.32,291.12,91.39,317.43,259.29,222.82,512.57,248.29,161.71,138.72,77.86,139.89,Upgrade
6,"Selling, General & Admin",39.49,43.07,40.81,55.86,49.66,39.14,44.26,47.15,44.54,36.71,37.2,96.89,29.76,37.59,39.92,34.44,36.22,47.76,35.49,27.55,Upgrade
7,Research & Development,31.26,26.4,25.23,10.71,52.29,53.66,48.61,65.33,50.83,35.21,47.59,60.39,115.97,56.7,15.67,69.87,50.1,61.65,33.13,91.67,Upgrade
8,Other Operating Expenses,19.93,19.06,5.86,66.16,16.35,-2.19,9.62,104.75,6.01,11.28,6.24,15.6,-6.12,9.21,35.63,32.68,2.11,2.82,-1.44,19.2,Upgrade
