,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,422,427,477,503,548,643,618,814,643,581,814,Upgrade
1,Market Cap Growth,-15.00%,-15.00%,-12.84%,-21.87%,-11.38%,-20.99%,-3.91%,40.11%,-20.93%,-35.39%,-18.69%,Upgrade
2,Enterprise Value,-104,-49,19,116,154,310,129,357,213,208,471,Upgrade
3,Last Close Price,0.84,0.83,0.90,0.93,1.00,1.15,1.08,1.39,1.07,0.95,1.29,Upgrade
4,PE Ratio,-,-4.57,-,8.76,10.24,9.46,7.30,10.99,10.46,6.06,6.65,Upgrade
5,PS Ratio,1.05,1.06,1.12,1.12,1.11,1.28,1.20,1.55,1.22,0.97,1.25,Upgrade
6,PB Ratio,0.18,0.18,0.20,0.20,0.22,0.25,0.24,0.33,0.26,0.24,0.34,Upgrade
7,P/TBV Ratio,0.18,0.18,0.20,0.20,0.22,0.25,0.24,0.32,0.26,0.24,0.33,Upgrade
8,P/FCF Ratio,4.90,4.96,4.79,6.41,7.10,-8.97,-,9.77,6.76,5.19,4.05,Upgrade
9,P/OCF Ratio,3.84,3.84,4.01,4.74,5.10,-13.24,-,8.73,5.68,4.99,3.99,Upgrade
10,EV/Sales Ratio,-,-,0.04,0.26,0.31,0.62,0.25,0.68,0.40,0.35,0.72,Upgrade
11,EV/EBITDA Ratio,-,-,-,1.01,1.26,2.41,0.85,2.34,1.53,1.58,3.17,Upgrade
12,EV/EBIT Ratio,-,-,-,2.00,2.67,4.95,1.54,4.23,2.93,3.00,5.63,Upgrade
13,EV/FCF Ratio,-1.21,-,0.19,1.48,2.00,-4.32,-,4.29,2.24,1.85,2.34,Upgrade
14,Debt / Equity Ratio,-,-,0.01,0.03,0.03,0.03,0.06,0.01,0.01,0.01,0.02,Upgrade
15,Debt / FCF Ratio,-,-,0.17,0.83,1.11,-1.18,-,0.42,0.29,0.11,0.19,Upgrade
16,Return on Capital Employed (ROCE),-,-2.69%,-,2.10%,2.10%,2.26%,3.02%,3.08%,2.68%,2.60%,3.13%,Upgrade
17,Earnings Yield,-22.14%,-21.88%,-20.58%,11.42%,9.77%,10.58%,13.70%,9.10%,9.56%,16.50%,15.03%,Upgrade
18,FCF Yield,20.40%,20.16%,20.90%,15.61%,14.09%,-11.14%,-16.72%,10.23%,14.79%,19.29%,24.71%,Upgrade
19,Dividend Yield,4.65%,4.83%,4.43%,4.29%,4.02%,4.36%,5.56%,4.32%,4.66%,5.27%,6.95%,Upgrade
20,Buyback Yield / Dilution,-,-,-,-,-,0.31%,0.54%,0.23%,-,-,Upgrade,
21,Total Shareholder Return,4.65%,4.83%,4.43%,4.29%,4.02%,4.36%,5.88%,4.86%,4.89%,5.27%,6.95%,Upgrade
