,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+1 Quarters
,Period Ending,"Mar '25 Mar 12, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+1 Quarters
0,Market Capitalization,247,267,233,263,270,338,405,459,298,500,891,Upgrade
1,Market Cap Growth,1.41%,1.41%,-13.43%,-22.12%,-33.45%,-26.47%,35.75%,-8.11%,-66.52%,-49.32%,1.54%,Upgrade
2,Enterprise Value,158,151,148,167,206,271,358,386,206,391,768,Upgrade
3,Last Close Price,0.18,0.20,0.16,0.18,0.16,0.20,0.23,0.26,0.16,0.26,0.45,Upgrade
4,PE Ratio,7.26,7.81,6.81,8.88,9.17,8.44,10.45,8.54,3.90,2.90,5.21,Upgrade
5,PS Ratio,0.75,0.81,0.67,0.82,0.72,0.77,1.00,1.52,0.80,0.67,1.13,Upgrade
6,PB Ratio,0.39,0.42,0.36,0.42,0.42,0.51,0.59,0.70,0.46,0.86,1.59,Upgrade
7,P/TBV Ratio,0.42,0.42,0.36,0.42,0.42,0.51,0.59,0.70,0.46,0.86,1.59,Upgrade
8,P/FCF Ratio,-,-165.97,-,4.30,4.58,8.18,25.61,-,-,-,3.20,Upgrade
9,P/OCF Ratio,6.89,7.18,4.05,3.62,4.53,8.01,23.21,-,-,-,3.18,Upgrade
10,EV/Sales Ratio,0.48,0.46,0.42,0.52,0.55,0.62,0.88,1.27,0.55,0.52,0.98,Upgrade
11,EV/EBITDA Ratio,4.45,4.27,3.15,6.12,5.11,4.19,6.59,8.49,2.00,1.67,3.41,Upgrade
12,EV/EBIT Ratio,5.14,4.91,3.38,6.67,-,4.38,6.99,9.07,2.06,1.69,3.45,Upgrade
13,EV/FCF Ratio,-2721.42,-93.80,-,2.74,3.50,6.58,22.67,-,-,-,2.76,Upgrade
14,Debt / Equity Ratio,0.07,0.07,0.04,0.03,0.04,0.05,0.04,0.05,0.01,0.02,0.12,Upgrade
15,Debt / FCF Ratio,-,-27.42,-,0.30,0.40,0.74,1.91,-,-,-,0.23,Upgrade
16,Return on Capital Employed (ROCE),4.66%,4.65%,6.49%,3.80%,-,8.93%,7.12%,6.17%,14.74%,38.28%,38.26%,Upgrade
17,Earnings Yield,13.85%,12.81%,14.68%,11.26%,10.91%,11.85%,9.57%,11.71%,25.65%,34.54%,19.19%,Upgrade
18,FCF Yield,-0.02%,-0.60%,9.78%,23.25%,21.84%,12.22%,3.90%,-3.12%,-6.95%,4.56%,31.22%,Upgrade
19,Dividend Yield,10.81%,-,-,-,-,-,-,-,-,-,6.72%,Upgrade
20,Buyback Yield / Dilution,0.21%,0.04%,0.38%,0.67%,0.28%,-,-,-,-,-,1.05%,Upgrade
21,Total Shareholder Return,11.02%,0.04%,0.38%,0.67%,0.28%,-,-,-,-,-,7.77%,Upgrade
