,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+17 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+17 Quarters
0,Market Capitalization,2475,2797,2148,2557,2994,3033,3070,2845,2691,2409,3455,3959,4465,1866,2087,1593,1756,2060,1896,1750,1805,Upgrade
1,Market Cap Growth,-7.80%,-7.80%,-30.04%,-10.13%,11.27%,25.94%,-11.15%,-28.12%,-39.74%,29.11%,65.55%,148.57%,154.23%,-9.43%,10.08%,-9.01%,-2.69%,15.87%,0.81%,-19.97%,4.02%,Upgrade
2,Enterprise Value,2342,2631,2024,2505,2942,2983,2998,2763,2608,2310,3367,3898,4404,1816,2046,1608,1772,2079,1883,1751,1806,Upgrade
3,Last Close Price,8.16,9.22,7.06,8.38,9.82,9.95,10.07,9.33,8.82,7.90,11.33,12.98,14.64,6.12,6.84,5.22,5.76,6.75,6.22,5.73,5.91,Upgrade
4,PE Ratio,62.57,70.65,-,40.09,48.57,43.59,49.05,51.02,69.37,159.48,-3438.72,-630.86,-,-,164.78,878.28,959.17,-,-,277.67,141.26,Upgrade
5,PS Ratio,2.31,2.60,2.07,2.46,2.77,2.51,2.75,2.91,3.36,4.61,7.57,11.13,15.51,7.35,7.81,6.22,6.89,8.40,8.46,7.65,7.55,Upgrade
6,PB Ratio,3.83,3.88,2.96,3.44,4.21,4.41,4.59,4.36,3.05,3.25,4.68,5.40,6.09,2.55,2.82,2.15,2.38,2.84,2.61,2.37,2.44,Upgrade
7,P/TBV Ratio,4.89,4.89,3.74,4.41,5.37,5.60,5.83,5.53,3.57,3.67,5.29,6.03,6.81,2.86,3.16,2.42,2.67,3.20,2.93,2.65,2.74,Upgrade
8,P/FCF Ratio,17.79,-,13.18,30.57,-100.36,17.23,-,-,11.12,-,51.19,56.16,88.03,26.90,29.46,26.48,70.40,2522.32,-,-,-5732.83,Upgrade
9,P/OCF Ratio,12.53,12.53,7.72,12.10,31.02,10.83,14.71,-,10.06,-,45.57,52.72,87.32,20.84,23.26,20.34,40.38,89.45,172.72,-,63.98,Upgrade
10,EV/Sales Ratio,2.18,2.45,1.95,2.41,2.72,2.46,2.69,2.82,3.26,4.42,7.37,10.96,15.30,7.16,7.66,6.28,6.95,8.48,8.41,7.66,7.56,Upgrade
11,EV/EBITDA Ratio,21.61,23.88,17.42,21.79,25.87,22.23,25.09,24.73,32.36,47.91,102.42,257.06,417.64,-,-,102.74,103.18,150.56,-,70.56,59.69,Upgrade
12,EV/EBIT Ratio,30.64,32.89,23.34,29.15,34.45,27.98,32.23,32.00,46.31,92.22,321.72,-713.47,-472.83,-,-,-471.25,-897.45,-383.48,-,317.70,157.65,Upgrade
13,EV/FCF Ratio,16.84,-,12.42,29.95,-98.62,16.94,-,-,10.78,-,49.88,55.29,86.83,26.19,28.88,26.73,71.02,2545.86,-,-,-5736.07,Upgrade
14,Debt / Equity Ratio,0.15,0.15,0.15,0.16,0.20,0.20,0.21,0.22,-,-,-,-,-,-,-,0.03,0.09,0.14,0.11,0.06,0.04,Upgrade
15,Debt / EBITDA Ratio,1.00,1.32,1.03,0.70,1.74,1.33,1.38,0.87,-,-,-,-,-,-,-,0.98,1.47,3.82,-,1.66,0.77,Upgrade
16,Debt / FCF Ratio,0.78,-,0.69,1.41,-4.85,0.80,-,-,-,-,-,-,-,-,-,0.33,2.81,126.43,-,-,-83.67,Upgrade
17,Asset Turnover,0.74,0.84,0.74,0.81,0.67,0.92,0.92,1.47,0.59,0.77,0.57,0.60,0.29,0.29,0.23,0.40,0.34,0.22,0.23,0.38,Upgrade,
18,Inventory Turnover,2.98,3.53,2.85,2.74,4.25,2.31,3.05,4.12,7.52,3.20,5.12,3.90,5.32,2.62,3.14,3.51,3.46,2.37,2.00,2.57,5.03,Upgrade
19,Quick Ratio,1.02,1.02,1.07,1.08,1.10,1.02,1.05,1.10,1.50,2.87,3.07,4.54,3.59,4.52,3.90,4.11,2.78,1.79,1.92,2.02,3.51,Upgrade
20,Current Ratio,1.29,1.29,1.32,1.36,1.33,1.34,1.38,1.40,1.79,4.01,4.05,5.70,4.52,6.07,5.57,5.07,3.22,2.50,2.73,2.79,4.18,Upgrade
21,Return on Equity (ROE),5.94%,3.28%,16.95%,11.96%,10.29%,9.79%,15.25%,14.57%,2.79%,5.28%,2.29%,0.45%,-4.40%,0.40%,0.13%,7.12%,-0.05%,-5.81%,0.53%,4.73%,Upgrade,
22,Return on Assets (ROA),2.38%,3.37%,6.26%,2.51%,3.77%,3.52%,6.58%,7.98%,1.85%,3.46%,1.26%,1.01%,-2.58%,-1.38%,0.07%,2.03%,0.52%,-3.64%,0.50%,1.11%,Upgrade,
23,Return on Capital (ROIC),3.93%,5.58%,10.10%,3.97%,6.05%,5.65%,10.16%,10.63%,2.11%,3.88%,1.40%,1.12%,-2.83%,-1.50%,0.08%,2.15%,0.55%,-3.92%,0.54%,1.18%,Upgrade,
24,Return on Capital Employed (ROCE),8.89%,9.31%,10.04%,9.69%,10.03%,12.92%,11.53%,10.90%,6.19%,3.28%,1.38%,-0.72%,-1.23%,-,-,-0.45%,-0.26%,-0.74%,-,0.74%,1.54%,Upgrade
25,Earnings Yield,1.60%,1.42%,2.37%,2.49%,2.06%,2.29%,2.04%,1.96%,1.44%,0.63%,-0.03%,-0.16%,-0.20%,0.34%,0.61%,0.11%,0.10%,-0.26%,-0.31%,0.36%,0.71%,Upgrade
26,FCF Yield,5.62%,4.97%,7.59%,3.27%,-1.00%,5.80%,4.87%,6.05%,9.00%,1.47%,1.95%,1.78%,1.14%,3.72%,3.39%,3.78%,1.42%,0.04%,-1.04%,-1.60%,-0.02%,Upgrade
27,Dividend Yield,0.24%,-,0.57%,-,0.20%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.17%,Upgrade
28,Payout Ratio,108.91%,1034.38%,-,4.09%,7.25%,7.42%,10.55%,1.85%,2.17%,-,-,6.31%,-,-,123.86%,239.15%,3.22%,-,-,155.72%,8.62%,Upgrade
29,Buyback Yield / Dilution,-0.14%,-0.22%,-0.10%,0.09%,-0.34%,0.40%,0.20%,-0.44%,0.62%,5.70%,-13.27%,5.18%,2.24%,-6.92%,13.12%,-6.70%,-3.27%,0.17%,-1.83%,1.66%,0.57%,Upgrade
30,Total Shareholder Return,0.10%,-0.22%,0.47%,0.09%,-0.14%,0.40%,0.20%,-0.44%,0.62%,5.70%,-13.27%,5.18%,2.24%,-6.92%,13.12%,-6.70%,-3.27%,0.17%,-1.83%,1.66%,0.74%,Upgrade
