,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+18 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+18 Quarters
0,Market Capitalization,345364,324219,339725,431352,329858,310123,296026,318581,327038,274881,387653,420075,417256,403159,376376,490558,324219,238231,197351,245279,197351,Upgrade
1,Market Cap Growth,4.55%,4.55%,14.76%,35.40%,0.86%,12.82%,-23.64%,-24.16%,-21.62%,-31.82%,3.00%,-14.37%,28.70%,69.23%,90.71%,100.00%,64.29%,4.97%,-31.71%,-13.00%,-24.32%,Upgrade
2,Enterprise Value,97486,71555,87061,205395,118448,84583,32307,19332,60272,-59538,-104566,-39719,39232,25135,23545,257574,91235,36573,-4307,61502,16761,Upgrade
3,Last Close Price,24500.00,23000.00,24100.00,27530.41,21052.66,19793.10,18893.42,18580.08,19073.35,16031.48,20625.30,22350.32,22200.32,21450.31,20025.29,23850.35,15763.16,11582.50,9594.97,11925.17,9594.97,Upgrade
4,PE Ratio,15.72,14.81,15.03,12.68,8.50,7.11,8.65,10.58,9.02,-,7.80,8.94,11.17,10.89,8.53,12.26,7.45,6.46,5.64,7.13,5.40,Upgrade
5,PS Ratio,0.31,0.29,0.32,0.40,0.31,0.29,0.25,0.23,0.22,0.17,0.22,0.25,0.25,0.25,0.26,0.38,0.28,0.24,0.21,0.27,0.22,Upgrade
6,PB Ratio,1.01,0.95,0.99,1.13,0.87,0.83,0.81,0.80,0.88,0.74,1.05,1.19,1.09,1.09,1.05,1.26,-,0.63,-,0.69,0.57,Upgrade
7,P/TBV Ratio,1.00,1.00,1.04,1.19,0.92,0.88,0.85,0.84,0.93,0.78,1.11,1.25,1.14,1.14,1.10,1.31,-,0.66,-,0.73,0.60,Upgrade
8,P/FCF Ratio,4.65,4.36,5.26,-65.76,-9.80,-6.10,-,-,-,-,-,1.61,1.47,-,2.26,4.36,3.92,-,-,-7.08,-4.24,Upgrade
9,P/OCF Ratio,4.23,4.23,4.98,-88.86,-10.53,-6.71,-,-,-,-,-,1.61,1.47,-,2.26,4.36,3.92,-,-,-7.01,-4.40,Upgrade
10,EV/Sales Ratio,0.09,0.06,0.08,0.19,0.11,0.08,0.03,0.01,0.04,-,-,-,0.02,0.02,0.02,0.20,0.08,0.04,-,0.07,0.02,Upgrade
11,EV/EBITDA Ratio,4.28,2.92,7.71,14.46,6.85,-,1.17,0.54,1.44,-,-,-,0.85,0.55,0.63,7.30,2.44,1.11,-,1.96,0.49,Upgrade
12,EV/EBIT Ratio,7.81,5.05,-231.83,52.47,17.31,-,1.92,0.80,1.92,-,-,-,1.09,0.71,0.90,11.14,3.65,-,-,3.27,0.79,Upgrade
13,EV/FCF Ratio,1.31,0.96,1.35,-31.31,-3.52,-1.66,-,-,-,-,-,-,0.14,-,0.14,2.29,1.10,-,-,-1.77,-0.36,Upgrade
14,Debt / Equity Ratio,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.00,0.00,Upgrade
15,Debt / EBITDA Ratio,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.00,0.01,Upgrade
16,Debt / FCF Ratio,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.00,0.00,Upgrade
17,Asset Turnover,1.95,1.81,1.58,1.59,1.67,1.57,-,-,2.00,2.10,1.74,-,2.45,-,-,-,-,-,1.76,1.29,Upgrade,
18,Quick Ratio,1.66,1.67,1.66,1.62,1.76,1.70,1.68,1.50,-,1.42,1.32,1.28,1.25,1.34,1.36,1.47,-,1.70,-,1.60,1.60,Upgrade
19,Current Ratio,1.78,1.78,1.78,1.80,1.93,1.89,1.76,1.56,-,1.61,1.41,1.33,1.37,1.48,1.43,1.53,-,1.81,-,1.66,1.69,Upgrade
20,Return on Equity (ROE),7.08%,4.28%,9.08%,6.01%,7.36%,18.43%,10.32%,10.07%,2.16%,14.92%,17.38%,-,10.12%,-,-,-,-,-,11.29%,4.61%,Upgrade,
21,Return on Assets (ROA),1.14%,0.42%,2.31%,1.64%,-4.60%,1.85%,-,-,-1.95%,3.66%,4.38%,-,2.52%,-,-,-,-,-,4.35%,1.52%,Upgrade,
22,Return on Capital (ROIC),2.04%,0.76%,4.03%,2.77%,-7.97%,3.54%,5.88%,5.61%,-4.04%,8.86%,10.96%,-,5.49%,-,-,-,-,-,7.33%,2.48%,Upgrade,
23,Return on Capital Employed (ROCE),3.62%,4.12%,-0.11%,1.03%,1.80%,-,4.59%,6.07%,-,-,12.39%,12.34%,9.36%,9.49%,7.26%,5.90%,-,-,-,5.29%,6.07%,Upgrade
24,Earnings Yield,6.36%,6.75%,6.66%,7.89%,11.77%,14.06%,13.11%,10.89%,12.48%,15.44%,12.82%,11.18%,8.95%,9.18%,11.72%,8.16%,13.42%,15.49%,17.73%,14.03%,18.52%,Upgrade
25,FCF Yield,21.53%,22.93%,19.01%,-1.52%,-10.20%,-16.39%,-32.45%,-74.77%,-64.98%,-8.86%,3.03%,61.95%,67.90%,-,44.29%,22.96%,25.52%,-,-,-14.13%,-23.60%,Upgrade
26,Dividend Yield,13.06%,-,-,-,-,16.17%,-,-,-,15.59%,-,-,-,-,-,-,-,12.95%,-,-,-,Upgrade
27,Payout Ratio,205.30%,371.82%,366.59%,-,-,519.44%,-,-,-,1774.59%,-,-,-,-,-,-,-,-,-,-,-,Upgrade
28,Buyback Yield / Dilution,-0.01%,-0.01%,71.48%,9.10%,19.37%,-0.08%,0.05%,-0.26%,0.08%,-0.08%,-0.01%,0.29%,-0.09%,0.07%,-0.05%,31.25%,-0.01%,0.02%,-0.04%,-,0.18%,Upgrade
29,Total Shareholder Return,13.05%,-0.01%,71.48%,9.10%,19.37%,16.09%,0.05%,-0.26%,0.08%,15.51%,-0.01%,0.29%,-0.09%,0.07%,-0.05%,31.25%,-0.01%,12.97%,-0.04%,-,0.18%,Upgrade
