,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+18 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+18 Quarters
0,Revenue,300521,294047,261512,251604,267075,286480,260151,265176,383093,458579,401522,397683,485645,384487,412245,325262,307924,245478,260159,182031,Upgrade
1,Revenue Growth (YoY),12.52%,2.64%,0.52%,-5.12%,-30.28%,-37.53%,-35.21%,-33.32%,-21.12%,19.27%,-2.60%,22.27%,57.72%,56.63%,58.46%,78.69%,23.23%,6.21%,14.98%,5.93%,Upgrade
2,Cost of Revenue,279271,272904,237432,232223,252814,263357,234539,241588,363825,427745,368562,375134,458367,358269,388649,305980,288490,224023,239658,165609,Upgrade
3,Gross Profit,21250,21142,24080,19381,14261,23123,25612,23588,19268,30834,32960,22549,27278,26218,23596,19282,19434,21455,20502,16422,Upgrade
4,"Selling, General & Admin",18447,20036,17967,15221,26016,17726,16572,15274,25229,18038,16776,13784,19280,15293,15199,11404,20472,13573,10198,12986,Upgrade
5,Operating Expenses,18447,20036,17967,15221,26016,17726,16572,15274,25229,18038,16776,13784,19280,15293,15199,11404,20472,13573,10198,12986,Upgrade
6,Operating Income,2803,1106,6113,4161,-11755,5396,9040,8314,-5961,12796,16184,8765,7998,10925,8397,7877,-1037,7881,10303,3436,Upgrade
7,Interest Expense,-,-1312,-,-,-17021,-,-,-,-3683,-,-,-,-,-,-,-,-3.46,-4.53,-4.58,-4.53,Upgrade
8,Interest & Investment Income,7532,-,5237,3085,-,17223,4340,3884,-,4288,4538,4779,4850,2442,2671,4868,17484,973.2,3277,1693,Upgrade
9,Currency Exchange Gain (Loss),-,4322,-,-,7994,-,-,-,5622,-,-,-,-,-,-,-,-,-,-,-,Upgrade
10,Other Non Operating Income (Expenses),-2687,829.36,-609.97,-225.86,15514,-555.28,-871.11,-566.92,6807,-60.23,-918.02,-0.95,-1043,-37.22,-2896,178.11,77.82,-499.75,-1273,-80.07,Upgrade
11,EBT Excluding Unusual Items,7648,4945,10740,7020,-5268,22064,12509,11631,2786,17024,19804,13544,11806,13329,8172,12923,16520,8350,12303,5045,Upgrade
12,Gain (Loss) on Sale of Investments,-,-,-,-,13507,-,-,-,-418.35,-,-,-,-,-,-,-,-,-,-,-,Upgrade
13,Gain (Loss) on Sale of Assets,-,69.26,-,-,420.49,-,-,-,314.36,-,-,-,-,-,-,-,-,-,-,-,Upgrade
14,Pretax Income,7648,5015,10740,7020,8659,22064,12509,11631,2682,17024,19804,13544,11806,13329,8172,12923,16520,8350,12303,5045,Upgrade
15,Income Tax Expense,1580,1145,2138,1382,1875,4489,2600,2301,695.9,3557,3765,2584,2592,2557,1757,2298,209.04,1684,2380,1043,Upgrade
16,Earnings From Continuing Operations,6068,3869,8603,5637,6785,17575,9908,9330,1986,13467,16039,10959,9213,10773,6415,10625,16311,6666,9923,4002,Upgrade
17,Minority Interest in Earnings,-,2285,-3478,-1092,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
18,Net Income,6068,6154,5124,4546,6785,17575,9908,9330,1986,13467,16039,10959,9213,10773,6415,10625,16311,6666,9923,4002,Upgrade
19,Preferred Dividends & Other Adjustments,-,-,-,-,-,-,-,-,4581,-,-,-,-,-,-,-,-,-,-,-,Upgrade
20,Net Income to Common,6068,6154,5124,4546,6785,17575,9908,9330,-2596,13467,16039,10959,9213,10773,6415,10625,16311,6666,9923,4002,Upgrade
21,Net Income Growth,-10.57%,-64.98%,-48.28%,-51.28%,241.64%,30.51%,-38.23%,-14.86%,-78.45%,25.01%,150.03%,3.14%,-43.52%,61.60%,-35.35%,165.53%,13.30%,9.54%,-17.80%,-22.12%,Upgrade
22,Shares Outstanding (Basic),14,4,13,11,14,14,14,14,14,14,14,14,14,14,14,14,14,14,21,14,Upgrade
23,Shares Outstanding (Diluted),14,4,13,11,14,14,14,14,14,14,14,14,14,14,14,14,14,14,21,14,Upgrade
24,Shares Change (YoY),0.01%,-71.48%,-9.10%,-19.37%,0.08%,-0.05%,0.26%,-0.08%,0.08%,0.01%,-0.29%,0.09%,-0.07%,0.05%,-31.25%,0.01%,-0.02%,0.04%,-,-0.18%,Upgrade
25,EPS (Basic),430.00,1530.79,400.00,400.00,480.83,1247.00,703.00,662.00,-184.10,955.00,1141.00,777.00,654.00,764.00,455.00,754.00,1157.00,473.00,483.87,284.00,Upgrade
26,EPS (Diluted),430.00,1530.79,400.00,400.00,480.83,1247.00,703.00,662.00,-184.10,955.00,1141.00,777.00,654.00,764.00,455.00,754.00,1157.00,473.00,483.87,284.00,Upgrade
27,EPS Growth,-10.57%,22.76%,-43.10%,-39.58%,-,30.58%,-38.39%,-14.80%,-,25.00%,150.77%,3.05%,-43.47%,61.52%,-5.97%,165.49%,13.32%,9.49%,-,-21.98%,Upgrade
28,Free Cash Flow,18871,18871,23255,13342,9116,-52273,-3841,-3841,-36111,-194409,21851,184309,-,54065,44963,67677,-,-,15070,2174,Upgrade
29,Free Cash Flow Per Share,1337.38,4694.08,1815.25,1174.02,646.09,-3708.87,-272.50,-272.50,-2561.30,-13786.41,1554.46,13067.60,-,3834.32,3189.23,4802.60,-,-,734.84,154.29,Upgrade
30,Dividend Per Share,-,-,-,-,3200.000,-,-,-,2500.000,-,-,-,-,-,-,-,1500.000,-,-,-,Upgrade
31,Dividend Growth,-,-,-,-,28.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
32,Gross Margin,7.07%,7.19%,9.21%,7.70%,5.34%,8.07%,9.85%,8.90%,5.03%,6.72%,8.21%,5.67%,5.62%,6.82%,5.72%,5.93%,6.31%,8.74%,7.88%,9.02%,Upgrade
33,Operating Margin,0.93%,0.38%,2.34%,1.65%,-4.40%,1.88%,3.47%,3.14%,-1.56%,2.79%,4.03%,2.20%,1.65%,2.84%,2.04%,2.42%,-0.34%,3.21%,3.96%,1.89%,Upgrade
34,Profit Margin,2.02%,2.09%,1.96%,1.81%,2.54%,6.13%,3.81%,3.52%,-0.68%,2.94%,3.99%,2.76%,1.90%,2.80%,1.56%,3.27%,5.30%,2.72%,3.81%,2.20%,Upgrade
35,Free Cash Flow Margin,6.28%,6.42%,8.89%,5.30%,3.41%,-18.25%,-1.48%,-1.45%,-9.43%,-42.39%,5.44%,46.35%,-,14.06%,10.91%,20.81%,-,-,5.79%,1.19%,Upgrade
36,EBITDA,5345,3648,8634,6858,-7852,6560,11721,10996,-1693,14571,17850,11457,10342,13269,11271,10928,2088,10989,13412,6591,Upgrade
37,EBITDA Margin,1.78%,1.24%,3.30%,2.73%,-2.94%,2.29%,4.51%,4.15%,-0.44%,3.18%,4.45%,2.88%,2.13%,3.45%,2.73%,3.36%,0.68%,4.48%,5.16%,3.62%,Upgrade
38,D&A For EBITDA,2542,2542,2521,2697,3904,1164,2682,2682,4268,1775,1666,2692,2343,2343,2874,3050,3126,3108,3108,3155,Upgrade
39,EBIT,2803,1106,6113,4161,-11755,5396,9040,8314,-5961,12796,16184,8765,7998,10925,8397,7877,-1037,7881,10303,3436,Upgrade
40,EBIT Margin,0.93%,0.38%,2.34%,1.65%,-4.40%,1.88%,3.47%,3.14%,-1.56%,2.79%,4.03%,2.20%,1.65%,2.84%,2.04%,2.42%,-0.34%,3.21%,3.96%,1.89%,Upgrade
41,Effective Tax Rate,20.66%,22.84%,19.90%,19.69%,21.65%,20.34%,20.79%,19.78%,25.95%,20.89%,19.01%,19.08%,21.96%,19.18%,21.50%,17.78%,1.27%,20.17%,19.34%,20.68%,Upgrade
42,Revenue as Reported,300521,294047,261512,251604,267075,286480,260151,265176,383093,458579,401522,397683,485645,384487,412245,325262,307924,245478,260159,182031,Upgrade
