,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Sep '24 Sep 13, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019","Jun '19 Jun 30, 2019"
0,Market Capitalization,40,78,208,180,320,448,432,560,364,190,284
1,Market Cap Growth,-56.89%,-56.89%,-35.00%,-59.82%,-25.93%,-20.00%,18.68%,194.12%,28.17%,-,-
2,Enterprise Value,-48,48,104,167,246,417,386,466,255,147,269
3,Last Close Price,0.05,0.10,0.26,0.23,0.40,0.56,0.54,0.70,0.46,0.24,0.35
4,PE Ratio,-,-,-,-17.96,-,6.63,9.68,109.36,26.39,10.71,18.26
5,PS Ratio,0.17,0.33,0.75,0.82,1.18,1.05,1.37,3.76,2.65,1.15,1.70
6,PB Ratio,0.21,0.34,0.94,0.72,1.34,1.67,1.85,3.30,2.42,1.23,2.00
7,P/TBV Ratio,0.63,0.63,1.69,1.24,2.35,3.00,3.54,6.08,2.42,1.23,2.00
8,P/FCF Ratio,-,-,-,-,-,7.37,9.83,123.34,-,-,21.85
9,P/OCF Ratio,-,-,-,-,-,5.80,6.99,27.41,-170.06,-,17.82
10,EV/Sales Ratio,0.20,0.20,0.37,0.76,0.90,0.97,1.23,3.13,1.86,0.88,1.62
11,EV/EBITDA Ratio,-,-3.37,-,57.28,-,5.35,9.13,4185.53,-,3.92,6.80
12,EV/EBIT Ratio,-,-,-,76.68,-,5.43,9.35,-526.66,-,4.01,6.93
13,EV/FCF Ratio,29.47,-,-,-,-,6.85,8.79,102.75,-,-,20.72
14,Debt / Equity Ratio,0.10,0.10,0.10,0.10,0.10,0.08,0.10,0.08,0.09,0.08,0.09
15,Debt / FCF Ratio,-,-,-,-,-,0.37,0.52,2.94,-,-,0.99
16,Return on Capital Employed (ROCE),-,-,-,0.82%,-,27.35%,16.41%,-0.49%,-,21.97%,25.20%
17,Earnings Yield,-53.87%,-27.77%,-4.55%,-5.57%,1.94%,15.09%,10.33%,0.91%,3.79%,9.34%,5.48%
18,FCF Yield,-4.11%,-2.12%,-11.34%,-33.30%,-2.05%,13.58%,10.18%,0.81%,-11.69%,-15.67%,4.58%
19,Buyback Yield / Dilution,-,-,-,-,-,-,-,-32.13%,-33.33%,-,
20,Total Shareholder Return,-,-,-,-,-,-,-,-32.13%,-33.33%,-,
