,Fiscal Quarter,Current,Q2 2025,Q1 2025,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,+16 Quarters
,Period Ending,"Mar '25 Mar 12, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+16 Quarters
0,Market Capitalization,45,119,50,50,50,50,50,58,74,96,90,84,120,104,148,156,162,156,130,116,120,Upgrade
1,Market Cap Growth,138.00%,138.00%,0%,-13.79%,-32.43%,-47.92%,-44.44%,-30.95%,-38.33%,-7.69%,-39.19%,-46.15%,-25.93%,-33.33%,13.85%,34.48%,35.00%,41.82%,-33.67%,-51.67%,-41.75%,Upgrade
2,Last Close Price,0.02,0.05,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.05,0.04,0.04,0.06,0.05,0.07,0.08,0.08,0.08,0.05,0.04,0.04,Upgrade
3,PE Ratio,31.51,-,-,5.63,36.74,-,-10.54,-,-3.10,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
4,PS Ratio,1.05,3.26,1.57,1.58,1.96,2.77,2.60,3.63,6.17,10.78,10.47,9.84,13.29,9.83,9.98,8.42,7.94,6.56,4.06,3.66,2.52,Upgrade
5,PB Ratio,0.31,0.80,0.34,0.32,0.32,0.35,0.35,0.40,-,0.66,0.59,0.55,-,0.61,0.83,0.88,-,0.83,0.53,0.48,-,Upgrade
6,Debt / Equity Ratio,0.22,0.22,0.22,0.23,0.23,0.09,0.10,0.10,-,0.03,0.04,0.04,-,0.04,0.01,0.01,-,0.02,0.02,0.02,-,Upgrade
7,Asset Turnover,0.08,0.09,0.22,0.25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
8,Quick Ratio,2.30,2.30,2.30,3.04,3.04,3.81,-,3.50,-,3.74,-,4.27,-,3.54,-,4.36,-,3.97,-,5.20,-,Upgrade
9,Current Ratio,2.31,2.31,2.31,3.09,3.09,3.86,-,3.55,-,3.79,-,4.34,-,3.58,-,4.44,-,4.10,-,5.34,-,Upgrade
10,Return on Equity (ROE),-14.11%,-13.86%,15.03%,15.68%,-9.95%,2.43%,-,-,-10.42%,-10.16%,-,-,-4.09%,-11.21%,-,-,-0.27%,-10.62%,-,-,Upgrade,
11,Return on Assets (ROA),-7.95%,-8.51%,10.09%,11.07%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
12,Earnings Yield,2.69%,1.02%,5.69%,17.77%,2.72%,-8.78%,-9.49%,-16.40%,-32.29%,-26.87%,-26.33%,-29.51%,-11.80%,-15.59%,-9.85%,-10.29%,-7.65%,-7.98%,-9.24%,-5.36%,0.76%,Upgrade
13,FCF Yield,-72.34%,-27.49%,-54.03%,-42.64%,-21.32%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
14,Dividend Yield,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,61.37%,-,Upgrade
15,Buyback Yield / Dilution,-0.73%,-1.45%,-1.45%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
16,Total Shareholder Return,-0.73%,-1.45%,-1.45%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,61.37%,-,Upgrade
