,Fiscal Quarter,Q2 2025,Q1 2025,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,+16 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+16 Quarters
0,Cash & Equivalents,20.46,20.46,10.15,10.15,14.42,-,36.62,-,83.12,-,96.34,-,103.82,-,115.9,-,79.6,-,107.47,-,Upgrade
1,Short-Term Investments,68.33,68.33,35.67,35.67,33.46,-,32.21,-,35.62,-,37.05,-,36.2,-,39.13,-,49.27,-,45.65,-,Upgrade
2,Trading Asset Securities,5.71,5.71,13.84,13.84,3.11,-,7.96,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
3,Accounts Receivable,152.12,152.12,152.47,152.47,127.25,-,108.88,-,61.74,-,50.69,-,74.57,-,52.85,-,98.3,-,125.52,-,Upgrade
4,Other Receivables,6.18,6.18,2.07,2.07,1.07,-,0.32,-,3.56,-,0.34,-,-,-,4.76,-,4.76,-,4.76,-,Upgrade
5,"Property, Plant & Equipment",8.97,8.97,10.99,10.99,6.15,-,7.03,-,8.57,-,10.01,-,18.3,-,2.01,-,3.87,-,6.34,-,Upgrade
6,Investments in Debt & Equity Securities,-,-,-,-,-,-,-,-,-,-,-,-,1.65,-,1.54,-,1.51,-,1.51,-,Upgrade
7,Restricted Cash,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,-,5,-,Upgrade
8,Other Current Assets,1.37,1.37,3.5,3.5,2.44,-,2.49,-,2.17,-,3.07,-,2.61,-,3.87,-,3.04,-,3.04,-,Upgrade
9,Other Long-Term Assets,0.58,0.58,0.61,0.61,0.61,-,1.65,-,1.54,-,1.97,-,0.63,-,6.83,-,0.63,-,0.63,-,Upgrade
10,Total Assets,263.72,263.72,229.29,229.29,188.51,-,197.16,-,196.32,-,199.47,-,237.78,-,226.87,-,245.96,-,299.9,-,Upgrade
11,Accounts Payable,79.99,79.99,37.72,37.72,33.44,-,35.78,-,44.16,-,38.16,-,53.54,-,43.38,-,51.64,-,45.59,-,Upgrade
12,Accrued Expenses,-,-,1.1,1.1,-,-,0.73,-,-,-,0.84,-,-,-,3.91,-,-,-,2.47,-,Upgrade
13,Short-Term Debt,26.52,26.52,28.39,28.39,11.25,-,11.72,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
14,Current Portion of Leases,1.16,1.16,2.18,2.18,1.36,-,2.71,-,2.7,-,2.6,-,1.27,-,1.22,-,3.63,-,4.77,-,Upgrade
15,Other Current Liabilities,0.99,0.99,0.33,0.33,1.06,-,2.15,-,2.33,-,1.6,-,5.79,-,0.25,-,3.19,-,0.2,-,Upgrade
16,Long-Term Leases,4.96,4.96,4.96,4.96,0.27,-,0.27,-,1.59,-,2.92,-,5.53,-,-,-,-,-,1.22,-,Upgrade
17,Total Liabilities,115.04,115.04,75.4,75.4,47.38,-,53.35,-,50.78,-,46.13,-,66.12,-,48.75,-,58.46,-,55.75,-,Upgrade
18,Common Stock,23.8,23.8,20,20,20,-,20,-,20,-,20,-,20,-,20,-,20,-,20,-,Upgrade
19,Additional Paid-In Capital,49.7,49.7,48.23,48.23,48.23,-,48.23,-,48.23,-,48.23,-,48.23,-,48.23,-,48.23,-,48.23,-,Upgrade
20,Retained Earnings,64.38,64.38,74.72,74.72,63.17,-,65.83,-,67.55,-,75.34,-,93.37,-,100.15,-,109.51,-,166.21,-,Upgrade
21,Comprehensive Income & Other,9.76,9.76,9.76,9.76,9.76,-,9.76,-,9.76,-,9.76,-,10.06,-,9.75,-,9.76,-,9.72,-,Upgrade
22,Total Common Equity,147.64,147.64,152.71,152.71,141.16,143.82,143.82,-,145.55,153.33,153.33,-,171.66,178.13,178.13,-,187.5,244.15,244.15,-,Upgrade
23,Minority Interest,1.04,1.04,1.19,1.19,-0.03,-,-0.02,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
24,Shareholders' Equity,148.68,148.68,153.9,153.9,141.13,143.81,143.81,-,145.55,153.33,153.33,-,171.66,178.13,178.13,-,187.5,244.15,244.15,-,Upgrade
25,Total Liabilities & Equity,263.72,263.72,229.29,229.29,188.51,-,197.16,-,196.32,-,199.47,-,237.78,-,226.87,-,245.96,-,299.9,-,Upgrade
26,Total Debt,32.64,32.64,35.53,35.53,12.88,14.69,14.69,-,4.29,5.53,5.53,-,6.79,1.22,1.22,-,3.63,5.99,5.99,-,Upgrade
27,Net Cash (Debt),61.86,61.86,24.13,24.13,38.12,62.1,62.1,-,114.45,127.86,127.86,-,133.22,153.81,153.81,-,125.24,147.12,147.12,-,Upgrade
28,Net Cash Growth,62.29%,-0.38%,-61.14%,-,-66.69%,-51.43%,-51.43%,-,-14.09%,-16.87%,-16.87%,-,6.38%,4.54%,4.54%,-,-43.10%,-42.98%,-42.98%,-,Upgrade
29,Net Cash Per Share,0.03,0.03,0.01,0.01,0.02,0.03,0.03,-,0.06,0.06,0.06,-,0.07,0.08,0.08,-,0.06,0.07,0.07,-,Upgrade
30,Filing Date Shares Outstanding,2380,2380,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,Upgrade
31,Total Common Shares Outstanding,2380,2380,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,Upgrade
32,Working Capital,144.09,144.09,147.26,147.26,134.65,-,135.4,-,137.02,-,144.28,-,156.6,-,167.75,-,181.5,-,236.9,-,Upgrade
33,Book Value Per Share,0.06,0.06,0.08,0.08,0.07,0.07,0.07,-,0.07,0.08,0.08,-,0.09,0.09,0.09,-,0.09,0.12,0.12,-,Upgrade
34,Tangible Book Value,147.64,147.64,152.71,152.71,141.16,143.82,143.82,-,145.55,153.33,153.33,-,171.66,178.13,178.13,-,187.5,244.15,244.15,-,Upgrade
35,Tangible Book Value Per Share,0.06,0.06,0.08,0.08,0.07,0.07,0.07,-,0.07,0.08,0.08,-,0.09,0.09,0.09,-,0.09,0.12,0.12,-,Upgrade
