,Fiscal Quarter,Current,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+16 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Nov '21 Nov 30, 2021","Aug '21 Aug 31, 2021","May '21 May 31, 2021","Feb '21 Feb 28, 2021","Nov '20 Nov 30, 2020","Aug '20 Aug 31, 2020","May '20 May 31, 2020","Feb '20 Feb 29, 2020","Nov '19 Nov 30, 2019","Aug '19 Aug 31, 2019",+16 Quarters
0,Market Capitalization,125,168,164,960,2163,2602,6280,7040,7040,3904,1552,204,104,156,155,152,195,64,99,168,208,Upgrade
1,Market Cap Growth,-93.53%,-93.53%,-97.38%,-86.37%,-69.27%,-33.34%,304.64%,3350.98%,6669.23%,2402.56%,900.00%,34.21%,-46.72%,143.75%,56.45%,-9.52%,-6.15%,-65.37%,-51.37%,-26.32%,-20.00%,Upgrade
2,Enterprise Value,284,365,361,1112,2315,2834,6512,7059,7059,3920,1568,217,117,169,168,154,198,47,82,146,186,Upgrade
3,Last Close Price,0.14,0.18,0.20,1.18,2.66,3.20,7.85,8.80,8.80,4.88,1.94,0.26,0.13,0.20,0.19,0.19,0.24,0.08,0.12,0.21,0.26,Upgrade
4,PE Ratio,-,-45.50,-15.17,-,-,-,-,970.03,-938.04,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
5,PS Ratio,0.84,1.24,1.38,10.03,20.46,28.05,77.86,102.06,210.40,166.61,73.22,9.58,6.56,12.63,31.90,10.40,7.13,1.43,1.51,2.22,2.50,Upgrade
6,PB Ratio,0.80,0.55,0.53,3.32,7.05,8.48,28.45,31.89,-,-,-,3.33,1.48,2.22,-,1.75,1.85,0.61,-,1.36,1.60,Upgrade
7,P/TBV Ratio,1.08,1.08,1.05,7.32,14.83,17.84,124.04,139.06,-,-,-,3.31,1.47,2.21,-,1.75,1.85,0.61,-,1.35,1.60,Upgrade
8,P/FCF Ratio,-,8.68,16.94,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
9,P/OCF Ratio,10.19,8.68,16.94,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
10,EV/Sales Ratio,2.09,2.69,3.03,11.62,21.90,30.55,80.73,102.34,210.98,167.31,73.99,10.21,7.40,13.68,34.56,10.56,7.22,-,1.26,1.93,2.23,Upgrade
11,EV/EBITDA Ratio,11.61,20.78,66.46,-,115.74,165.22,447.11,557.41,-,-,-,-20.12,-,-,-,-,-,-,5.92,6.75,6.16,Upgrade
12,EV/EBIT Ratio,-,-48.41,-20.72,-,-,-,-,-933.54,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
13,EV/FCF Ratio,-21.88,18.81,37.21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
14,Debt / Equity Ratio,0.05,0.05,0.05,0.18,0.04,0.04,0.38,0.38,-,-,-,0.28,0.21,0.21,-,0.18,0.07,0.07,-,0.07,0.05,Upgrade
15,Debt / EBITDA Ratio,0.67,0.29,0.29,-,1.08,1.46,11.07,1.60,-,-,-,1.86,-,-,-,-,-,-,-,1.38,0.75,Upgrade
16,Debt / FCF Ratio,-,0.85,1.70,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
17,Asset Turnover,0.35,0.36,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
18,Quick Ratio,0.17,0.17,0.17,1.51,-,0.33,-,1.49,-,-,-,0.19,-,0.32,-,0.45,-,1.10,-,1.60,-,Upgrade
19,Current Ratio,1.77,1.77,1.77,1.98,-,2.47,-,2.14,-,-,-,0.61,-,0.55,-,1.07,-,1.73,-,2.16,-,Upgrade
20,Return on Equity (ROE),5.93%,6.12%,-26.90%,-2.37%,-4.76%,-,-,-,-,-,-15.81%,-36.93%,-,-,-40.43%,-34.15%,-,-,-10.30%,-7.46%,Upgrade,
