,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,29,27,37,48,53,71,87,107,125,53,80,Upgrade
1,Market Cap Growth,-44.23%,-44.23%,-31.03%,-32.12%,-38.39%,-34.13%,-30.83%,100.77%,57.38%,-73.82%,-67.75%,Upgrade
2,Enterprise Value,-333,-107,-192,-224,-191,-41,-58,-86,8,-11,73,Upgrade
3,Last Close Price,0.31,0.29,0.40,0.52,0.58,0.83,1.02,1.26,1.60,0.72,1.29,Upgrade
4,PE Ratio,-,-,-,-7.03,-,28.94,-,20.97,-,-,-,Upgrade
5,PS Ratio,0.09,0.08,0.11,0.13,0.10,0.20,-,0.35,-,0.08,0.10,Upgrade
6,PB Ratio,0.03,0.03,0.04,0.05,0.05,0.07,0.08,0.11,0.13,0.06,0.08,Upgrade
7,P/TBV Ratio,0.03,0.03,0.04,0.05,0.05,0.07,0.08,0.11,0.13,0.06,0.08,Upgrade
8,P/FCF Ratio,0.37,0.34,1.65,-,0.24,0.42,-,-,-,0.41,0.60,Upgrade
9,P/OCF Ratio,0.32,0.32,1.37,-,0.23,0.41,-,-,-,0.40,0.55,Upgrade
10,PEG Ratio,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,Upgrade
11,EV/Sales Ratio,-,-,-,-,-,-,-,-,-,-,0.09,Upgrade
12,EV/FCF Ratio,-4.27,-,-,-,-,-,-,-,-,-,0.55,Upgrade
13,Debt / Equity Ratio,0.15,0.15,0.10,0.10,0.06,0.02,0.07,0.07,0.01,0.01,0.02,Upgrade
14,Debt / FCF Ratio,1.82,1.82,4.27,-,0.27,0.10,-,-,-,0.08,0.15,Upgrade
15,Return on Capital Employed (ROCE),-,-,-,-,-,-,-,0.43%,-,-,-,Upgrade
16,Earnings Yield,-24.11%,-25.77%,-7.07%,-14.23%,-13.87%,3.46%,-,4.77%,-,-159.92%,-90.51%,Upgrade
17,FCF Yield,272.83%,291.64%,60.77%,53.53%,418.43%,236.80%,-,-49.60%,-,241.47%,167.16%,Upgrade
18,Buyback Yield / Dilution,-2.39%,-1.78%,-3.02%,-8.35%,-,-6.55%,-,-12.22%,-,-15.14%,-,Upgrade
19,Total Shareholder Return,-2.39%,-1.78%,-3.02%,-8.35%,-,-6.55%,-,-12.22%,-,-15.14%,-,Upgrade
