,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,10068,9635,9633,11381,13393,11909,11299,13476,11381,11563,13647,Upgrade
1,Market Cap Growth,-15.34%,-15.34%,-28.08%,-4.43%,18.54%,-11.63%,-0.72%,16.55%,-16.61%,-30.28%,-23.79%,Upgrade
2,Enterprise Value,26842,27499,28756,28869,29439,28021,26743,27722,23449,22235,23777,Upgrade
3,Last Close Price,6.04,5.78,5.76,6.81,8.01,7.13,6.76,8.06,6.81,6.92,8.13,Upgrade
4,PE Ratio,-,-,65.98,-21.56,-,25.56,-94.16,-,-,-,27.63,Upgrade
5,Forward PE,-,-,-,-,-,-,-,93.48,-,-,26.15,Upgrade
6,PS Ratio,0.97,0.94,1.19,2.28,3.19,3.09,3.26,5.10,4.20,2.62,2.32,Upgrade
7,PB Ratio,0.28,0.27,0.26,0.31,0.37,0.32,0.31,0.37,0.31,0.30,0.34,Upgrade
8,P/TBV Ratio,0.27,0.27,0.27,0.32,0.38,0.33,0.31,0.37,0.31,0.31,0.35,Upgrade
9,P/FCF Ratio,2.20,2.11,3.11,25.98,61.72,41.49,63.83,-,-,-,31.30,Upgrade
10,P/OCF Ratio,1.96,1.96,2.83,16.84,32.12,30.61,35.53,585.91,-26.04,-,13.65,Upgrade
11,EV/Sales Ratio,2.61,2.67,3.54,5.80,7.01,7.26,7.73,10.50,8.65,5.03,4.05,Upgrade
12,EV/EBITDA Ratio,24.65,22.38,27.36,44.35,83.87,70.40,79.59,-,-189.11,-,18.01,Upgrade
13,EV/EBIT Ratio,57.23,41.79,49.75,119.79,-555.46,-,-254.69,-,-,-,29.68,Upgrade
14,EV/FCF Ratio,5.88,6.02,9.30,65.91,135.67,97.63,151.09,-,-,-,54.54,Upgrade
15,Debt / Equity Ratio,0.48,0.48,0.51,0.54,0.50,0.45,0.45,0.43,0.39,0.31,0.27,Upgrade
16,Debt / FCF Ratio,3.82,3.82,6.03,44.84,82.88,57.91,93.15,-,-,-,24.53,Upgrade
17,Return on Capital Employed (ROCE),1.31%,1.31%,1.09%,0.45%,-0.11%,-,-0.20%,-,-,-,1.60%,Upgrade
18,Earnings Yield,-3.93%,-4.11%,1.52%,-4.64%,-3.64%,3.91%,-1.06%,-8.87%,-17.05%,-8.28%,3.62%,Upgrade
19,FCF Yield,45.36%,47.40%,32.11%,3.85%,1.62%,2.41%,1.57%,-2.23%,-7.35%,-3.86%,3.19%,Upgrade
20,Dividend Yield,1.32%,-,-,-,-,-,-,-,-,-,1.60%,Upgrade
21,Buyback Yield / Dilution,-0.03%,-0.06%,-,-,-,-,-,-0.86%,-1.04%,-1.30%,-1.37%,Upgrade
22,Total Shareholder Return,1.29%,-0.06%,-,-,-,-,-,-0.86%,-1.04%,-1.30%,0.23%,Upgrade
