,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,756,881,623,585,657,479,509,520,581,697,Upgrade
1,Trading Asset Securities,2,2,-,15,20,-,-,-,-,-,Upgrade
2,Cash & Short-Term Investments,758,883,623,600,677,479,509,520,581,697,Upgrade
3,Cash Growth,21.67%,47.17%,-7.98%,25.26%,33.01%,-7.88%,-12.39%,-25.39%,-31.00%,-40.83%,Upgrade
4,Accounts Receivable,379,459,333,417,312,311,272,240,209,300,Upgrade
5,Other Receivables,6,4,11,12,4,5,3,4,3,2,Upgrade
6,Receivables,385,463,344,429,316,378,335,303,267,358,Upgrade
7,Inventory,119,114,88,87,81,75,80,84,85,89,Upgrade
8,Other Current Assets,3435,4772,6364,5566,5279,459,435,425,434,409,Upgrade
9,Total Current Assets,4697,6232,7419,6682,6353,1391,1359,1332,1367,1553,Upgrade
10,"Property, Plant & Equipment",15395,15662,15103,14235,13447,13748,13770,13249,12321,12314,Upgrade
11,Long-Term Investments,2336,2195,2211,2165,1881,1922,1795,1825,1660,1774,Upgrade
12,Other Intangible Assets,439,459,460,456,445,483,510,532,497,505,Upgrade
13,Long-Term Deferred Tax Assets,154,151,162,148,132,110,96,70,73,72,Upgrade
14,Other Long-Term Assets,33010,33170,33114,32895,33466,38031,37043,36671,36435,36843,Upgrade
15,Total Assets,56031,57869,58469,56581,55724,55685,54573,53679,52353,53061,Upgrade
16,Accounts Payable,1668,1950,1718,1684,1499,1529,1377,1289,1161,1480,Upgrade
17,Current Portion of Long-Term Debt,3694,2504,3247,4544,8759,2015,2903,1902,1298,1114,Upgrade
18,Current Portion of Leases,160,149,158,165,144,163,155,143,142,143,Upgrade
19,Current Income Taxes Payable,129,102,43,22,49,42,46,34,56,152,Upgrade
20,Other Current Liabilities,-,-,-,-,1,9,-,-,17,8,Upgrade
21,Total Current Liabilities,5651,4705,5166,6415,10452,3758,4481,3368,2674,2897,Upgrade
22,Long-Term Debt,11117,13410,13679,10648,5075,11370,9567,9290,7593,6431,Upgrade
23,Long-Term Leases,2460,2584,2557,2627,2641,2940,3018,3123,2958,3006,Upgrade
24,Long-Term Deferred Tax Liabilities,657,658,684,657,627,608,601,607,699,737,Upgrade
25,Other Long-Term Liabilities,134,113,97,96,114,120,115,117,206,234,Upgrade
26,Total Liabilities,20039,21490,22201,20461,18933,18820,17804,16527,14157,13332,Upgrade
27,Common Stock,5947,5837,5837,5837,5837,5837,5837,5837,5837,5732,Upgrade
28,Retained Earnings,29898,30478,30426,30332,30954,30820,30488,30940,32361,33705,Upgrade
29,Comprehensive Income & Other,46,-36,-100,-153,-104,105,134,67,-660,-383,Upgrade
30,Total Common Equity,35891,36279,36163,36016,36687,36762,36459,36844,37538,39054,Upgrade
31,Minority Interest,101,100,105,104,104,103,310,308,658,675,Upgrade
32,Shareholders' Equity,35992,36379,36268,36120,36791,36865,36769,37152,38196,39729,Upgrade
33,Total Liabilities & Equity,56031,57869,58469,56581,55724,55685,54573,53679,52353,53061,Upgrade
34,Total Debt,17431,18647,19641,17984,16619,16488,15643,14458,11991,10694,Upgrade
35,Net Cash (Debt),-16673,-17764,-19018,-17384,-15942,-16009,-15134,-13938,-11410,-9997,Upgrade
36,Net Cash Per Share,-10.10,-10.77,-11.53,-10.54,-9.67,-9.71,-9.18,-8.45,-6.98,-6.13,Upgrade
37,Filing Date Shares Outstanding,1667,1649,1649,1649,1649,1649,1649,1649,1649,1634,Upgrade
38,Total Common Shares Outstanding,1667,1649,1649,1649,1649,1649,1649,1649,1649,1634,Upgrade
39,Working Capital,-954,1527,2253,267,-4099,-2367,-3122,-2036,-1307,-1344,Upgrade
40,Book Value Per Share,21.53,21.99,21.93,21.84,22.25,22.29,22.11,22.34,22.76,23.89,Upgrade
41,Tangible Book Value,35452,35820,35703,35560,36242,36279,35949,36312,37041,38549,Upgrade
42,Tangible Book Value Per Share,21.27,21.72,21.65,21.56,21.98,21.99,21.80,22.01,22.46,23.59,Upgrade
43,Land,-,683,671,679,675,695,707,735,930,950,Upgrade
44,Buildings,-,13937,8090,8247,8244,8609,8637,8832,8920,8981,Upgrade
45,Machinery,-,7718,5610,5614,4805,4929,5063,5119,5010,5007,Upgrade
46,Construction In Progress,-,995,8087,6916,6785,6378,5496,4571,3513,3113,Upgrade
