,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Jan '21 Jan 1, 2021","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Market Capitalization,1107776,970588,810067,821266,755938,803535,694343,708342,774604,793269,690610,643948,671945,611284,560888,631815,630882,536623,541289,488094,371436,Upgrade
1,Market Cap Growth,20.79%,20.79%,16.67%,15.94%,-2.41%,1.29%,0.54%,10.00%,15.28%,29.77%,23.13%,1.92%,6.51%,13.91%,3.62%,29.45%,69.85%,8.90%,-6.60%,-16.32%,-36.72%,Upgrade
2,Enterprise Value,906692,739173,598186,578505,493686,475122,409136,426563,481050,508725,413504,373602,400385,375105,329862,415122,404356,341552,370568,314253,201712,Upgrade
3,Last Close Price,118700.00,99415.51,79463.29,79666.73,69873.84,72989.57,54696.04,54710.03,59827.83,59989.20,52225.90,47931.44,50015.42,44534.98,40266.85,45358.83,45291.83,37739.78,37382.04,33708.29,24974.22,Upgrade
4,PE Ratio,18.94,12.11,12.96,13.29,12.49,13.17,11.70,12.01,13.45,13.03,10.25,12.87,13.88,12.93,14.20,11.51,12.33,-,9.82,8.73,6.45,Upgrade
5,PS Ratio,3.05,1.95,1.64,1.59,1.56,1.66,1.45,1.56,1.69,1.68,1.43,1.57,1.62,1.48,1.39,1.34,1.41,1.16,1.18,1.06,0.77,Upgrade
6,PB Ratio,5.05,3.35,2.49,2.57,2.23,2.34,1.57,1.63,1.83,1.85,1.68,1.59,1.73,1.57,1.48,1.67,1.74,1.47,1.51,1.42,1.07,Upgrade
7,P/TBV Ratio,3.38,3.38,2.50,2.59,2.25,2.36,1.58,1.64,1.84,1.87,1.69,1.60,1.75,1.58,1.49,1.69,1.76,1.49,1.52,1.43,1.09,Upgrade
8,P/FCF Ratio,28.24,24.74,12.15,9.50,-,9.27,13.48,51.55,-,25.04,9.87,10.96,10.13,10.38,-,7.88,-,7.56,10.44,14.04,11.00,Upgrade
