,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Revenue,320,323,442,418,394,449,282,312,193,-,Upgrade
1,Revenue Growth (YoY),-27.60%,-22.73%,12.18%,-6.90%,39.72%,43.91%,46.11%,-,-64.26%,-,Upgrade
2,Cost of Revenue,247,238,355,380,329,375,235,284,167,-,Upgrade
3,Gross Profit,73,85,87,38,65,74,47,28,26,-,Upgrade
4,"Selling, General & Admin",147,143,141,145,128,138,109,111,118,-,Upgrade
5,Other Operating Expenses,-,290,-,276,-,5,-,14,-,-,Upgrade
6,Operating Expenses,147,433,141,421,128,143,109,125,118,-,Upgrade
7,Operating Income,-74,-348,-54,-383,-63,-69,-62,-97,-92,-,Upgrade
8,Interest Expense,-57,-71,-53,-46,-32,-32,-32,-32,-44,-,Upgrade
9,Earnings From Equity Investments,2,4,-,-,-,-,-1,2,-17,-,Upgrade
10,Other Non Operating Income (Expenses),-36,11,10,-46,76,2,11,137,-112,-,Upgrade
11,EBT Excluding Unusual Items,-165,-404,-97,-475,-19,-99,-84,10,-265,-,Upgrade
12,Impairment of Goodwill,-,-,-,-,-,-63,-,-9,-,-,Upgrade
13,Gain (Loss) on Sale of Investments,-,-3,-,35,-,-284,-,-346,-,-,Upgrade
14,Gain (Loss) on Sale of Assets,-,19,-,8,-,3,-,-,-,-,Upgrade
15,Asset Writedown,-,-88,-,-126,-,6,-,-92,-,-,Upgrade
16,Legal Settlements,-,-,-,93,-,-,-,-,-,-,Upgrade
17,Other Unusual Items,-,-2,-,17,-,-,-,4,-,-,Upgrade
18,Pretax Income,-165,-478,-97,-448,-19,-437,-84,-433,-265,-,Upgrade
19,Income Tax Expense,1,-,-,-,-,-,-,-5,-,-,Upgrade
20,Earnings From Continuing Operations,-166,-478,-97,-448,-19,-437,-84,-428,-265,-,Upgrade
21,Earnings From Discontinued Operations,-,-,-,-,-,-,-,-1,-2,-,Upgrade
22,Net Income to Company,-166,-478,-97,-448,-19,-437,-84,-429,-267,-,Upgrade
23,Minority Interest in Earnings,-,-,-2,-,2,2,2,-,7,-,Upgrade
24,Net Income,-166,-478,-99,-448,-17,-435,-82,-429,-260,-,Upgrade
25,Net Income to Common,-166,-478,-99,-448,-17,-435,-82,-429,-260,-,Upgrade
26,Shares Outstanding (Basic),1604,1609,1055,873,873,873,873,873,873,-,Upgrade
27,Shares Outstanding (Diluted),1604,1609,1055,873,873,873,873,873,873,-,Upgrade
28,Shares Change (YoY),52.08%,84.27%,20.82%,-,-,-,-,-,-0.13%,-,Upgrade
29,EPS (Basic),-0.10,-0.30,-0.09,-0.51,-0.02,-0.50,-0.09,-0.49,-0.30,-,Upgrade
30,EPS (Diluted),-0.10,-0.30,-0.09,-0.51,-0.02,-0.50,-0.09,-0.50,-0.30,-,Upgrade
31,Free Cash Flow,-17,-104,32,-30,10,-59,-6,-49,-31,-,Upgrade
32,Free Cash Flow Per Share,-0.01,-0.06,0.03,-0.03,0.01,-0.07,-0.01,-0.06,-0.04,-,Upgrade
33,Operating Margin,-23.13%,-107.74%,-12.22%,-91.63%,-15.99%,-15.37%,-21.99%,-31.09%,-47.67%,-,Upgrade
34,Profit Margin,-51.88%,-147.99%,-22.40%,-107.18%,-4.31%,-96.88%,-29.08%,-137.50%,-134.72%,-,Upgrade
35,Free Cash Flow Margin,-5.31%,-32.20%,7.24%,-7.18%,2.54%,-13.14%,-2.13%,-15.71%,-16.06%,-,Upgrade
36,EBITDA,-21,-359,-8,-395,-18,-63,-22,-96,-54,-,Upgrade
37,D&A For EBITDA,53,-11,46,-12,45,6,40,1,38,21,Upgrade
38,EBIT,-74,-348,-54,-383,-63,-69,-62,-97,-92,-,Upgrade
