,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,123,185,417,228,118,157,158,159,189,262,380,Upgrade
1,Market Cap Growth,-19.01%,-19.01%,253.89%,44.96%,-25.41%,-1.10%,-16.20%,-39.33%,-50.34%,-55.88%,-38.89%,Upgrade
2,Enterprise Value,1527,1612,1906,1858,1746,1798,1488,1473,1455,1557,1966,Upgrade
3,Last Close Price,0.08,0.12,0.26,0.14,0.14,0.18,0.18,0.18,0.22,0.30,0.43,Upgrade
4,PS Ratio,0.19,0.29,0.55,0.26,0.15,0.19,0.22,0.27,0.37,1.36,-,Upgrade
5,PB Ratio,0.14,0.21,0.57,0.19,0.10,0.10,0.10,0.08,0.09,0.10,0.13,Upgrade
6,P/TBV Ratio,0.21,0.21,0.58,0.19,0.10,0.10,0.10,0.08,0.09,0.11,0.14,Upgrade
7,P/FCF Ratio,-,-,-,113.91,-,-3.21,-,-,-,-,-,Upgrade
8,P/OCF Ratio,-,-,-,6.16,-,-52.39,-,-,-,-,-,Upgrade
9,EV/Sales Ratio,2.38,2.51,2.49,2.16,2.15,2.13,2.04,2.48,2.88,8.07,-,Upgrade
10,EV/FCF Ratio,-12.62,-,-,928.91,-,-36.70,-,-,-,-,-,Upgrade
11,Debt / Equity Ratio,1.70,1.70,2.13,1.32,1.49,1.23,1.24,0.97,0.92,0.76,0.70,Upgrade
12,Debt / FCF Ratio,-,-,-,803.50,-,-40.41,-,-,-,-,-,Upgrade
13,Earnings Yield,-522.83%,-349.05%,-138.32%,-240.10%,-394.50%,-287.60%,-327.15%,-321.57%,-365.34%,-99.26%,-,Upgrade
14,FCF Yield,-98.23%,-65.58%,-17.26%,0.88%,-16.97%,-31.18%,-41.13%,-34.61%,-42.42%,-11.84%,-,Upgrade
15,Buyback Yield / Dilution,-66.66%,-52.08%,-84.27%,-20.82%,-,-,-,-,-,0.13%,-,Upgrade
16,Total Shareholder Return,-66.66%,-52.08%,-84.27%,-20.82%,-,-,-,-,-,0.13%,-,Upgrade
