,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Cash & Equivalents,434.92,408.12,359.56,691.55,603.71,692.99,582.67,832.06,689.04,741.66,767.68,1079,1612,381.78,595.9,525.99,523.21,1898,1212,2403,Upgrade
1,Trading Asset Securities,0.06,-,-,-,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.14,0.14,18.55,14.01,18.45,9.65,-,6.31,Upgrade
2,Cash & Short-Term Investments,434.98,408.12,359.56,691.55,603.85,693.13,582.81,832.19,689.17,741.78,767.81,1079,1612,381.92,614.45,540,541.65,1907,1212,2409,Upgrade
3,Cash Growth,-27.96%,-41.12%,-38.31%,-16.90%,-12.38%,-6.56%,-24.09%,-22.90%,-57.26%,94.22%,24.96%,99.87%,197.69%,-79.98%,-49.30%,-77.59%,69.81%,9.95%,7.19%,-35.24%,Upgrade
4,Accounts Receivable,3246,3200,3313,3473,3511,3457,3264,3231,3748,3748,3831,3781,3967,4361,4243,4451,4785,4224,3734,4170,Upgrade
5,Other Receivables,294.38,290.25,354.96,372.03,292.48,299.34,330.21,324.43,352.95,272.38,286.97,278.5,178.34,462.33,177.18,141.54,39.71,160.66,263.53,29.62,Upgrade
6,Receivables,3540,3490,3668,3845,3804,3757,3594,3555,4101,4025,4118,4059,4146,4832,4421,4603,4825,4396,3997,4200,Upgrade
7,Inventory,1396,1396,1441,1306,1524,1508,1448,1304,1622,1661,1677,1531,2232,1401,2210,1984,2039,2090,1969,1696,Upgrade
8,Other Current Assets,204.12,195.32,231.56,162.34,277.53,268.81,336.19,286.97,448.75,530.07,579.7,1379,506.51,303.54,349.67,372.73,349.6,336.51,372.17,325.35,Upgrade
9,Total Current Assets,5575,5490,5700,6005,6209,6227,5961,5978,6861,6957,7142,8049,8497,6918,7595,7500,7755,8729,7551,8630,Upgrade
10,"Property, Plant & Equipment",1531,1514,1539,1573,1534,1554,1522,1541,1529,1547,1577,1599,1871,1548,1967,1698,1806,1729,1666,1690,Upgrade
11,Long-Term Investments,-,-,-,-,-,-,-,-,-,-,-,-,-,725.9,-,-,-,-,-,-,Upgrade
12,Goodwill,481.45,470.66,473.06,482.63,464.44,484.33,458.65,453.3,440.76,442.22,494.83,445.4,607.69,619.28,619.98,638.87,633.36,630.84,621.26,624.92,Upgrade
13,Other Intangible Assets,1034,971.32,1027,996.56,1021,1002,1014,967.92,834.73,802.09,768.64,728.89,1209,1006,1199,1186,1278,1182,1258,1182,Upgrade
14,Long-Term Accounts Receivable,248.75,230.04,266.54,280.91,318.5,329.65,323.81,384.73,410.27,398.38,280.97,419.61,456.5,307.6,415.59,408.55,420.23,406.17,2010,463.23,Upgrade
15,Long-Term Deferred Tax Assets,385.6,376.63,352.43,343.95,333.57,365.79,344.08,335.01,282.59,313.52,331.63,334.81,287.32,106.67,211.02,234.38,151.12,188.73,114.46,110.53,Upgrade
16,Long-Term Deferred Charges,145.25,189.13,143.77,200.86,135.71,196.77,135.72,171.14,191.7,226.98,168.41,221.34,262.88,220.87,317.92,378.93,238.71,302.27,202.55,273.44,Upgrade
17,Other Long-Term Assets,12.42,10.41,10.58,10.63,33.06,33.12,11.3,29.21,18.27,19.27,344.81,330.26,788.43,1069,1104,801.72,782.84,498.56,222.95,228.78,Upgrade
18,Total Assets,9413,9253,9512,9893,10050,10192,9770,9860,10569,10706,11109,12128,13979,12521,13428,12846,13066,13667,13645,13204,Upgrade
19,Accounts Payable,946.04,837.69,824.91,908.17,914.7,811.27,799.42,730.19,807.9,880.04,828.88,894.51,1004,1912,1582,1482,2138,2114,2081,1643,Upgrade
20,Accrued Expenses,196.9,484.7,231.59,338.3,225.17,620.84,220.53,325.6,280.18,676.26,311.46,474.83,211.05,397.4,302.47,501.89,206.27,487.42,301.45,303.6,Upgrade
21,Short-Term Debt,972.99,976.92,1078,1126,1247,1284,1395,1419,1395,1421,1364,1408,1523,1700,1602,2143,1452,1898,1850,2241,Upgrade
22,Current Portion of Long-Term Debt,656.72,466.43,-,30.11,474.82,447.94,693.97,840.34,885.56,600.39,1175,881.64,1285,913.92,-,-,-,490.04,-,491.63,Upgrade
23,Current Portion of Leases,-,42.88,-,45.95,-,42.39,-,40.72,-,34.75,-,38.52,-,160.95,-,-,-,-,-,-,Upgrade
24,Current Income Taxes Payable,284.14,247.26,311.13,334.02,309.22,256.77,297.03,243.95,312.67,366.66,475.07,219.76,40.74,25.63,48.27,11.78,113.12,85.71,178.83,137.69,Upgrade
25,Current Unearned Revenue,546.43,549.25,638.13,605.31,916.31,1089,969.86,1012,1079,1062,1012,856.63,1156,662.79,1144,744.85,430.82,383.21,387.31,260.62,Upgrade
26,Other Current Liabilities,705.77,591.5,1398,959.67,770.51,571.18,651.85,845.17,714.44,510.75,577.36,2513,2829,654.14,1914,999.4,1279,381.9,1145,793.09,Upgrade
27,Total Current Liabilities,4309,4197,4482,4348,4857,5124,5027,5457,5475,5552,5744,7287,8050,6427,6592,5883,5620,5840,5943,5871,Upgrade
28,Long-Term Debt,620.27,630.16,560.1,947.72,634.99,487.12,404.99,-,233,233,283.5,284,602.75,873,1216,1316,1280,1009,925,450,Upgrade
29,Long-Term Leases,102.5,71.79,75.04,81.09,76.92,83.89,88.66,92.19,93.11,99.52,108.22,98.38,168.52,60.31,114.97,-,-,-,-,-,Upgrade
30,Long-Term Unearned Revenue,0.5,0.5,0.5,0.5,1.9,1.9,1.9,1.91,1.91,1.91,1.91,1.91,6.23,6.35,6.35,7.07,5.26,4.76,4.76,4.76,Upgrade
31,Long-Term Deferred Tax Liabilities,50.06,52.88,41.92,42.22,102.17,104.01,86.62,101.08,77.13,73.54,31.17,51.26,127.34,85.38,81.86,106.25,52.46,108.1,93.27,125.8,Upgrade
32,Other Long-Term Liabilities,-,-,0.04,0.09,-,-,-,-,-,-,-,0.06,3.98,0.38,4.46,4.75,11.18,12.59,15.08,16.04,Upgrade
33,Total Liabilities,5295,5155,5350,5620,5860,5992,5767,5835,6013,6139,6350,7938,9401,7602,8424,7757,7405,7416,7377,6872,Upgrade
34,Common Stock,1788,1788,1788,1788,1788,1895,1895,1895,1895,1895,1895,1895,1895,1895,1895,1895,1895,1895,1895,1895,Upgrade
35,Additional Paid-In Capital,1087,1087,1087,1087,1087,1580,1580,1580,1580,1580,1580,1580,1580,1580,1580,1580,1580,1580,1580,1580,Upgrade
36,Retained Earnings,139.75,185.56,224.79,258.56,271.89,170.64,174.07,222.78,846.91,865.34,1001,546.11,738.88,958.89,1028,1011,1439,1462,1525,1573,Upgrade
37,Treasury Stock,-,-,-,-,-,-600.01,-600.01,-600.01,-600.01,-600.01,-600.01,-600.01,-600.01,-600.01,-600.01,-600.01,-600.01,-140.15,-140.15,-108.93,Upgrade
38,Comprehensive Income & Other,161.57,105.2,121.47,181.27,107.33,221.63,66.85,40.95,-144.62,-149.24,-118.44,-126.49,-83.4,-48.59,-42.74,48.55,83.06,62.85,17.53,3.83,Upgrade
39,Total Common Equity,3177,3166,3222,3315,3254,3268,3116,3139,3578,3591,3758,3295,3531,3786,3861,3935,4397,4860,4878,4943,Upgrade
40,Minority Interest,941.38,931.66,940.63,957.41,935.21,932.54,887.37,886.29,978.33,976.3,1001,894.75,1048,1134,1144,1155,1264,1392,1390,1389,Upgrade
41,Shareholders' Equity,4118,4098,4162,4272,4190,4200,4004,4025,4556,4568,4759,4190,4579,4919,5005,5090,5661,6252,6268,6332,Upgrade
42,Total Liabilities & Equity,9413,9253,9512,9893,10050,10192,9770,9860,10569,10706,11109,12128,13979,12521,13428,12846,13066,13667,13645,13204,Upgrade
43,Total Debt,2352,2188,1714,2231,2433,2345,2582,2392,2607,2389,2931,2710,3580,3708,2933,3459,2732,3397,2775,3183,Upgrade
44,Net Cash (Debt),-1917,-1780,-1354,-1540,-1830,-1652,-2000,-1560,-1918,-1647,-2163,-1631,-1967,-3326,-2318,-2919,-2190,-1490,-1563,-773.7,Upgrade
45,Net Cash Per Share,-1.08,-0.99,-0.76,-0.86,-1.02,-0.93,-1.12,-0.87,-1.07,-0.92,-1.21,-,-1.10,-1.88,-1.29,-,-1.19,-0.80,-0.83,-0.41,Upgrade
46,Filing Date Shares Outstanding,1788,1788,1788,1788,1788,1788,1788,1788,1788,1788,1788,1788,1788,1788,1788,1788,1788,1875,1882,1881,Upgrade
47,Total Common Shares Outstanding,1788,1788,1788,1788,1788,1788,1788,1788,1788,1788,1788,1788,1788,1788,1788,1788,1788,1875,1882,1881,Upgrade
48,Working Capital,1266,1293,1218,1657,1352,1103,933.38,521.45,1387,1405,1398,761.54,447.15,491.01,1003,1617,2135,2889,1607,2759,Upgrade
49,Book Value Per Share,1.78,1.77,1.80,1.85,1.82,1.83,1.74,1.76,2.00,2.01,2.10,1.84,1.97,2.12,2.16,2.20,2.46,2.59,2.59,2.63,Upgrade
50,Tangible Book Value,1662,1724,1722,1836,1769,1781,1644,1718,2302,2347,2494,2121,1714,2160,2042,2110,2486,3047,2999,3136,Upgrade
51,Tangible Book Value Per Share,0.93,0.96,0.96,1.03,0.99,1.00,0.92,0.96,1.29,1.31,1.40,1.19,0.96,1.21,1.14,1.18,1.39,1.62,1.59,1.67,Upgrade
52,Land,-,106.44,-,106.26,-,108.41,-,103.2,-,100.78,-,100.58,-,85.52,-,113.19,-,117.79,-,118.86,Upgrade
53,Buildings,-,1133,-,1133,-,1015,-,992.54,-,917.59,-,928.46,-,688.93,-,901.83,-,896.28,-,893.92,Upgrade
54,Machinery,-,1195,-,1191,-,1144,-,1093,-,1036,-,1037,-,932.93,-,1497,-,1444,-,1159,Upgrade
55,Construction In Progress,-,21.23,-,34.1,-,150.25,-,123.55,-,181.78,-,178.17,-,173.48,-,200.23,-,207.07,-,381.9,Upgrade
