,Fiscal Quarter,Current,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019",+2 Quarters
0,Market Capitalization,240,531,464,531,494,524,442,434,311,221,171,125,101,106,115,101,102,-,-,-,-,Upgrade
1,Market Cap Growth,1.43%,1.43%,5.08%,22.41%,59.04%,137.29%,158.25%,246.19%,208.16%,107.91%,49.21%,24.40%,-1.18%,-,-,-,-,-,-,-,-,Upgrade
2,Enterprise Value,43,336,269,408,370,370,289,324,193,92,43,28,4,25,34,61,64,-,-,-,-,Upgrade
3,Last Close Price,0.32,0.71,0.62,0.71,0.66,0.70,0.59,0.58,0.41,0.29,0.28,0.21,0.17,0.18,0.19,0.17,0.17,-,-,-,-,Upgrade
4,PE Ratio,6.29,13.95,12.91,17.49,15.91,16.58,12.12,11.36,8.25,5.37,4.01,2.90,2.60,3.33,4.18,4.09,4.31,-,-,-,-,Upgrade
5,PS Ratio,0.67,1.49,1.25,1.49,1.44,1.59,1.31,1.34,1.02,0.69,0.52,0.39,0.33,0.36,0.40,0.36,0.39,-,-,-,-,Upgrade
6,PB Ratio,0.80,1.77,1.53,1.85,1.88,1.98,1.65,1.64,-,0.88,0.84,0.62,-,0.61,0.74,0.65,-,-,-,-,-,Upgrade
7,P/TBV Ratio,1.82,1.82,1.57,1.91,1.98,2.08,1.76,1.75,-,0.95,0.85,0.63,-,0.62,0.77,0.68,-,-,-,-,-,Upgrade
8,P/FCF Ratio,4.88,97.70,169.17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
9,P/OCF Ratio,9.74,64.93,112.42,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
10,EV/Sales Ratio,0.12,0.94,0.73,1.15,1.08,1.12,0.86,1.00,0.64,0.29,0.13,0.09,0.01,0.09,0.12,0.22,0.25,-,-,-,-,Upgrade
11,EV/EBITDA Ratio,0.59,4.71,3.80,6.34,5.98,6.03,4.35,4.83,2.99,1.34,0.61,0.39,0.05,0.44,0.65,1.28,1.51,-,-,-,-,Upgrade
12,EV/EBIT Ratio,0.78,6.10,4.97,8.59,8.10,8.03,5.61,6.07,3.70,1.63,0.74,0.47,0.06,0.54,0.80,1.59,1.91,-,-,-,-,Upgrade
