,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,931,230,317,267,205,255,261,354,397,379,615,Upgrade
1,Market Cap Growth,-13.95%,-13.95%,54.55%,4.88%,-21.43%,-28.07%,-34.38%,-6.56%,-35.35%,-42.45%,20.73%,Upgrade
2,Enterprise Value,1854,1197,727,1446,-312,-1430,-572,-437,-691,279,1829,Upgrade
3,Last Close Price,0.15,0.04,0.05,0.04,0.03,0.04,0.04,0.06,0.06,0.06,0.10,Upgrade
4,PE Ratio,34.77,8.57,11.35,3.35,2.51,-0.22,-,-0.67,-,-,6.12,Upgrade
5,Forward PE,-,3.88,3.88,3.88,3.88,3.88,3.88,3.88,3.88,3.88,3.88,Upgrade
6,PS Ratio,0.33,0.08,0.11,0.08,0.06,0.07,0.07,0.10,0.12,0.10,0.14,Upgrade
7,PB Ratio,1.01,0.25,0.32,0.28,0.18,0.19,0.18,0.14,0.16,0.14,0.20,Upgrade
8,P/TBV Ratio,0.25,0.25,0.32,0.28,0.18,0.19,0.18,0.14,0.16,0.14,0.20,Upgrade
9,P/FCF Ratio,-,-,0.83,0.54,2.38,-,1.70,-,231.55,-,4.70,Upgrade
10,P/OCF Ratio,-,-,0.82,0.54,2.36,-,1.58,-,32.77,-,4.23,Upgrade
11,PEG Ratio,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,Upgrade
12,EV/Sales Ratio,0.66,0.42,0.26,0.45,-,-,-,-,-,0.08,0.40,Upgrade
13,EV/EBITDA Ratio,8.74,6.83,23.74,-,-,-,-,-,-,-,5.87,Upgrade
14,EV/EBIT Ratio,12.58,8.12,653.52,-,-,-,-,-,-,-,6.63,Upgrade
15,EV/FCF Ratio,-48.05,-,1.90,2.94,-,-,-,-,-,-,13.98,Upgrade
16,Debt / Equity Ratio,1.69,1.69,1.30,1.19,1.66,1.00,1.09,0.69,0.64,0.64,0.65,Upgrade
17,Debt / FCF Ratio,-,-,3.32,2.32,22.07,-,10.08,-,931.78,-,15.29,Upgrade
18,Return on Capital Employed (ROCE),12.71%,12.71%,0.09%,-,-3.08%,-,-,-2.15%,-,-,8.48%,Upgrade
19,Earnings Yield,2.88%,11.66%,8.81%,29.86%,39.80%,-458.94%,-468.76%,-148.80%,-206.41%,-28.09%,16.35%,Upgrade
20,FCF Yield,-4.14%,-16.80%,120.92%,184.45%,42.01%,95.42%,58.85%,223.78%,0.43%,72.48%,21.29%,Upgrade
21,Buyback Yield / Dilution,-,-,-,-,-,-0.00%,-0.01%,-0.01%,-,-,Upgrade,
22,Total Shareholder Return,-,-,-,-,-,-0.00%,-0.01%,-0.01%,-,-,Upgrade,
