,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,839,794,1087,2083,2982,4196,5350,7239,7418,7853,11315,Upgrade
1,Market Cap Growth,-61.87%,-61.87%,-63.57%,-50.36%,-44.26%,-42.03%,-27.88%,-7.82%,-34.44%,-34.99%,8.17%,Upgrade
2,Enterprise Value,17615,23504,25091,32476,35698,38036,31670,36838,31025,29211,29157,Upgrade
3,Last Close Price,1.12,1.06,1.45,2.78,3.98,5.60,6.91,9.19,8.94,9.28,12.34,Upgrade
4,PE Ratio,-,-,-,-,-,5.32,5.20,4.47,4.31,3.03,3.74,Upgrade
5,Forward PE,-,6.30,6.30,6.30,6.30,6.30,6.30,6.30,6.30,6.30,6.30,Upgrade
6,PS Ratio,0.08,0.08,0.08,0.11,0.17,0.17,0.22,0.35,0.31,0.34,0.53,Upgrade
7,PB Ratio,0.06,0.03,0.04,0.07,0.09,0.12,0.15,0.21,0.22,0.27,0.40,Upgrade
8,P/TBV Ratio,0.04,0.04,0.05,0.08,0.11,0.15,0.18,0.25,0.27,0.31,0.44,Upgrade
9,P/FCF Ratio,1.12,-,0.43,0.39,1.42,-,-,1.08,-7.29,-,-,Upgrade
10,P/OCF Ratio,1.04,-,0.42,0.39,1.41,-,-,1.08,-7.40,-,-,Upgrade
11,PEG Ratio,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,Upgrade
12,EV/Sales Ratio,1.72,2.29,1.92,1.76,2.08,1.54,1.28,1.76,1.28,1.28,1.36,Upgrade
13,EV/EBITDA Ratio,-,-,-,-,26.92,8.96,8.87,10.56,6.47,5.02,4.88,Upgrade
14,EV/EBIT Ratio,-,-,-,-,27.28,9.01,8.93,10.61,6.50,5.05,4.90,Upgrade
15,EV/FCF Ratio,23.47,-,9.86,6.13,17.04,-,-,5.48,-30.50,-,-,Upgrade
16,Debt / Equity Ratio,0.81,0.81,0.87,0.84,1.01,1.06,1.12,1.28,1.18,1.19,1.06,Upgrade
17,Debt / FCF Ratio,26.69,-,9.30,4.91,15.80,-,-,6.46,-38.33,-,-,Upgrade
18,Return on Capital Employed (ROCE),-,-,-,-,2.33%,6.84%,5.21%,5.61%,8.09%,11.04%,11.54%,Upgrade
19,Earnings Yield,-448.99%,-407.16%,-315.58%,-60.70%,1.39%,31.47%,29.08%,29.61%,30.34%,38.85%,30.04%,Upgrade
20,FCF Yield,89.42%,94.48%,234.09%,254.24%,70.23%,-39.69%,119.22%,92.79%,-13.71%,-110.62%,-101.72%,Upgrade
21,Dividend Yield,0.00%,-,-,-,-,-,5.06%,7.61%,8.39%,11.64%,9.56%,Upgrade
22,Buyback Yield / Dilution,-,-,-,-,-,-,-,-,-,0.00%,Upgrade,
23,Total Shareholder Return,-,-,-,-,-,5.06%,7.61%,8.39%,11.64%,9.56%,Upgrade,
