,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Operating Revenue,3341,6681,6177,12100,4900,19664,4834,15939,8116,14474,Upgrade
1,Other Revenue,127.55,117.73,100.42,83.29,73.14,64.8,114.64,72.45,68.11,165.6,Upgrade
2,Revenue,3468,6798,6277,12183,4973,19729,4949,16012,8184,14639,Upgrade
3,Revenue Growth (YoY),-44.75%,-44.20%,26.22%,-38.25%,0.48%,23.22%,-39.53%,9.38%,19.38%,-12.04%,Upgrade
4,Cost of Revenue,3837,8142,5720,11055,3166,15607,3672,12098,5598,9803,Upgrade
5,Gross Profit,-369.25,-1344,557.39,1128,1807,4122,1277,3914,2586,4836,Upgrade
6,"Selling, General & Admin",485.15,531.26,695,1004,623.5,1082,769.42,947.57,777.27,859.56,Upgrade
7,Operating Expenses,485.15,531.26,695,1004,623.5,1082,769.42,947.57,777.27,859.56,Upgrade
8,Operating Income,-854.41,-1875,-137.61,124.92,1183,3040,507.29,2966,1809,3976,Upgrade
9,Interest Expense,-434.07,-471.96,-582.24,-593.74,-549.54,-560.18,-513.14,-618.19,-554.5,-426.29,Upgrade
10,Interest & Investment Income,27.25,55.11,167.02,168.54,227.19,127.21,180.49,47.7,196.89,176.8,Upgrade
11,Earnings From Equity Investments,448.85,-434.3,732.1,663.22,436.01,682.44,542.31,332.67,203.96,887.49,Upgrade
12,Currency Exchange Gain (Loss),-299.34,-158.27,-504.14,-845.41,-490.01,97.7,310.52,738.71,10.77,0.14,Upgrade
13,Other Non Operating Income (Expenses),-762.51,-92.49,-402.33,-227.98,58.43,-26.55,80.16,-119.03,48.72,20.01,Upgrade
14,EBT Excluding Unusual Items,-1874,-2977,-727.2,-710.45,865.51,3361,1108,3348,1714,4635,Upgrade
15,Gain (Loss) on Sale of Investments,-8.52,66.3,-,-286.66,-25.98,-12.16,-29.31,-12.59,-36.63,-107.76,Upgrade
16,Gain (Loss) on Sale of Assets,1861,0.31,0.38,0.85,0.48,0.32,0.27,-94.35,-0.01,-34.14,Upgrade
17,Asset Writedown,-284.85,-20.57,77.98,-88.47,-34.69,-48.09,5.32,-121.57,-63.71,-7.42,Upgrade
18,Other Unusual Items,344.18,-9.15,-,1378,-,-110.37,-,-,-,-,Upgrade
19,Pretax Income,37.33,-2940,-648.84,292.86,805.31,3190,1084,3119,1614,4485,Upgrade
20,Income Tax Expense,430.84,-61.21,232.53,303.18,336.38,1853,437.09,1127,822.46,2009,Upgrade
21,Earnings From Continuing Operations,-393.51,-2879,-881.37,-10.32,468.93,1338,646.81,1992,791.64,2477,Upgrade
22,Minority Interest in Earnings,-365.99,404.59,-72.96,-299.9,-117.18,-368.88,-59.59,-435.95,-97.02,-120.47,Upgrade
23,Net Income,-759.5,-2475,-954.32,-310.22,351.75,968.8,587.22,1556,694.62,2356,Upgrade
24,Preferred Dividends & Other Adjustments,267.36,266.75,265.93,270.59,266.32,265.68,262.09,263.19,264.59,196.48,Upgrade
25,Net Income to Common,-1027,-2741,-1220,-580.81,85.43,703.11,325.13,1293,430.03,2160,Upgrade
26,Net Income Growth,-,-,-,-,-40.10%,-37.74%,-15.46%,-33.96%,-33.42%,0.05%,Upgrade
27,Shares Outstanding (Basic),749,749,749,749,749,749,749,749,749,749,Upgrade
28,Shares Outstanding (Diluted),749,749,749,749,749,749,749,749,749,749,Upgrade
29,Shares Change (YoY),-,-,-,-,-,-,-,-,-,-0.00%,Upgrade
30,EPS (Basic),-1.37,-3.66,-1.63,-0.78,0.11,0.94,0.43,1.73,0.57,2.88,Upgrade
31,EPS (Diluted),-1.37,-3.66,-1.63,-0.78,0.11,0.94,0.43,1.73,0.57,2.88,Upgrade
32,EPS Growth,-,-,-,-,-73.72%,-45.61%,-24.39%,-40.14%,-50.48%,-0.94%,Upgrade
33,Free Cash Flow,-52,802.45,1741,3555,-1461,-205.04,6583,133.1,-1150,-7537,Upgrade
34,Free Cash Flow Per Share,-0.07,1.07,2.32,4.74,-1.95,-0.27,8.79,0.18,-1.53,-10.06,Upgrade
35,Dividend Per Share,-,-,-,-,-,0.200,0.150,0.550,0.200,0.880,Upgrade
36,Dividend Growth,-,-,-,-,-,-63.64%,-25.00%,-37.50%,-33.33%,0%,Upgrade
37,Operating Margin,-24.64%,-27.59%,-2.19%,1.03%,23.80%,15.41%,10.25%,18.52%,22.10%,27.16%,Upgrade
38,Profit Margin,-29.61%,-40.32%,-19.44%,-4.77%,1.72%,3.56%,6.57%,8.07%,5.25%,14.75%,Upgrade
39,Free Cash Flow Margin,-1.50%,11.80%,27.74%,29.18%,-29.37%,-1.04%,133.02%,0.83%,-14.05%,-51.48%,Upgrade
40,EBITDA,-848.57,-1869,-127.01,134.36,1192,3054,514.34,2975,1822,3991,Upgrade
41,D&A For EBITDA,5.84,6.01,10.6,9.44,8.14,14.49,7.05,8.79,13.32,14.78,Upgrade
42,EBIT,-854.41,-1875,-137.61,124.92,1183,3040,507.29,2966,1809,3976,Upgrade
43,Revenue as Reported,3468,6798,6277,12183,4973,19729,4949,16012,8184,14639,Upgrade
