,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,5620,4756,4795,5998,5764,7239,8206,8264,6482,6052,7416,Upgrade
1,Market Cap Growth,-20.71%,-20.71%,-16.82%,-17.14%,-29.75%,-12.41%,26.59%,36.55%,-12.59%,-17.20%,-0.19%,Upgrade
2,PE Ratio,-,-43.83,-,-,-,-,2.92,1.82,2.54,3.46,3.56,Upgrade
3,PS Ratio,2.77,2.35,2.18,2.62,2.38,2.54,2.73,3.23,2.98,2.67,3.05,Upgrade
4,PB Ratio,0.27,0.20,0.20,0.24,0.23,0.27,0.29,0.29,0.25,0.26,0.31,Upgrade
5,P/FCF Ratio,3.22,2.72,3.01,1.92,1.47,50.62,-,32.08,-,2.13,5.51,Upgrade
6,P/OCF Ratio,2.67,2.67,2.91,1.87,1.45,40.88,-,28.98,-,2.10,5.45,Upgrade
7,Debt / Equity Ratio,0.59,0.59,0.64,0.61,0.64,0.75,0.66,0.63,0.66,0.76,0.74,Upgrade
8,Debt / FCF Ratio,8.18,8.18,9.74,4.90,4.16,141.60,-,70.02,-,6.31,12.87,Upgrade
9,Earnings Yield,-1.93%,-2.28%,-9.83%,-23.69%,-26.63%,-3.87%,34.29%,55.00%,39.30%,28.94%,28.12%,Upgrade
10,Earnings Yield,-1.93%,-2.28%,-9.83%,-23.69%,-26.63%,-3.87%,34.29%,55.00%,39.30%,28.94%,28.12%,Upgrade
11,FCF Yield,31.06%,36.70%,33.23%,52.15%,68.13%,1.98%,-18.11%,3.12%,26.29%,46.99%,18.16%,Upgrade
12,Dividend Yield,9.09%,11.27%,11.85%,9.90%,10.79%,8.91%,8.23%,8.45%,11.15%,12.47%,10.68%,Upgrade
13,Buyback Yield / Dilution,0.11%,0.10%,0.16%,0.10%,0.42%,0.86%,0.84%,0.69%,0.51%,0.55%,3.41%,Upgrade
14,Total Shareholder Return,9.20%,11.37%,12.01%,10.00%,11.21%,9.77%,9.07%,9.14%,11.66%,13.03%,14.08%,Upgrade
