,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Interest and Dividend Income,1818,1874,1890,1941,1991,2102,2032,1975,1988,2104,Upgrade
1,Total Interest Expense,492.8,487,486.3,454.9,426.7,340.4,357.7,347.5,429.4,375.8,Upgrade
2,Net Interest Income,1325,1387,1404,1486,1564,1761,1674,1628,1559,1729,Upgrade
3,Gain (Loss) on Sale of Investments,-,-,-,-1,1,-,61.4,1.2,-,-0.3,Upgrade
4,Other Revenue,107.3,81.1,89.5,69.4,62.6,148.9,61.1,34.4,49,27.3,Upgrade
5,Revenue Before Loan Losses,1432,1467,1495,1555,1628,1910,1797,1663,1608,1756,Upgrade
6,Provision for Loan Losses,425,453.5,310.9,445.8,318.1,374.8,329.2,568.2,528,564.5,Upgrade
7,Revenue,1007,1013,1184,1109,1310,1535,1467,1095,1080,1191,Upgrade
8,Revenue Growth (YoY),-14.95%,-8.63%,-9.58%,-27.79%,-10.74%,40.22%,35.92%,-8.07%,-13.22%,-8.05%,Upgrade
9,Salaries & Employee Benefits,-,5.5,-,11.9,-,15.5,-,7.4,-,9.7,Upgrade
10,Cost of Services Provided,679,775.8,686.5,805.5,745.9,783.4,896.5,916.3,625.6,708.8,Upgrade
11,Other Operating Expenses,-11,13.5,-12.1,20.3,-14.3,3,-15.9,5.9,-3.7,14,Upgrade
12,Total Operating Expenses,668.7,794.5,673.8,838.9,731.2,803.8,878.5,927.6,578.2,732.5,Upgrade
13,Operating Income,338.5,218.5,510.5,269.8,578.6,731.5,588.9,167.3,501.4,458.5,Upgrade
14,Earnings From Equity Investments,24.3,-94.9,-18.2,-51.5,23.8,-25.9,-35.6,3.7,38.5,0.2,Upgrade
15,Currency Exchange Gain (Loss),-13.7,33.2,-36,31.7,-133.1,-32.5,-33.7,11.2,36.3,50.3,Upgrade
16,EBT Excluding Unusual Items,345.3,156.7,455.7,255.6,469.3,660.6,519.6,180.1,576.2,509,Upgrade
17,Gain (Loss) on Sale of Investments,12.3,-85.1,-416.5,-1124,-519.5,-109.9,2726,2083,467.7,882,Upgrade
18,Other Unusual Items,1.1,18.2,20.7,52.1,10.9,10.8,-10.8,57.5,-0.5,-,Upgrade
19,Pretax Income,307.4,40.1,36.5,-837.2,-55.1,557.5,3216,2250,950.5,1342,Upgrade
20,Income Tax Expense,122.9,110.6,167.3,139,145.6,210.3,263.8,183.9,87.8,88.2,Upgrade
21,Earnings From Continuing Ops.,184.5,-70.5,-130.8,-976.2,-200.7,347.2,2952,2066,862.7,1254,Upgrade
22,Net Income to Company,184.5,-70.5,-130.8,-976.2,-200.7,347.2,2952,2066,862.7,1254,Upgrade
23,Minority Interest in Earnings,-109.1,-113.4,-156.7,-157.4,-200.5,-226.5,-258.9,-213.7,-167.5,-197.9,Upgrade
24,Net Income,75.4,-183.9,-287.5,-1134,-401.2,120.7,2693,1853,695.2,1056,Upgrade
25,Net Income to Common,75.4,-183.9,-287.5,-1134,-401.2,120.7,2693,1853,695.2,1056,Upgrade
26,Net Income Growth,-,-,-,-,-,-93.48%,287.37%,75.38%,-32.43%,739.67%,Upgrade
27,Shares Outstanding (Basic),1957,1959,1958,1962,1962,1965,1977,1981,1990,1995,Upgrade
28,Shares Outstanding (Diluted),1958,1959,1960,1962,1962,1970,1979,1987,1993,1997,Upgrade
29,Shares Change (YoY),-0.10%,-0.16%,-0.10%,-0.42%,-0.86%,-0.84%,-0.69%,-0.51%,-0.55%,-3.41%,Upgrade
30,EPS (Basic),0.04,-0.09,-0.15,-0.58,-0.20,0.06,1.36,0.94,0.35,0.53,Upgrade
31,EPS (Diluted),0.04,-0.09,-0.15,-0.58,-0.20,0.06,1.36,0.93,0.35,0.53,Upgrade
32,EPS Growth,-,-,-,-,-,-93.44%,289.97%,76.14%,-31.97%,776.67%,Upgrade
33,Free Cash Flow,1490,255.3,1338,1790,2138,-1995,508.7,-251.1,1955,889.1,Upgrade
34,Free Cash Flow Per Share,0.76,0.13,0.68,0.91,1.09,-1.01,0.26,-0.13,0.98,0.45,Upgrade
35,Dividend Per Share,0.120,0.140,0.120,0.140,0.120,0.140,0.120,0.140,0.120,0.140,Upgrade
36,Operating Margin,33.61%,21.57%,43.11%,24.33%,44.17%,47.65%,40.13%,15.28%,46.44%,38.50%,Upgrade
37,Profit Margin,7.49%,-18.15%,-24.28%,-102.25%,-30.63%,7.86%,183.52%,169.19%,64.39%,88.69%,Upgrade
38,Free Cash Flow Margin,147.94%,25.20%,112.99%,161.43%,163.21%,-129.92%,34.67%,-22.93%,181.09%,74.65%,Upgrade
39,Revenue as Reported,1939,1984,2015,2079,2075,2266,2170,2083,2050,2139,Upgrade
