,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Market Capitalization,15677,16941,17573,13148,13401,13148,14918,15171,14539,13148,18964
1,Market Cap Growth,28.85%,28.85%,31.13%,0%,-10.17%,-13.33%,2.61%,15.38%,-23.33%,-37.72%,-25.00%
2,PE Ratio,3.61,3.87,3.84,3.62,3.54,2.76,3.10,3.28,3.75,4.26,5.77
3,PS Ratio,0.85,0.92,1.03,0.83,0.78,0.83,1.00,1.03,1.13,1.15,1.65
4,PB Ratio,0.39,0.42,0.43,0.34,0.35,0.35,0.40,0.45,0.46,0.48,0.66
5,P/FCF Ratio,0.14,0.15,0.34,-,3.88,-,-14.42,-,1.13,1.31,-1.62
6,P/OCF Ratio,0.12,0.12,0.24,0.75,0.70,0.34,0.51,-,0.44,0.45,1.71
7,Debt / Equity Ratio,11.14,11.14,9.22,8.31,8.63,9.10,9.72,9.62,9.73,9.75,8.51
8,Debt / FCF Ratio,3.91,3.91,7.37,-,96.75,-,-347.18,-,23.82,26.47,-20.87
9,Earnings Yield,27.90%,25.82%,26.02%,27.63%,28.27%,36.17%,32.27%,30.45%,26.70%,23.50%,17.33%
10,Earnings Yield,27.90%,25.82%,26.02%,27.63%,28.27%,36.17%,32.27%,30.45%,26.70%,23.50%,17.33%
11,FCF Yield,735.67%,680.77%,292.57%,17.48%,25.79%,60.79%,-6.93%,-32.04%,88.84%,76.09%,-61.72%
12,Total Shareholder Return,8.70%,-,-,-,-,-,-,-,-,-,-
