,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Interest and Dividend Income,5373,5347,5297,5154,5135,5019,4795,4757,4443,4302
1,Total Interest Expense,6728,5528,4835,4250,3957,4096,3991,3640,3341,3520
2,Net Interest Income,-1355,-180.06,461.86,904.07,1178,922.42,803.29,1117,1102,781.8
3,Gain (Loss) on Sale of Investments,84.62,37.48,118.03,25.86,6.63,15.97,71.31,58.1,-16.91,159.57
4,Other Revenue,9000,9476,6354,6881,7019,7210,5382,4515,4719,4651
5,Revenue Before Loan Losses,7730,9333,6934,7811,8203,8149,6257,5690,5804,5593
6,Provision for Loan Losses,-372.69,313.86,424.96,-390.53,1300,1494,733.94,-1030,1672,-683.92
7,Revenue,8102,9019,6509,8202,6903,6655,5523,6720,4132,6277
8,Revenue Growth (YoY),24.47%,9.97%,-5.71%,23.25%,25.00%,-0.97%,33.66%,7.07%,4.13%,40.51%
9,Salaries & Employee Benefits,263.45,281.08,221.34,276.26,270.53,258.44,236.36,173.51,256.93,332.01
10,Cost of Services Provided,39.38,51.56,50.88,36.86,33.61,65.97,42.91,82.29,23.47,46.5
11,Other Operating Expenses,847.08,1112,694.33,945.69,608.15,674.23,379.78,286.05,211.16,260.23
12,Total Operating Expenses,4562,4641,3858,4089,3452,3252,2740,2654,2503,2620
13,Operating Income,3540,4378,2651,4113,3451,3403,2782,4066,1629,3656
14,Currency Exchange Gain (Loss),-1094,-290.97,-67.34,81.8,45.72,58.64,13.85,-191.1,29.14,44.56
15,EBT Excluding Unusual Items,2492,3915,2721,4065,3310,3256,2764,3803,1658,3637
16,Gain (Loss) on Sale of Investments,-6.31,-,-,-,-,-,-,-,-,-1087
17,Pretax Income,2561,2786,2633,2290,2668,3063,2472,2967,1617,2171
18,Income Tax Expense,679.8,595.64,672.96,888.39,718.49,953.04,660.31,937.77,377.49,594.32
19,Net Income,1881,2190,1960,1401,1950,2110,1812,2029,1239,1577
20,Net Income to Common,1881,2190,1960,1401,1950,2110,1812,2029,1239,1577
21,Net Income Growth,-4.03%,56.27%,0.54%,-33.59%,7.59%,4.00%,46.22%,28.67%,-8.95%,13.56%
22,Shares Outstanding (Basic),12642,12642,12642,12642,12642,12642,12642,12642,12642,12642
23,Shares Outstanding (Diluted),12642,12642,12642,12642,12642,12642,12642,12642,12642,12642
24,EPS (Basic),0.15,0.17,0.16,0.11,0.15,0.17,0.14,0.16,0.10,0.12
25,EPS (Diluted),0.15,0.17,0.16,0.11,0.15,0.17,0.14,0.16,0.10,0.12
26,EPS Growth,-4.03%,53.37%,3.37%,-33.59%,7.14%,4.00%,42.81%,31.19%,-8.95%,11.38%
27,Free Cash Flow,53879,53453,-6784,8911,-5854,12678,-13521,9479,1397,7721
28,Free Cash Flow Per Share,4.26,4.23,-0.54,0.70,-0.46,1.00,-1.07,0.75,0.11,0.61
29,Operating Margin,43.69%,48.54%,40.73%,50.15%,50.00%,51.13%,50.38%,60.50%,39.43%,58.25%
30,Profit Margin,23.22%,24.28%,30.11%,17.09%,28.24%,31.71%,32.81%,30.19%,29.99%,25.12%
31,Free Cash Flow Margin,664.98%,592.65%,-104.23%,108.65%,-84.80%,190.52%,-244.82%,141.05%,33.82%,123.02%
32,Revenue as Reported,13617,14808,11847,12619,12435,12874,10442,9712,9617,9605
