,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,152,200,210,194,362,436,483,835,525,394,966,Upgrade
1,Market Cap Growth,2.70%,2.70%,-42.03%,-55.42%,-25.00%,-47.80%,-8.00%,112.00%,-45.65%,-65.91%,-35.44%,Upgrade
2,Enterprise Value,1490,1756,1692,1721,1926,2089,1620,575,226,232,1209,Upgrade
3,Last Close Price,0.03,0.04,0.04,0.04,0.07,0.08,0.09,0.16,0.10,0.07,0.18,Upgrade
4,PE Ratio,-,-,-,-,-,-,-,-,-19.60,-,-,Upgrade
5,PS Ratio,0.88,1.16,0.98,1.09,2.12,1.06,1.37,7.91,4.81,5.55,12.25,Upgrade
6,PB Ratio,-0.16,-0.16,-0.22,-0.45,1.63,0.32,0.28,0.40,0.25,0.20,0.47,Upgrade
7,P/TBV Ratio,-,-,-,-,2.12,0.35,0.30,0.42,0.25,0.20,0.47,Upgrade
8,P/FCF Ratio,-,-,-,4.74,14.84,8.63,-5.19,-,-,-,-,Upgrade
9,P/OCF Ratio,-,-,-,4.71,12.34,7.83,-5.22,-,-,-,-,Upgrade
10,EV/Sales Ratio,8.64,10.18,7.92,9.64,11.29,5.08,4.59,5.45,2.07,3.26,15.33,Upgrade
11,EV/EBITDA Ratio,-,-,-,240.09,-,-,-,-,6.13,50.48,-,Upgrade
12,EV/EBIT Ratio,-,-,-,680.40,-,-,-,-,-,-,-,Upgrade
13,EV/FCF Ratio,-37.31,-,-,42.00,78.89,41.39,-17.42,-,-,-,-,Upgrade
14,Debt / Equity Ratio,-1.19,-1.19,-1.73,-3.87,7.85,1.34,1.12,0.91,0.11,0.20,0.20,Upgrade
15,Debt / FCF Ratio,-,-,-,40.73,71.61,36.16,-20.59,-,-,-,-,Upgrade
16,Earnings Yield,-498.20%,-380.20%,-556.18%,-949.70%,-401.62%,-150.54%,-91.26%,-3.33%,-5.10%,-75.35%,-25.51%,Upgrade
17,FCF Yield,-26.23%,-20.02%,1.48%,21.09%,6.74%,11.58%,-19.25%,-18.46%,-14.56%,-20.90%,1.46%,Upgrade
