,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Cash & Equivalents,6.06,6.5,6.35,7.53,3.22,9.02,4.65,7.52,6.39,6.09,Upgrade
1,Cash & Short-Term Investments,6.06,6.5,6.35,7.53,3.22,9.02,4.65,7.52,6.39,6.09,Upgrade
2,Cash Growth,-4.60%,-13.66%,97.60%,-16.48%,-30.80%,19.95%,-27.27%,23.39%,-89.84%,-93.40%,Upgrade
3,Accounts Receivable,46.88,147.97,1166,1384,618.25,98.92,137,519.26,410.67,327.52,Upgrade
4,Other Receivables,-,0.87,-,0.76,-,0.79,-,56.23,-,1.43,Upgrade
5,Receivables,46.88,157.27,1166,1392,618.25,107.33,137,582.75,410.67,328.96,Upgrade
6,Inventory,40.97,25.98,26.22,45.46,37.41,57.55,51.69,31.28,32.21,35.48,Upgrade
7,Prepaid Expenses,310.7,-,290.32,-,331.84,-,369.33,-,337.14,-,Upgrade
8,Other Current Assets,-,306.11,-,313.95,-,395.67,-,295.62,-,390.89,Upgrade
9,Total Current Assets,404.61,495.87,1489,1759,990.71,569.57,562.66,917.16,786.41,761.42,Upgrade
10,"Property, Plant & Equipment",50.54,40.43,42.1,45.77,46.57,55.41,56.15,60.57,60.45,45.41,Upgrade
11,Long-Term Accounts Receivable,24.61,24.02,-,-,-,-,-,-,-,-,Upgrade
12,Long-Term Deferred Tax Assets,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,Upgrade
13,Total Assets,479.79,560.36,1531,1805,1037,625.02,618.85,977.77,846.9,806.88,Upgrade
14,Accounts Payable,11.59,74.15,1031,1280,512.85,45.84,40.1,409.57,306.11,258.78,Upgrade
15,Accrued Expenses,40.15,52.03,32.57,31.23,43.2,37.45,39.14,35.77,31.6,22.6,Upgrade
16,Current Portion of Leases,4.48,1.63,5.19,1.2,1.28,1.06,1.88,1.39,3.23,0.75,Upgrade
17,Current Income Taxes Payable,3.63,3.56,3.1,3.3,2.23,2.96,5.28,5.19,2.71,3.98,Upgrade
18,Other Current Liabilities,-,-,-,-,-,-,-,-,-,34.95,Upgrade
19,Total Current Liabilities,59.84,131.36,1072,1316,559.56,87.32,86.39,451.92,343.65,321.06,Upgrade
20,Long-Term Leases,-,2.55,6.15,5.29,13.96,15.61,20.79,20.44,20.47,-,Upgrade
21,Long-Term Deferred Tax Liabilities,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,Upgrade
22,Total Liabilities,59.91,133.98,1078,1321,573.59,103,107.25,472.43,364.18,321.13,Upgrade
23,Common Stock,4.22,4.22,4.22,4.22,4.22,4.22,4.22,4.22,4.22,4.22,Upgrade
24,Additional Paid-In Capital,73.93,73.93,73.93,73.93,73.93,73.93,73.93,73.93,73.93,73.93,Upgrade
25,Retained Earnings,381.1,398.52,430.14,429.3,425.88,427.46,429.77,432.91,430.4,470.82,Upgrade
26,Comprehensive Income & Other,-30.01,-41.04,-45.93,-14.24,-31.3,25.47,12.61,3.11,-17.32,-54.89,Upgrade
27,Total Common Equity,429.24,435.63,462.35,493.21,472.74,531.08,520.53,514.17,491.23,494.07,Upgrade
28,Minority Interest,-9.36,-9.25,-9.15,-9.13,-9,-9.05,-8.93,-8.84,-8.51,-8.32,Upgrade
29,Shareholders' Equity,419.88,426.38,453.21,484.07,463.74,522.02,511.6,505.34,482.72,485.75,Upgrade
30,Total Liabilities & Equity,479.79,560.36,1531,1805,1037,625.02,618.85,977.77,846.9,806.88,Upgrade
31,Total Debt,4.48,4.18,11.35,6.49,15.24,16.67,22.67,21.84,23.7,0.75,Upgrade
32,Net Cash (Debt),1.58,2.33,-4.99,1.04,-12.02,-7.66,-18.03,-14.32,-17.31,5.34,Upgrade
33,Net Cash Growth,-,122.91%,-,-,-,-,-,-,-,-,Upgrade
34,Net Cash Per Share,0.00,0.00,-0.00,0.00,-0.00,-0.00,-0.00,-,-0.00,-,Upgrade
35,Filing Date Shares Outstanding,21084,21084,21084,21084,21084,21084,21084,21084,21084,21084,Upgrade
36,Total Common Shares Outstanding,21084,21084,21084,21084,21084,21084,21084,21084,21084,21084,Upgrade
37,Working Capital,344.77,364.51,417.29,443.63,431.15,482.26,476.27,465.24,442.76,440.36,Upgrade
38,Book Value Per Share,0.02,0.02,0.02,0.02,0.02,0.03,0.02,0.02,0.02,0.02,Upgrade
39,Tangible Book Value,429.24,435.63,462.35,493.21,472.74,531.08,520.53,514.17,491.23,494.07,Upgrade
40,Tangible Book Value Per Share,0.02,0.02,0.02,0.02,0.02,0.03,0.02,0.02,0.02,0.02,Upgrade
41,Machinery,-,73.79,-,73.04,-,76.6,-,70.16,-,65.17,Upgrade
42,Construction In Progress,-,-,-,2.74,-,5.09,-,5.69,-,4.36,Upgrade
43,Leasehold Improvements,-,2.69,-,2.84,-,0.33,-,0.32,-,3.65,Upgrade
