,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Market Capitalization,232,274,211,211,253,253,274,401,295,232,274,Upgrade
1,Market Cap Growth,30.00%,30.00%,-16.67%,-16.67%,-7.69%,-36.84%,-7.14%,72.73%,7.69%,-59.26%,-62.86%,Upgrade
2,Enterprise Value,221,263,207,201,256,252,283,406,304,218,211,Upgrade
3,Last Close Price,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.01,Upgrade
4,PE Ratio,-,-,-,49.60,137.36,-,-,-,-,-,-,Upgrade
5,PS Ratio,0.54,0.64,0.24,0.11,0.13,0.32,1.05,4.52,-,0.69,-,Upgrade
6,PB Ratio,0.54,0.65,0.49,0.47,0.52,0.55,0.53,0.78,0.58,0.48,0.56,Upgrade
7,P/TBV Ratio,0.64,0.64,0.48,0.46,0.51,0.54,0.52,0.77,0.57,0.47,0.55,Upgrade
8,P/FCF Ratio,23.49,27.76,-297.80,-,30.99,-,32.42,-,-,-,-,Upgrade
9,P/OCF Ratio,23.12,23.12,165.37,-,22.65,-,21.84,-,-,-,-,Upgrade
10,EV/Sales Ratio,0.52,0.61,0.24,0.10,0.14,0.32,1.08,4.58,-,0.65,-,Upgrade
11,EV/EBITDA Ratio,-,-,-,27.35,46.59,-,-,269.82,-,-,-,Upgrade
12,EV/EBIT Ratio,-,-,-,-,87.89,-,-,-,-,-,-,Upgrade
13,EV/FCF Ratio,22.38,26.59,-291.93,-,31.37,-,33.50,-,-,-,-,Upgrade
14,Debt / Equity Ratio,0.01,0.01,0.01,0.03,0.01,0.03,0.03,0.04,0.04,0.05,0.00,Upgrade
15,Debt / FCF Ratio,0.45,0.45,-5.90,-,0.79,-,1.97,-,-,-,-,Upgrade
16,Return on Capital Employed (ROCE),-,-,-,-,0.60%,-,-,-,-,-,-,Upgrade
17,Earnings Yield,-21.14%,-17.89%,-14.60%,2.02%,0.73%,-1.54%,-1.99%,-0.78%,-,-17.43%,-,Upgrade
18,FCF Yield,4.26%,3.60%,-0.34%,5.65%,3.23%,3.29%,3.08%,-1.10%,-,-24.47%,-,Upgrade
