,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q2 2024,Q2 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,+10 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Jun '23 Jun 30, 2023.1","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020",+10 Quarters
0,Market Capitalization,1083000,1138500,1015500,1260000,1065000,618000,562500,402000,402000,385500,336000,348000,292500,343500,277500,315000,225000,232500,249000,270000,180000,Upgrade
1,Market Cap Growth,183.21%,84.22%,80.53%,213.43%,164.93%,60.31%,67.41%,15.52%,37.44%,12.23%,21.08%,10.48%,30.00%,47.74%,11.45%,16.67%,25.00%,72.22%,50.91%,122.22%,97.80%,Upgrade
2,Enterprise Value,3351419,3929141,3806141,3652389,3457389,2723306,1009126,362039,362039,345539,292114,282378,731006,313202,247202,671777,1162888,1441229,2216201,907296,110182,Upgrade
3,Last Close Price,72200.00,75900.00,67700.00,84000.00,68971.43,40022.86,36428.57,26034.29,26034.29,23182.45,20205.71,20927.35,17589.80,19254.69,15555.10,17657.14,12612.24,12152.07,13014.47,14112.08,8684.36,Upgrade
4,PE Ratio,7.53,7.41,3.74,3.21,2.17,1.03,1.03,0.82,1.18,1.69,1.88,3.59,3.00,3.94,4.87,8.90,6.46,8.07,-,2.80,1.62,Upgrade
5,PS Ratio,0.03,0.03,0.03,0.03,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.01,Upgrade
6,PB Ratio,1.37,1.44,1.28,1.75,1.45,0.84,-,0.71,0.71,0.89,0.78,1.05,0.89,1.06,0.98,1.16,0.84,0.88,0.97,1.06,0.71,Upgrade
7,P/TBV Ratio,1.45,1.45,1.29,1.76,1.53,0.89,-,0.76,0.76,0.99,0.86,1.20,1.02,1.22,1.15,1.35,0.98,1.03,1.14,1.25,0.84,Upgrade
8,P/FCF Ratio,7.05,7.41,-2.72,-,-,-,-,-,-,-,-,-,0.33,-,-,0.16,0.75,-0.23,-0.23,-,-,Upgrade
9,P/OCF Ratio,6.67,6.67,-2.81,-,-,-,-,-,-,-,-,-,0.33,-,-,0.16,0.74,-0.23,-0.23,-,-,Upgrade
10,EV/Sales Ratio,0.08,0.09,0.09,0.08,0.08,0.06,0.02,0.01,0.01,0.01,0.01,0.01,0.05,0.03,0.02,0.07,0.11,0.15,0.20,0.08,0.01,Upgrade
11,EV/EBITDA Ratio,12.70,12.74,9.82,10.54,7.64,4.70,-,0.53,0.75,0.97,1.05,1.40,3.93,2.19,2.10,5.76,8.82,12.58,16.61,5.82,0.69,Upgrade
12,EV/EBIT Ratio,12.97,12.96,9.96,6.45,5.15,3.41,1.28,0.54,0.76,0.99,1.08,1.46,4.11,2.32,2.25,6.20,9.45,13.71,17.96,6.24,0.74,Upgrade
13,EV/FCF Ratio,21.82,25.58,-10.21,-,-,-,-,-,-,-,-,-,0.83,-,-,0.33,3.87,-1.44,-2.07,-,-,Upgrade
14,Debt / Equity Ratio,2.89,2.89,2.89,3.92,3.30,3.30,-,0.83,0.83,-,-,-,-,1.44,1.49,-,1.44,3.62,4.75,7.90,2.67,Upgrade
15,Debt / EBITDA Ratio,8.66,8.89,13.88,6.29,6.67,4.21,-,0.54,0.54,-,-,-,-,2.24,3.01,-,2.06,8.93,9.03,20.76,5.78,Upgrade
16,Debt / FCF Ratio,14.88,14.88,-6.13,-,-,-,-,-,-,-,-,-,-,-,-,-,1.28,-0.96,-1.14,-,-,Upgrade
17,Asset Turnover,9.64,8.25,-,-,9.01,-,-,-,-,14.28,10.63,13.66,-,12.38,7.18,8.20,3.77,3.11,2.87,5.04,Upgrade,
18,Inventory Turnover,14.37,12.97,11.24,-,-,13.24,-,-,-,-,16.57,12.68,15.76,-,15.84,9.01,9.67,4.31,3.54,3.22,5.84,Upgrade
19,Quick Ratio,0.31,0.31,0.31,0.31,-,0.32,-,0.47,0.47,-,0.09,0.20,0.08,0.15,0.16,0.19,0.13,0.10,0.06,0.08,0.05,Upgrade
20,Current Ratio,1.22,1.22,1.22,1.16,-,1.20,-,1.13,1.13,-,1.18,1.11,1.11,1.28,1.26,1.24,1.16,1.10,1.07,1.06,1.05,Upgrade
21,Return on Equity (ROE),13.89%,16.35%,29.82%,22.33%,87.78%,-,122.61%,122.61%,80.89%,105.72%,1.09%,49.07%,-,27.24%,2.27%,44.25%,10.72%,-4.04%,1.51%,36.50%,Upgrade,
22,Return on Assets (ROA),3.96%,2.27%,-,-,9.70%,-,-,-,-,11.36%,2.27%,12.12%,-,8.17%,1.47%,6.50%,2.68%,2.74%,1.63%,2.85%,Upgrade,
23,Return on Capital (ROIC),5.11%,3.00%,8.28%,7.09%,12.01%,-,73.85%,73.85%,74.97%,72.31%,17.44%,39.23%,-,16.95%,3.82%,11.94%,4.60%,4.20%,3.39%,11.25%,Upgrade,
24,Return on Capital Employed (ROCE),32.69%,38.33%,48.33%,78.52%,-,108.77%,-,118.99%,84.76%,-,62.83%,58.46%,54.19%,41.82%,38.70%,39.86%,46.02%,39.68%,47.89%,56.85%,58.44%,Upgrade
25,Earnings Yield,13.27%,13.49%,26.71%,31.17%,46.11%,97.53%,96.83%,122.66%,84.92%,59.32%,53.20%,27.87%,33.37%,25.37%,20.52%,11.24%,15.48%,12.39%,21.98%,35.65%,61.58%,Upgrade
26,FCF Yield,14.18%,13.49%,-36.70%,-50.38%,-65.90%,-124.43%,-,-212.31%,-154.98%,39.56%,112.07%,135.92%,301.47%,277.12%,-,642.69%,133.51%,-431.51%,-430.48%,-683.49%,-282.37%,Upgrade
27,Dividend Yield,2.75%,-,-,-,-,-,-,-,-,-,9.90%,-,-,-,-,-,-,-,7.68%,-,-,Upgrade
28,Payout Ratio,20.85%,3.68%,3.27%,25.77%,34.11%,-,-,1.96%,1.96%,3.44%,-,-,47.74%,-,-,-,41.32%,-,-,-,-,Upgrade
29,Buyback Yield / Dilution,0.00%,-0.01%,0.01%,0.01%,-0.00%,-0.00%,-0.01%,0.20%,0.01%,0.00%,-0.00%,-0.14%,0.01%,-0.01%,-22.06%,0.17%,-0.01%,0.02%,-,-0.19%,-,Upgrade
30,Total Shareholder Return,2.76%,-0.01%,0.01%,0.01%,-0.00%,-0.00%,-0.01%,0.20%,0.01%,0.00%,9.89%,-0.14%,0.01%,-0.01%,-22.06%,0.17%,-0.01%,0.02%,7.68%,-0.19%,-,Upgrade
