,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,3819,3460,4853,7841,7301,8649,6162,7115,8322,2668,3939,Upgrade
1,Market Cap Growth,-55.87%,-55.87%,-33.54%,-9.35%,18.49%,21.57%,-25.95%,166.67%,111.29%,-61.47%,-44.14%,Upgrade
2,Enterprise Value,35602,34784,33630,35427,33915,39929,39563,37681,35258,29027,27492,Upgrade
3,PE Ratio,12.02,10.89,12.83,30.53,-,-24.82,-,10.04,12.12,7.58,6.48,Upgrade
4,PS Ratio,0.80,0.72,0.98,1.53,1.38,1.46,1.02,1.13,1.50,0.51,0.62,Upgrade
5,PB Ratio,0.27,0.16,0.25,0.54,0.48,0.54,0.51,0.52,0.63,0.24,0.36,Upgrade
6,P/FCF Ratio,4.62,4.18,12.24,-,2.71,4.30,6.50,-296.46,-,-,-,Upgrade
7,P/OCF Ratio,1.82,1.82,2.43,2.62,1.99,2.81,2.69,6.19,5.15,1.77,2.48,Upgrade
8,EV/Sales Ratio,7.42,7.25,6.78,6.91,6.40,6.72,6.57,5.99,6.35,5.56,4.34,Upgrade
9,EV/EBITDA Ratio,9.50,9.73,9.50,10.73,10.49,12.26,12.29,11.10,11.86,12.54,10.77,Upgrade
10,EV/EBIT Ratio,20.85,19.84,17.90,18.17,17.75,22.48,21.11,15.72,16.00,15.20,12.53,Upgrade
11,EV/FCF Ratio,43.03,42.05,84.85,-,12.57,19.87,41.76,-1570.10,-,-,-,Upgrade
12,Debt / Equity Ratio,1.42,1.42,1.65,2.22,2.06,1.87,2.66,2.39,2.34,2.58,2.58,Upgrade
13,Debt / FCF Ratio,36.16,36.16,80.40,-,11.53,14.88,33.96,-1357.09,-,-,-,Upgrade
14,Return on Capital Employed (ROCE),3.87%,3.87%,4.40%,5.11%,4.56%,4.12%,5.18%,5.93%,5.44%,5.54%,6.20%,Upgrade
15,Earnings Yield,8.32%,9.18%,7.79%,3.28%,3.54%,-3.67%,-5.21%,11.05%,9.18%,16.01%,17.34%,Upgrade
16,Earnings Yield,8.32%,9.18%,7.79%,3.28%,3.54%,-3.67%,-5.21%,11.05%,9.18%,16.01%,17.34%,Upgrade
17,FCF Yield,21.66%,23.91%,8.17%,17.64%,36.95%,23.23%,15.37%,-0.34%,-6.10%,-60.60%,-43.78%,Upgrade
18,Buyback Yield / Dilution,-0.01%,-,-0.02%,-48.81%,-76.79%,-18.72%,-,-0.10%,-,-,0.06%,Upgrade
19,Total Shareholder Return,-0.01%,-,-0.02%,-48.81%,-76.79%,-18.72%,-,-0.10%,-,-,0.06%,Upgrade
