,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,14.12,6.44,8.17,9.95,16.55,36.55,7.96,12.91,81.84,135.27,Upgrade
1,Short-Term Investments,2.06,-,-,-,-,-,-,-,-,-,Upgrade
2,Cash & Short-Term Investments,16.17,6.44,8.17,9.95,16.55,36.55,7.96,12.91,81.84,135.27,Upgrade
3,Cash Growth,97.91%,-35.23%,-50.60%,-72.78%,107.92%,183.04%,-90.28%,-90.45%,-41.91%,-7.17%,Upgrade
4,Accounts Receivable,51.16,45.04,47.52,56.57,57.86,58.56,37.64,32.29,32.4,27.14,Upgrade
5,Other Receivables,-,15.04,8.46,11.61,28.18,10.98,17.29,19.23,49.82,0.76,Upgrade
6,Receivables,51.16,60.08,55.98,68.18,86.03,69.54,54.93,51.52,82.22,27.9,Upgrade
7,Inventory,31.97,21.19,20.43,19.73,18.53,14.8,12.61,16.71,21.04,16.91,Upgrade
8,Other Current Assets,14.53,19.14,4.61,6.96,4.83,2.6,1.54,2.96,2.93,3.77,Upgrade
9,Total Current Assets,113.84,106.85,89.19,104.81,125.94,123.48,77.04,84.1,188.03,183.86,Upgrade
10,"Property, Plant & Equipment",37.66,53.87,40.76,57.59,45.98,61.94,55,61.34,69.23,75.55,Upgrade
11,Long-Term Investments,19.08,19.08,-,19.08,-,-,-,-,198.08,198.08,Upgrade
12,Other Intangible Assets,11.15,-,11.42,-,11.68,11.81,11.95,12.08,14.5,14.68,Upgrade
13,Long-Term Deferred Tax Assets,1.77,1.73,-,1.73,-,-,-,-,-,-,Upgrade
14,Long-Term Deferred Charges,-,-,-,-,-,-,-,-,-,0.04,Upgrade
15,Other Long-Term Assets,-,-,19.08,-,-,-,-,-,4.84,4.84,Upgrade
16,Total Assets,183.5,181.53,160.45,183.21,183.6,197.24,143.98,157.53,474.67,477.04,Upgrade
17,Accounts Payable,48.89,44.97,43.06,45.52,38.1,31.89,19.93,21.34,29.99,18.44,Upgrade
18,Accrued Expenses,3.68,61.58,6.7,62.11,6.05,51.86,6.11,5.41,3.56,3.54,Upgrade
19,Short-Term Debt,-,1,-,-,-,-,-,-,-,10.5,Upgrade
20,Current Portion of Leases,6.91,6.91,7.08,6.91,23.16,40.38,8.55,10.95,9.1,8.77,Upgrade
21,Current Income Taxes Payable,2.33,2.33,-,2.33,2.57,2.8,2.64,3.87,-,0.69,Upgrade
22,Current Unearned Revenue,29.84,14.93,15.4,17.02,17.09,6.76,4.9,6.62,6.52,10.23,Upgrade
23,Other Current Liabilities,230.84,182.7,222.67,174.09,211.33,160.7,177.39,181.45,375.74,362.77,Upgrade
24,Total Current Liabilities,322.5,314.41,294.92,307.97,298.3,294.39,219.52,229.65,424.91,414.94,Upgrade
25,Long-Term Leases,-,-,-,-,-,-,11.88,11.58,12.86,17.49,Upgrade
26,Long-Term Unearned Revenue,31.22,30.26,33.15,32.19,35.07,36.04,37,29.43,27.14,23.62,Upgrade
27,Long-Term Deferred Tax Liabilities,0.86,1.73,-,1.73,-,-,-,-,-,-,Upgrade
28,Other Long-Term Liabilities,34.35,34.36,34.35,34.36,34.35,34.36,72.1,72.1,72.1,72.1,Upgrade
29,Total Liabilities,388.94,380.76,362.42,376.24,367.73,364.78,340.5,342.76,537.02,528.15,Upgrade
30,Common Stock,873.37,873.37,873.37,873.37,873.37,873.37,873.37,873.37,873.37,873.37,Upgrade
31,Additional Paid-In Capital,1084,-,115.43,-,115.43,-,1084,1084,1083,1083,Upgrade
32,Retained Earnings,-1906,-1900,-1903,-1894,-1887,-1869,-1898,-1887,-1963,-1951,Upgrade
33,Comprehensive Income & Other,-259.11,825.64,710.05,825.84,711.91,826.06,-257.75,-258.03,-61.96,-62.08,Upgrade
34,Total Common Equity,-207.48,-201.22,-203.97,-195.06,-186.19,-169.7,-198.67,-187.42,-67.77,-56.59,Upgrade
35,Minority Interest,2.04,1.99,2,2.03,2.06,2.16,2.16,2.19,5.43,5.48,Upgrade
36,Shareholders' Equity,-205.44,-199.23,-201.97,-193.03,-184.13,-167.54,-196.52,-185.23,-62.34,-51.11,Upgrade
37,Total Liabilities & Equity,183.5,181.53,160.45,183.21,183.6,197.24,143.98,157.53,474.67,477.04,Upgrade
38,Total Debt,6.91,7.91,7.08,6.91,23.16,40.38,20.42,22.54,21.96,36.75,Upgrade
39,Net Cash (Debt),9.26,-1.47,1.09,3.04,-6.62,-3.83,-12.47,-9.62,59.88,98.52,Upgrade
40,Net Cash Growth,747.45%,-,-,-,-,-,-,-,-44.36%,-30.24%,Upgrade
41,Net Cash Per Share,0.01,-0.00,0.00,0.00,-0.01,-0.00,-0.01,-0.01,0.07,0.13,Upgrade
42,Filing Date Shares Outstanding,873.37,873.37,873.37,873.37,873.37,873.37,873.37,873.37,873.37,873.37,Upgrade
43,Total Common Shares Outstanding,873.37,873.37,873.37,873.37,873.37,873.37,873.37,873.37,873.37,873.37,Upgrade
44,Working Capital,-208.67,-207.57,-205.73,-203.16,-172.36,-170.9,-142.48,-145.54,-236.89,-231.08,Upgrade
45,Book Value Per Share,-0.24,-0.23,-0.23,-0.22,-0.21,-0.19,-0.23,-0.21,-0.08,-0.06,Upgrade
46,Tangible Book Value,-218.64,-201.22,-215.38,-195.06,-197.87,-181.51,-210.62,-199.5,-82.27,-71.27,Upgrade
47,Tangible Book Value Per Share,-0.25,-0.23,-0.25,-0.22,-0.23,-0.21,-0.24,-0.23,-0.09,-0.08,Upgrade
