,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Revenue,4889,4661,5326,5134,4977,4691,4795,4539,4384,4639,Upgrade
1,Revenue Growth (YoY),-8.21%,-9.21%,7.01%,9.44%,3.80%,3.35%,9.38%,-2.16%,0.21%,1.95%,Upgrade
2,Cost of Revenue,3615,2487,3614,2663,3412,2310,3327,2178,2923,3122,Upgrade
3,Gross Profit,1274,2174,1712,2471,1565,2381,1468,2361,1461,1517,Upgrade
4,"Selling, General & Admin",-,824,-,869,-,904,-,921,-,-,Upgrade
5,Other Operating Expenses,240,235,250,272,247,243,222,211,226,273,Upgrade
6,Operating Expenses,618,1477,702,1579,723,1590,676,1594,679,738,Upgrade
7,Operating Income,656,697,1010,892,842,791,792,767,782,779,Upgrade
8,Interest Expense,-123,-126,-137,-139,-127,-132,-128,-135,-152,-161,Upgrade
9,Interest & Investment Income,33,36,35,15,7,7,6,6,8,6,Upgrade
10,Earnings From Equity Investments,-,-,1,-,-,1,-,-,-,1,Upgrade
11,Currency Exchange Gain (Loss),4,-,-21,-,-,-,-,-,-,-,Upgrade
12,Other Non Operating Income (Expenses),-2,-2,-2,-1,-2,-6,-4,-5,-4,-4,Upgrade
13,EBT Excluding Unusual Items,568,605,886,767,720,661,666,633,634,621,Upgrade
14,Asset Writedown,-,8,6,3,6,20,8,-1,-3,-4,Upgrade
15,Pretax Income,568,613,892,770,726,681,674,632,631,617,Upgrade
16,Income Tax Expense,97,95,158,137,135,120,128,112,112,116,Upgrade
17,Earnings From Continuing Operations,471,518,734,633,591,561,546,520,519,501,Upgrade
18,Minority Interest in Earnings,-16,-8,-13,-14,-19,-19,-12,-9,-7,-10,Upgrade
19,Net Income,455,510,721,619,572,542,534,511,512,491,Upgrade
20,Net Income to Common,455,510,721,619,572,542,534,511,512,491,Upgrade
21,Net Income Growth,-36.89%,-17.61%,26.05%,14.21%,7.12%,6.07%,4.30%,4.07%,0.20%,6.21%,Upgrade
22,Shares Outstanding (Basic),3701,3700,3696,3688,3686,3683,3671,3665,3661,3656,Upgrade
23,Shares Outstanding (Diluted),3701,3700,3698,3690,3688,3685,3673,3670,3666,3675,Upgrade
24,Shares Change (YoY),0.08%,0.27%,0.27%,0.14%,0.41%,0.41%,0.19%,-0.14%,0.91%,2.87%,Upgrade
25,EPS (Basic),0.12,0.14,0.20,0.17,0.16,0.15,0.15,0.14,0.14,0.13,Upgrade
26,EPS (Diluted),0.12,0.14,0.20,0.17,0.15,0.15,0.14,0.14,0.14,0.13,Upgrade
27,EPS Growth,-36.95%,-17.88%,25.81%,14.18%,6.90%,5.75%,3.68%,4.48%,-0.81%,3.12%,Upgrade
28,Free Cash Flow,721,489,1081,1318,1082,888,974,855,899,855,Upgrade
29,Free Cash Flow Per Share,0.19,0.13,0.29,0.36,0.29,0.24,0.27,0.23,0.25,0.23,Upgrade
30,Dividend Per Share,0.060,0.193,0.060,0.185,0.060,0.170,0.055,0.160,0.050,0.150,Upgrade
31,Dividend Growth,0%,4.32%,0%,8.82%,9.09%,6.25%,10.00%,6.67%,0%,7.14%,Upgrade
32,Operating Margin,13.42%,14.95%,18.96%,17.37%,16.92%,16.86%,16.52%,16.90%,17.84%,16.79%,Upgrade
33,Profit Margin,9.31%,10.94%,13.54%,12.06%,11.49%,11.55%,11.14%,11.26%,11.68%,10.58%,Upgrade
34,Free Cash Flow Margin,14.75%,10.49%,20.30%,25.67%,21.74%,18.93%,20.31%,18.84%,20.51%,18.43%,Upgrade
35,EBITDA,1011,1038,1378,1242,1234,1146,1156,1144,1152,1147,Upgrade
36,D&A For EBITDA,354.5,341,368,350,392,355,364,377,370,368,Upgrade
37,EBIT,656,697,1010,892,842,791,792,767,782,779,Upgrade
