,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+16 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+16 Quarters
0,Market Capitalization,4592,4345,2969,4173,5613,3258,3160,3765,2053,1789,2285,2884,3046,2843,3767,1743,2169,2689,2604,2861,2686,Upgrade
1,Market Cap Growth,33.36%,33.36%,-6.06%,10.82%,173.37%,82.11%,38.31%,30.54%,-32.58%,-37.07%,-39.34%,65.51%,40.39%,5.74%,44.65%,-39.08%,-19.23%,-2.95%,-1.29%,-0.92%,45.71%,Upgrade
2,Enterprise Value,4805,4433,3031,4159,5600,3201,3107,4215,2503,2224,2669,3346,3508,3253,4143,2064,2490,3002,2980,2975,2800,Upgrade
3,Last Close Price,14.00,13.20,8.98,12.59,16.93,9.95,9.65,11.49,8.15,7.10,9.06,11.37,12.00,11.20,15.21,6.99,8.70,10.78,10.44,11.40,10.70,Upgrade
4,PE Ratio,-,-,-,-,254.90,-,-,-,118.98,-,-,-,49.20,-,52.55,-,30.69,-,28.40,-,29.51,Upgrade
5,PS Ratio,5.68,5.49,3.46,4.72,6.45,4.06,3.86,4.58,2.46,2.15,2.50,3.13,3.37,3.11,4.99,2.33,2.94,3.64,3.23,3.44,3.12,Upgrade
6,PB Ratio,3.23,3.07,1.98,2.69,3.50,2.21,2.11,2.51,1.33,2.04,2.59,3.22,3.20,3.29,4.25,2.15,2.55,3.39,3.22,3.77,3.45,Upgrade
7,P/TBV Ratio,3.37,3.37,2.18,2.97,3.78,2.43,2.34,2.76,1.43,2.47,3.04,3.74,-,3.79,4.80,2.42,2.83,3.74,3.34,4.04,3.65,Upgrade
8,P/FCF Ratio,-,-,-,-,-40.21,-,-71.83,-,-28.16,16.00,30.65,-,76.32,-,-,-,164.49,-16.16,-7.55,-,-,Upgrade
9,P/OCF Ratio,-,-,78.62,-,-586.77,-,55.07,-,97.71,9.20,15.24,-,29.03,-,-,-,21.01,22.57,32.87,-,31.18,Upgrade
10,EV/Sales Ratio,6.07,5.60,3.53,4.71,6.43,3.99,3.80,5.13,3.00,2.67,2.92,3.63,3.88,3.56,5.48,2.76,3.38,4.06,3.70,3.58,3.26,Upgrade
11,EV/EBITDA Ratio,-,-,-,-,70.69,52.63,38.31,-,32.92,20.44,33.08,-,30.06,-,36.58,-,20.89,-,23.71,-,25.74,Upgrade
12,EV/EBIT Ratio,-,-,-,-,98.13,-,51.96,-,45.01,26.17,45.72,-,36.44,-,41.48,-,22.94,-,25.37,-,27.05,Upgrade
13,EV/FCF Ratio,-31.22,-,-,-,-40.11,-,-70.61,-,-34.34,19.88,35.80,-,87.89,-,-,-,188.80,-18.04,-8.64,-,-,Upgrade
14,Debt / Equity Ratio,0.54,0.54,0.50,0.43,0.43,0.46,0.48,0.50,0.51,0.88,0.80,0.78,0.69,0.85,0.79,0.94,0.77,0.98,1.00,0.80,0.80,Upgrade
15,Debt / EBITDA Ratio,-,-,-,-,1.61,40.73,12.95,-,2.23,7.84,16.41,-,1.49,-,4.56,-,1.53,-,4.64,-,1.67,Upgrade
16,Debt / FCF Ratio,-,-,-,-,-4.96,-,-16.18,-,-10.80,6.86,9.44,-,16.53,-,-,-,49.76,-4.67,-2.35,-,-,Upgrade
17,Asset Turnover,0.14,0.25,0.14,0.75,0.25,0.29,0.12,0.74,0.37,0.40,0.19,0.89,0.55,0.42,0.16,0.93,0.20,0.42,0.15,1.14,Upgrade,
18,Inventory Turnover,1.21,0.81,1.24,0.69,2.73,0.87,1.23,0.57,2.75,0.95,1.45,0.68,2.45,1.91,1.00,0.49,2.33,0.76,1.51,0.81,3.36,Upgrade
19,Quick Ratio,1.49,1.49,1.70,1.97,2.12,1.80,2.09,2.10,2.26,1.15,1.22,1.28,1.55,1.18,1.10,1.22,1.49,1.28,1.50,1.14,1.25,Upgrade
20,Current Ratio,2.14,2.14,2.31,2.64,2.66,2.50,2.79,2.73,2.73,1.77,1.89,1.93,2.10,1.81,1.87,1.84,2.07,1.87,1.92,1.54,1.56,Upgrade
21,Return on Equity (ROE),-21.53%,-8.58%,-11.66%,22.93%,-5.02%,-0.95%,-12.03%,24.76%,-2.40%,-0.62%,-23.74%,38.96%,-9.89%,15.12%,-18.64%,46.13%,-7.96%,14.77%,-19.59%,47.02%,Upgrade,
22,Return on Assets (ROA),-6.39%,-3.54%,-3.39%,9.09%,-0.11%,0.42%,-3.67%,8.32%,2.69%,0.00%,-5.06%,14.15%,-0.99%,4.33%,-4.23%,14.82%,-0.74%,5.88%,-4.69%,16.02%,Upgrade,
23,Return on Capital (ROIC),-7.01%,-3.88%,-3.71%,10.16%,-0.12%,0.46%,-3.98%,9.14%,3.02%,0.00%,-5.66%,15.87%,-1.12%,4.95%,-4.87%,16.90%,-0.83%,6.65%,-5.37%,18.36%,Upgrade,
24,Return on Capital Employed (ROCE),-,-,-,-,3.05%,-,3.28%,-,2.97%,7.00%,4.83%,-,7.50%,-,8.37%,-,9.02%,-,10.08%,-,11.11%,Upgrade
25,Earnings Yield,-1.43%,-1.51%,-0.19%,0.53%,0.39%,0.30%,0.70%,0.69%,0.84%,1.61%,0.59%,1.59%,2.03%,2.34%,1.90%,3.96%,3.26%,2.42%,3.52%,3.36%,3.39%,Upgrade
26,FCF Yield,-3.35%,-3.54%,-3.58%,-2.19%,-2.49%,-3.12%,-1.39%,-1.44%,-3.55%,6.25%,3.26%,0.09%,1.31%,-4.29%,-1.33%,3.77%,0.61%,-6.19%,-13.24%,-14.96%,-11.08%,Upgrade
27,Dividend Yield,0.07%,-,-,-,0.06%,-,-,-,0.10%,-,-,-,-,-,-,-,0.59%,-,-,-,0.60%,Upgrade
28,Payout Ratio,0.00%,-,-,-,4.67%,-,-,-,7.04%,-,-,-,5.40%,-,66.38%,-,7.02%,-,109.00%,-,6.85%,Upgrade
29,Buyback Yield / Dilution,-7.16%,-5.34%,-3.87%,0.48%,-24.42%,-19.15%,-37.50%,-29.43%,31.93%,-54.00%,-7.88%,-0.73%,-59.54%,21.03%,22.70%,-0.16%,-59.91%,16.96%,-13.79%,0.72%,44.08%,Upgrade
