,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Mar '25 Mar 10, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Market Capitalization,2755808,2463004,2168227,2722153,3007029,2927897,2927897,3149468,2690500,2176140,3348497,3330179,7583575,7821707,4561136,4359640,3154328,3337506,2260418,2117539,1315219,Upgrade
1,Market Cap Growth,-15.88%,-15.88%,-25.95%,-13.57%,11.76%,34.55%,-12.56%,-5.43%,-64.52%,-72.18%,-26.59%,-23.61%,140.42%,134.36%,101.78%,105.88%,139.83%,54.67%,2.36%,-14.37%,-47.18%,Upgrade
2,Enterprise Value,6405372,5633321,5327246,6004248,6119807,5747571,5739129,5114500,4562919,4081690,5217298,4903635,9160061,9879957,6697697,7115313,5818169,6146499,4883112,4428496,3621634,Upgrade
3,Last Close Price,6400.00,5720.00,5480.00,6880.00,7600.00,7400.00,7400.00,7960.00,6800.00,5500.00,8462.96,8416.67,19166.67,19768.52,11527.78,11018.52,7972.22,8435.19,5712.96,5351.85,3324.07,Upgrade
4,PE Ratio,938.39,838.69,327.89,-,230.77,335.82,-33.52,-46.62,-451.11,-,26.43,29.36,39.74,-,16.84,15.46,19.00,18.78,56.62,11.07,6.23,Upgrade
5,PS Ratio,3.17,3.08,5.08,7.44,8.37,7.89,4.94,5.76,4.65,2.44,4.90,3.40,3.74,4.65,2.12,2.31,3.80,3.64,3.56,2.51,1.32,Upgrade
6,PB Ratio,0.49,0.45,0.42,0.53,0.59,0.57,0.58,0.62,0.53,0.43,0.65,0.65,1.49,1.55,0.91,0.87,0.64,0.68,0.47,0.44,0.27,Upgrade
7,P/TBV Ratio,0.49,0.49,0.47,0.59,0.65,0.63,0.64,0.68,0.59,0.47,0.72,0.71,1.65,1.72,1.00,0.96,0.72,0.77,0.53,0.50,0.31,Upgrade
8,P/FCF Ratio,-,-,-7.48,-6.01,-,-,-,-,-,-,-,-,-,8.59,3.68,3.30,5.63,11.52,-2.35,-,-,Upgrade
9,P/OCF Ratio,-,-,-7.51,-6.03,-,-,-,-,-,-3.45,-,-,-,8.54,3.41,3.06,4.78,8.59,-2.43,-,-,Upgrade
10,EV/Sales Ratio,8.02,7.05,12.48,16.42,17.04,15.48,9.69,9.35,7.88,4.57,7.64,5.00,4.52,5.87,3.12,3.77,7.02,6.69,7.69,5.25,3.63,Upgrade
11,EV/EBITDA Ratio,-,-,-,83.77,111.78,180.27,94.06,-,70.94,37.66,80.02,45.69,42.82,-,-18.51,-18.47,-,-,30.14,36.78,16.87,Upgrade
12,EV/EBIT Ratio,-,-,-,-,34788.39,-,1312.39,-,-,69.88,-,-,55.00,-,-16.37,-16.49,-,-,41.98,58.05,19.99,Upgrade
13,EV/FCF Ratio,-3.50,-,-18.38,-13.25,-,-,-,-,-,-,-,-,-,10.85,5.40,5.38,10.38,21.21,-5.07,-,-,Upgrade
14,Debt / Equity Ratio,0.67,0.67,0.59,0.59,0.61,0.58,0.53,0.54,0.39,0.38,0.36,0.35,0.33,0.31,0.42,0.44,0.56,0.57,0.60,0.53,0.48,Upgrade
15,Debt / EBITDA Ratio,-,-,-,77.30,21.54,64.10,47.87,-,36.79,11.70,608.02,47.64,7.39,-,12.45,4.75,-,-,37.19,45.25,12.55,Upgrade
16,Debt / FCF Ratio,-,-,-10.41,-6.64,-,-,-,-,-,-,-,-,-,1.72,1.72,1.67,4.87,9.62,-3.02,-,-,Upgrade
17,Asset Turnover,0.17,0.07,0.03,0.03,0.04,0.05,0.03,0.03,0.13,0.03,0.04,0.16,0.04,0.14,0.42,0.02,0.20,0.04,0.03,0.05,Upgrade,
18,Inventory Turnover,0.24,0.61,0.17,0.06,0.04,0.07,0.15,0.06,0.09,0.34,0.07,0.10,0.42,0.12,0.42,1.20,0.05,1.04,0.08,0.07,0.08,Upgrade
19,Quick Ratio,0.33,0.32,0.32,0.29,0.33,0.40,0.33,0.32,0.35,0.38,0.39,0.42,0.43,0.35,0.40,0.43,0.34,0.40,0.20,0.19,0.21,Upgrade
20,Current Ratio,1.87,1.87,1.95,1.88,2.06,2.03,1.99,2.00,1.84,1.77,1.90,1.89,1.98,1.96,1.92,1.96,1.77,1.86,1.98,1.85,1.85,Upgrade
21,Return on Equity (ROE),0.21%,0.06%,-0.32%,0.37%,0.46%,0.28%,0.31%,0.15%,-6.99%,1.71%,5.12%,4.58%,0.37%,0.75%,11.55%,3.02%,8.33%,1.71%,2.13%,3.96%,Upgrade,
22,Return on Assets (ROA),-2.87%,-0.31%,-0.11%,0.54%,-0.04%,0.00%,-0.53%,-0.02%,0.68%,-0.28%,-0.06%,1.16%,-0.35%,0.74%,2.38%,-0.27%,-11.43%,0.19%,0.07%,0.79%,Upgrade,
23,Return on Capital (ROIC),-3.77%,-0.42%,-0.15%,0.70%,-0.05%,0.00%,-0.72%,-0.03%,0.95%,-0.40%,-0.09%,1.70%,-0.52%,1.08%,3.51%,-0.40%,-17.29%,0.30%,0.10%,1.22%,Upgrade,
24,Return on Capital Employed (ROCE),-,-,-,-,0.00%,-,0.07%,-,-,0.93%,-,-,2.53%,-,-6.32%,-6.52%,-,-,1.69%,1.22%,3.00%,Upgrade
25,Earnings Yield,0.11%,0.12%,0.30%,0.26%,0.43%,0.30%,-2.98%,-2.14%,-0.22%,2.31%,4.32%,3.95%,2.75%,2.39%,6.18%,6.72%,5.61%,5.65%,2.69%,10.01%,17.64%,Upgrade
