,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Cash & Equivalents,174843,92552,95561,81086,114897,36789,123518,64756,121782,90751,41078,174794,40948,125905,186105,74811,208422,182716,69991,103983,Upgrade
1,Short-Term Investments,98560,-,-,-,18427,53981,334.4,59714,68415,58267,93970,148808,148935,150946,79020,91347,142593,149081,58572,100501,Upgrade
2,Trading Asset Securities,2.86,2.86,2.86,2.86,2.86,2.86,2.86,74345,52070,-,-,-,-,-,-,-,-,-,-,-,Upgrade
3,Cash & Short-Term Investments,273405,92555,95564,81089,133327,90773,123855,198815,242267,149017,135048,323603,189883,276851,265125,166158,351015,331797,128563,204485,Upgrade
4,Cash Growth,105.06%,1.96%,-22.84%,-59.21%,-44.97%,-39.09%,-8.29%,-38.56%,27.59%,-46.17%,-49.06%,94.76%,-45.90%,-16.56%,106.22%,-18.74%,45.38%,107.49%,-56.97%,-5.44%,Upgrade
5,Accounts Receivable,244141,231926,188637,198074,422375,231640,197439,188245,214930,252085,284572,274799,239994,267864,248394,214494,350970,256661,363348,433424,Upgrade
6,Other Receivables,680648,1009517,942399,960199,915923,830939,789902,767417,844378,908987,991475,783206,764523,1049589,1203672,1247290,1101337,416289,467679,363177,Upgrade
7,Receivables,2624823,2673123,2503623,2402796,2625329,2371541,2364788,2355731,2506232,2684780,2716106,2689506,3035201,3773235,3829059,3805819,3655111,2784210,2774601,2722012,Upgrade
8,Inventory,3451500,4016255,4100430,4016984,3663741,2848824,2853882,2842495,2776108,2859707,2857172,2782344,2795521,2891939,2958181,3352172,3310375,4356111,4283085,4178693,Upgrade
9,Prepaid Expenses,18351,7073,8524,5661,6025,5713,6251,6679,7093,17671,5993,5713,10910,10217,10531,11275,11466,1821,2288,873.78,Upgrade
10,Other Current Assets,758451,1228867,1237605,1123878,1103147,1565524,1550316,703188,468705,586610,625610,529107,690927,721899,709413,998635,1131730,2427610,2096189,1898225,Upgrade
11,Total Current Assets,7126530,8017873,7945746,7630409,7531569,6882375,6899092,6106907,6000406,6297784,6339929,6330273,6722441,7674141,7772310,8334059,8459697,9901549,9284727,9004289,Upgrade
12,"Property, Plant & Equipment",500361,2425,3288,3542,3815,4072,5086,5250,5687,5813,8219,9441,7349,7936,7025,5971,4364,4888,6136,5983,Upgrade
13,Long-Term Investments,1145064,990438,876568,847286,847716,992290,964760,1001558,1004524,1081544,1083191,1000705,874821,660672,656272,729388,729912,696872,425029,426912,Upgrade
14,Goodwill,47194,50565,53936,57308,60679,64050,67421,70792,74163,77534,80905,84276,87647,91018,94389,97760,101131,104502,107873,111244,Upgrade
15,Other Intangible Assets,96905,188671,190254,191842,193430,195028,195611,197202,198778,200361,199392,200878,202390,202136,205000,205605,206570,207467,205728,207061,Upgrade
16,Long-Term Deferred Tax Assets,-,-,-,-,-,6067,5637,3408,2520,25662,20712,2520,2520,-,-,-,-,-,-,-,Upgrade
17,Other Long-Term Assets,2922257,1632956,1789426,1919059,1985389,1954344,2143786,2242338,2405198,2131010,2147677,2134936,1900095,1828528,1844641,1915131,1912002,954669,1211375,1169214,Upgrade
18,Total Assets,11846891,10891509,10867799,10658026,10631177,10106806,10289972,9627455,9691276,9819709,9880026,9763028,9797263,10464431,10579637,11287913,11413677,11869948,11241384,10925269,Upgrade
19,Accounts Payable,453248,372442,325439,257597,283364,237201,210630,203411,210468,217392,225606,165646,85150,135927,89615,85146,105471,145815,137586,132836,Upgrade
20,Accrued Expenses,214120,172180,217231,217300,395467,200297,182970,266495,317625,216422,292147,275282,275618,268118,210339,152458,148443,153098,139603,141558,Upgrade
21,Short-Term Debt,1263859,1453939,1462453,1165852,1091063,996966,929718,757322,749639,602545,531050,482101,530760,540605,498138,772854,659641,937547,1222119,1058888,Upgrade
