,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Mar '25 Mar 12, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Market Capitalization,25043462,26991666,24217983,25770417,24380115,21565848,20281074,15641516,15520965,13682559,14466142,15671654,17600473,14255177,14948347,12959252,10201644,9679754,7111353,5522804,4439028,Upgrade
1,Market Cap Growth,25.16%,25.16%,19.41%,64.76%,57.08%,57.62%,40.20%,-0.19%,-11.82%,-4.02%,-3.23%,20.93%,72.53%,47.27%,110.20%,134.65%,129.82%,39.91%,-12.59%,-28.46%,-43.58%,Upgrade
2,Enterprise Value,23592846,28598529,25324762,26714579,25662337,23021771,21030702,17530102,17120788,15823133,16620769,17659586,19558659,16276301,16935318,15078238,12323572,12051626,9583591,8053400,6980584,Upgrade
3,Last Close Price,59600.00,65200.00,66431.04,68838.05,66101.12,58470.87,54987.50,41742.11,41420.40,36514.29,37659.98,40798.31,45819.64,37110.77,38915.31,32898.88,25898.30,24941.94,18323.91,13611.95,10940.79,Upgrade
4,PE Ratio,13.91,19.44,18.84,21.39,9.64,9.87,9.12,7.06,18.11,14.96,15.67,19.45,26.32,25.31,34.43,32.03,27.75,28.36,20.31,13.30,9.30,Upgrade
5,Forward PE,18.32,20.09,19.46,19.52,20.62,15.16,11.67,10.85,9.78,14.24,15.08,18.63,23.88,22.38,24.69,24.86,21.89,23.97,17.50,14.05,9.91,Upgrade
6,PS Ratio,3.93,5.59,5.44,6.15,6.17,5.61,5.25,4.06,3.96,3.51,3.72,4.32,5.18,4.45,5.20,4.57,3.79,3.71,2.79,2.16,1.70,Upgrade
7,PB Ratio,1.99,1.96,2.30,2.38,2.35,2.22,2.12,1.59,1.89,1.72,1.78,2.02,2.39,2.02,2.26,1.88,1.51,1.47,1.09,0.82,0.66,Upgrade
8,P/TBV Ratio,2.25,2.25,2.78,2.83,2.79,2.64,2.53,1.87,2.37,2.15,2.21,2.50,2.93,2.49,2.82,2.34,1.88,1.84,1.34,1.01,0.84,Upgrade
9,P/FCF Ratio,518.34,558.66,-27.33,-,-39.85,-,-,18.75,-,14.66,88.44,70.76,-,37.65,38.29,32.31,-,22.02,10.42,8.11,6.23,Upgrade
10,P/OCF Ratio,16.39,16.39,100.86,-79.16,214.04,-,-,5.93,5.91,5.95,12.06,16.43,21.07,14.78,16.32,13.90,15.06,14.77,6.55,5.11,4.21,Upgrade
11,PEG Ratio,0.80,1.64,1.64,1.64,1.64,1.64,1.64,1.64,1.64,1.64,1.64,1.64,1.64,1.64,1.64,1.64,1.64,1.64,1.64,1.64,1.64,Upgrade
12,EV/Sales Ratio,4.88,5.92,5.69,6.38,6.50,5.99,5.45,4.55,4.37,4.06,4.27,4.87,5.75,5.08,5.90,5.32,4.58,4.63,3.76,3.15,2.67,Upgrade
