,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Cash & Equivalents,3964295,1166551,1831042,1979288,1471676,1014008,1758422,1075293,1364350,730753,682356,614390,637349,424134,498959,385445,427676,241418,220128,208126,Upgrade
1,Short-Term Investments,1012300,591300,387087,396674,345719,521500,551616,17876,64295,18862,18417,14490,21990,37569,37468,43224,4368,12507,3700,2700,Upgrade
2,Trading Asset Securities,8906,10241,20067,15584,13148,13721,15073,18834,17936,20688,24100,30028,29841,30963,21983,19291,19069,20194,38859,36980,Upgrade
3,Cash & Short-Term Investments,4985501,1768092,2238196,2391546,1830543,1549228,2325111,1112002,1446580,770304,724873,658908,689181,492666,558410,447960,451114,274119,262687,247807,Upgrade
4,Cash Growth,172.35%,14.13%,-3.74%,115.07%,26.54%,101.12%,220.76%,68.76%,109.90%,56.35%,29.81%,47.09%,52.77%,79.73%,112.58%,80.77%,94.80%,3.69%,-17.30%,-3.15%,Upgrade
5,Accounts Receivable,551406,617884,609641,580052,549795,544773,519496,498533,530637,499307,537174,461134,426328,405019,468853,393263,332464,359592,332762,357934,Upgrade
6,Other Receivables,168606,40386,77111,175152,52083,83421,69599,114759,63093,178403,148445,157804,131732,106410,213256,101065,86352,133208,200506,117989,Upgrade
7,Receivables,750936,769194,849676,1035212,899886,969817,955719,669916,618354,702333,710243,643562,577683,548053,738733,540451,448346,544430,603358,549014,Upgrade
8,Inventory,83407,72338,63584,64236,68170,65954,64104,79460,82532,83045,87977,83124,68713,65997,65655,65058,72967,94869,92195,85905,Upgrade
9,Prepaid Expenses,21203,18592,12848,13825,7950,14102,15864,21866,12708,15118,19158,20847,13619,6302,13451,15814,11051,16104,10566,14046,Upgrade
10,Other Current Assets,834757,863473,736248,654849,573652,553491,649561,499799,458553,498884,480737,392100,340284,320012,333286,297168,372923,338064,416651,417791,Upgrade
11,Total Current Assets,6675803,3491688,3900552,4159668,3380201,3152592,4010359,2383043,2618727,2069683,2022988,1798540,1689479,1433029,1709535,1366452,1356400,1267587,1385457,1314562,Upgrade
12,"Property, Plant & Equipment",5502935,5448878,5697627,5621978,5666981,5665724,5627181,6258028,5790841,5032393,4811225,4668108,4630892,4689329,4775636,4860260,4634951,4656160,4717894,4878099,Upgrade
13,Long-Term Investments,3840696,3511218,3279571,3205653,3124651,3056413,3003457,3075247,3065415,3091995,2983095,2944179,2830079,2540013,2474254,2516152,2531074,2597792,2648106,2738248,Upgrade
14,Goodwill,131117,138018,144919,151820,158721,165622,172522,179423,186324,193225,200126,207027,213928,220829,227730,234631,241531,255337,269142,282948,Upgrade
15,Other Intangible Assets,247081,238402,247630,244750,258390,261608,253645,383900,385423,390767,387930,386752,389696,384123,390089,394552,397391,269548,263854,406459,Upgrade
16,Long-Term Deferred Tax Assets,246620,195569,190062,192215,184953,156763,151840,153348,151296,136226,134075,131588,132522,121463,121844,111104,110694,107948,106918,103183,Upgrade
17,Other Long-Term Assets,1333256,1334536,1275169,753825,764029,778254,782918,825083,824526,827345,832395,829558,836514,517763,526149,529892,537402,675188,684081,567083,Upgrade
18,Total Assets,17985608,14366410,14743630,14338010,13546025,13245076,14010022,13266173,13030653,11749736,11379934,10973852,10731211,9914648,10234337,10025744,9834544,9829561,10075453,10290582,Upgrade
19,Accounts Payable,461670,533152,632385,540679,517924,475953,555424,975726,838451,463359,297235,363209,380603,389264,354595,441517,357899,342613,320989,381290,Upgrade
20,Accrued Expenses,804544,651766,590712,588414,629360,531164,494430,503862,480704,570921,692979,747692,718707,433436,385266,382155,372380,321098,261295,241396,Upgrade
21,Short-Term Debt,62722,55760,24812,71730,63359,985.62,-,25661,177454,277549,410367,552323,521830,449580,407796,305843,422941,383425,380861,356626,Upgrade
22,Current Portion of Long-Term Debt,359296,354251,369980,369779,357760,345080,318262,350504,330005,299617,304236,301037,297305,289180,274304,328534,290488,298813,295426,310256,Upgrade
23,Current Portion of Leases,21.29,210.64,6605,15691,24241,33023,34898,35294,35957,38113,38805,39734,41331,43293,45800,47939,49458,51005,52814,55455,Upgrade
24,Current Income Taxes Payable,52026,70763,70136,50112,54959,58005,484361,43405,40080,57831,33630,23273,24455,46968,31760,8445,19149,41552,23766,83924,Upgrade
25,Current Unearned Revenue,1216,2540,1512,7785,8478,226.94,-,1032,1039,3985,2476,3426,1314,1743,2201,2428,1407,-,-,2515,Upgrade
26,Other Current Liabilities,365581,273904,234052,297298,259257,360685,250299,1239361,1306889,261909,260145,235066,277176,266207,396917,224105,231490,316313,372051,467394,Upgrade
27,Total Current Liabilities,2107076,1942346,1930194,1941489,1915337,1805122,2137674,3174845,3210579,1973284,2039873,2265760,2262721,1919670,1898640,1740966,1745212,1754820,1707202,1898857,Upgrade
28,Long-Term Debt,1745343,1518606,1613235,1624961,1518368,1503650,1638748,1494921,1462501,1262998,1186955,934765,1004364,942822,1012335,1083847,1038012,1106594,1174335,1229149,Upgrade
29,Long-Term Leases,-,-,-,3.65,20.31,208.17,6145,14938,23662,32700,40451,48166,56879,66844,77812,88372,99727,112157,124615,139392,Upgrade
30,Long-Term Unearned Revenue,264120,266907,269694,272480,275267,280307,278204,284913,290603,266834,269120,270690,276219,272285,273998,273803,275215,265397,263997,261589,Upgrade
31,Other Long-Term Liabilities,115705,110344,112156,108262,104659,103084,98678,96707,95552,95425,91385,88169,86410,84810,84164,82830,81449,80001,78300,77964,Upgrade
32,Total Liabilities,4232245,3838203,3925279,3947196,3813651,3692371,4159449,5066324,5082897,3631242,3627783,3607551,3686593,3286431,3346948,3269818,3239615,3318970,3348449,3606950,Upgrade
33,Common Stock,4139826,3104870,3104870,3058986,3058986,3058986,3013780,3013780,3013780,3013780,3013780,3013780,3013780,3013780,3013780,3013780,3013780,2969250,2969250,2969250,Upgrade
34,Additional Paid-In Capital,3920183,1941832,1941832,1941832,1941832,1941832,1941832,1941832,1941832,1941832,1941832,1941832,1941832,1941832,1941832,1941832,1941832,1941832,1941832,1941832,Upgrade
35,Retained Earnings,3693996,3459602,3807626,3545092,3024819,2863810,3298000,1653057,1380023,1547806,1316788,1086018,813857,616192,853461,732797,587783,739466,804161,752840,Upgrade
36,Comprehensive Income & Other,631856,575776,633679,591361,554849,565874,520275,511909,590417,615177,581065,553857,549493,334342,350982,355107,358105,166047,304886,332186,Upgrade
37,Total Common Equity,12385861,9082080,9488006,9137271,8580485,8430501,8773887,7120578,6926052,7118594,6853464,6595487,6318961,5906145,6160054,6043516,5901499,5816594,6020129,5996108,Upgrade
38,Minority Interest,1367502,1446127,1330344,1253543,1151889,1122205,1076686,1079271,1021704,999900,898687,770814,725658,722072,727334,712411,693430,693997,706875,687525,Upgrade
39,Shareholders' Equity,13753363,10528207,10818350,10390814,9732374,9552706,9850573,8199849,7947756,8118494,7752151,7366301,7044618,6628217,6887388,6755927,6594929,6510591,6727004,6683632,Upgrade
40,Total Liabilities & Equity,17985608,14366410,14743630,14338010,13546025,13245076,14010022,13266173,13030653,11749736,11379934,10973852,10731211,9914648,10234337,10025744,9834544,9829561,10075453,10290582,Upgrade
41,Total Debt,2167383,1928828,2014632,2082165,1963748,1882946,1998053,1921317,2029579,1910978,1980813,1876026,1921710,1791718,1818047,1854535,1900627,1951995,2028051,2090878,Upgrade
42,Net Cash (Debt),2818118,-160736,223564,309381,-133205,-333718,327058,-809315,-582999,-1140674,-1255940,-1217118,-1232529,-1299052,-1259637,-1406574,-1449513,-1677876,-1765363,-1843071,Upgrade
43,Net Cash Growth,-,-,-31.64%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
44,Net Cash Per Share,6618.18,-476.86,710.11,1125.20,-402.51,-969.08,1226.27,-2714.66,-1779.00,-3479.82,-4166.15,-4427.92,-3763.02,-3965.36,-4179.68,-5111.80,-4497.49,-5199.91,-5948.09,-6793.33,Upgrade
45,Filing Date Shares Outstanding,413.98,310.49,310.49,305.9,305.9,305.9,301.38,301.38,301.38,301.38,301.38,301.38,301.38,301.38,301.38,301.38,301.38,296.92,296.92,296.92,Upgrade
46,Total Common Shares Outstanding,413.98,310.49,310.49,305.9,305.9,305.9,301.38,301.38,301.38,301.38,301.38,301.38,301.38,301.38,301.38,301.38,301.38,296.92,296.92,296.92,Upgrade
47,Working Capital,4568727,1549342,1970358,2218180,1464864,1347470,1872686,-791802,-591852,96399,-16884,-467220,-573241,-486641,-189105,-374514,-388812,-487233,-321745,-584294,Upgrade
48,Book Value Per Share,29918.79,29251.08,30558.47,29870.27,28050.10,27559.79,29112.57,23626.74,22981.28,23620.16,22740.43,21884.44,20966.90,19597.14,20439.63,20052.95,19581.72,19589.44,20274.92,20194.02,Upgrade
49,Tangible Book Value,12007663,8705660,9095457,8740701,8163375,8003271,8347720,6557254,6354305,6534602,6265407,6001708,5715337,5301194,5542236,5414333,5262577,5291709,5487132,5306700,Upgrade
50,Tangible Book Value Per Share,29005.23,28038.73,29294.17,28573.86,26686.54,26163.15,27698.51,21757.58,21084.17,21682.41,20789.20,19914.22,18964.02,17589.85,18389.65,17965.26,17461.72,17821.70,18479.86,17872.19,Upgrade
51,Buildings,2181873,2170465,2177693,2170881,2242843,2231416,2192619,2751133,2156309,2155125,2149862,2145799,2122404,2122347,2124732,2125296,2125439,2101800,2100494,2102110,Upgrade
52,Machinery,4089058,4052115,4043233,3928373,3991985,3818085,3596226,4081257,3535109,3302236,3250943,3222184,3102565,3131068,3109149,3095622,2782946,2840374,2866375,2838173,Upgrade
53,Construction In Progress,1716854,1624374,1799710,1753049,1759344,1901583,2024315,2208546,2790193,2186070,1930429,1729999,1746638,1716667,1736731,1749231,1757169,1710551,1686246,1785502,Upgrade
