,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,1578,1520,2200,2616,2715,3394,4442,5448,6286,1733,1589,Upgrade
1,Market Cap Growth,-41.87%,-41.87%,-18.96%,-22.95%,-38.88%,-37.69%,-29.33%,214.43%,295.69%,-7.57%,-29.58%,Upgrade
2,Enterprise Value,4089,3582,3267,3821,4340,5001,5860,6899,8520,4247,4567,Upgrade
3,Last Close Price,0.19,0.19,0.26,0.31,0.31,0.39,0.51,0.62,0.72,0.24,0.24,Upgrade
4,PE Ratio,-,-,23.20,11.48,5.77,6.57,7.67,8.66,13.02,6.47,51.19,Upgrade
5,PS Ratio,0.44,0.43,0.59,0.76,0.76,0.94,1.21,1.59,1.99,0.61,0.56,Upgrade
6,PB Ratio,0.38,0.35,0.47,0.58,0.56,0.71,0.93,1.23,1.55,0.58,0.59,Upgrade
7,P/TBV Ratio,0.37,0.37,0.50,0.61,0.59,0.75,0.99,1.31,1.66,0.62,0.65,Upgrade
8,P/FCF Ratio,-,-,-,11.35,19.06,-,16.14,-,13.45,708.80,-,Upgrade
9,P/OCF Ratio,2.42,2.42,2.12,1.86,2.14,2.68,3.53,4.91,4.85,2.34,1.62,Upgrade
10,PEG Ratio,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,Upgrade
11,EV/Sales Ratio,1.15,1.01,0.88,1.11,1.21,1.38,1.60,2.01,2.70,1.49,1.61,Upgrade
12,EV/EBITDA Ratio,4.14,3.72,3.29,4.32,4.16,4.48,4.79,5.46,7.24,4.36,4.56,Upgrade
13,EV/EBIT Ratio,4.87,4.28,3.73,4.96,4.70,5.04,5.35,6.07,8.13,4.85,5.36,Upgrade
14,EV/FCF Ratio,-4.15,-,-,16.58,30.47,-,21.29,-,18.23,1737.46,-,Upgrade
15,Debt / Equity Ratio,0.62,0.62,0.52,0.49,0.43,0.48,0.43,0.49,0.40,0.76,0.92,Upgrade
16,Debt / FCF Ratio,-,-,-,9.55,14.71,-,7.52,-,3.47,939.32,-,Upgrade
17,Return on Capital Employed (ROCE),13.56%,13.56%,14.45%,13.45%,15.66%,19.16%,20.90%,20.85%,25.59%,28.46%,30.72%,Upgrade
18,Earnings Yield,-5.51%,-5.72%,4.31%,8.71%,17.34%,15.23%,13.03%,11.55%,7.68%,15.46%,1.95%,Upgrade
19,FCF Yield,-62.46%,-64.81%,-18.53%,8.81%,5.25%,6.04%,6.20%,3.79%,7.44%,0.14%,16.65%,Upgrade
20,Buyback Yield / Dilution,2.12%,1.64%,0.65%,0.90%,-0.25%,0.01%,5.36%,-29.33%,-39.37%,-1.99%,-,Upgrade
21,Total Shareholder Return,3.29%,1.64%,0.65%,0.90%,-0.25%,0.01%,5.36%,-29.33%,-39.37%,-1.99%,-,Upgrade
