,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,83.7,46.55,33.05,4.45,3.43,20.91,7.29,33.69,0.61,1.28
1,Short-Term Investments,69.88,-,24.96,-,84.04,18.8,155.75,9.19,98.94,5.65
2,Cash & Short-Term Investments,153.58,46.55,58.01,4.45,87.48,39.71,163.04,42.89,99.55,6.94
3,Cash Growth,164.73%,945.15%,-33.68%,-88.78%,-46.35%,-7.41%,63.78%,518.39%,-30.45%,6.46%
4,Accounts Receivable,356.41,148,306.57,259.1,314.37,329.34,285.46,290.7,241.14,386.95
5,Other Receivables,-,20.58,-,28.77,-,6.4,-,3.07,-,11.4
6,Receivables,356.41,168.58,306.57,287.87,314.37,335.74,285.46,293.77,241.14,398.35
7,Inventory,0.01,0.93,-,-,0,-,0.69,-,-,-
8,Prepaid Expenses,-,5.14,-,2.02,-,49.22,-,135.07,-,4.03
9,Other Current Assets,-,-,-,-,-,-,-,23.55,40.08,40.06
10,Total Current Assets,510,221.21,364.58,294.34,401.85,424.66,449.19,495.27,380.76,449.38
11,"Property, Plant & Equipment",8.73,9.93,11.97,12.54,15.03,11.03,13.59,14.12,15.65,18.27
12,Goodwill,20.45,20.94,20.57,21.52,22.3,23.36,22.89,22.61,20.88,21.67
13,Long-Term Deferred Tax Assets,6.52,5.92,1.61,1.32,0.38,0.38,2.3,2.3,2.19,2.04
14,Other Long-Term Assets,5.05,1.39,1.4,1.55,1.56,1.74,1.66,1.9,26.4,26.38
15,Total Assets,550.75,259.39,400.12,331.27,441.11,461.17,489.63,536.19,445.89,517.74
16,Accounts Payable,294.28,53.38,117.88,103.03,60.6,91.9,92.85,97.14,60.01,113.5
17,Accrued Expenses,-,43.17,-,95.89,-,109.68,-,24.97,-,23.3
18,Short-Term Debt,16.16,31.99,29.1,19.16,54.18,37.36,62.6,64.66,131.81,103.5
19,Current Portion of Leases,2.06,3.83,4.06,4.3,4.71,3.38,5.05,6.65,6.81,7.65
20,Current Income Taxes Payable,9.25,10.02,7.23,5.05,10.78,10.17,11.18,12.09,10.99,8.23
21,Current Unearned Revenue,91.06,0.45,0.45,0.47,6.74,7.39,11.56,15.09,27.65,17
22,Other Current Liabilities,16.44,8.97,158.83,2.78,166.59,1.7,39.67,6.54,20.07,0.9
23,Total Current Liabilities,429.25,151.82,317.54,230.69,303.6,261.58,222.9,227.13,257.33,274.07
24,Long-Term Debt,1.07,-,-,-,-,-,9,9,-,-
25,Long-Term Leases,3.62,3.16,5,5.26,6.89,4.08,5.24,5.23,7.27,9.44
26,Total Liabilities,433.94,154.98,322.54,235.94,310.49,265.66,237.14,241.35,264.6,283.51
27,Common Stock,9.28,8.51,7.61,7.61,7.61,7.61,7.61,7.61,6.12,6.12
28,Additional Paid-In Capital,342.72,312.51,278.78,278.78,278.78,278.78,278.78,278.78,166.24,166.24
29,Retained Earnings,-213.39,-202.15,-192.49,-180.55,-194.02,-136.19,-77.41,-35.37,-31.89,20.09
30,Comprehensive Income & Other,-10.06,-7.35,-9.14,-4.28,42.74,48.35,45.97,44.57,40.94,41.78
31,Total Common Equity,128.54,111.51,84.76,101.56,135.1,198.54,254.95,295.58,181.41,234.23
32,Minority Interest,-11.73,-7.1,-7.18,-6.23,-4.48,-3.03,-2.47,-0.75,-0.13,-
33,Shareholders' Equity,116.81,104.41,77.58,95.33,130.62,195.51,252.48,294.84,181.28,234.23
34,Total Liabilities & Equity,550.75,259.39,400.12,331.27,441.11,461.17,489.63,536.19,445.89,517.74
35,Total Debt,22.91,38.98,38.16,28.72,65.78,44.82,81.89,85.54,145.89,120.59
36,Net Cash (Debt),130.67,7.57,19.86,-24.27,21.7,-5.11,81.15,-42.65,-46.34,-113.65
37,Net Cash Growth,558.11%,-,-8.48%,-,-73.26%,-,-,-,-,-
38,Net Cash Per Share,0.14,0.01,0.03,-,0.03,-,0.11,-0.06,-0.08,-0.19
39,Filing Date Shares Outstanding,928.01,850.83,760.83,760.83,760.83,760.83,760.83,760.83,612,612
40,Total Common Shares Outstanding,928.01,850.83,760.83,760.83,760.83,760.83,760.83,760.83,612,612
41,Working Capital,80.75,69.39,47.04,63.65,98.25,163.08,226.3,268.14,123.43,175.31
42,Book Value Per Share,0.14,0.13,0.11,0.13,0.18,0.26,0.34,0.39,0.30,0.38
43,Tangible Book Value,108.09,90.57,64.19,80.04,112.81,175.19,232.06,272.98,160.53,212.56
44,Tangible Book Value Per Share,0.12,0.11,0.08,0.11,0.15,0.23,0.31,0.36,0.26,0.35
45,Machinery,-,2.59,-,2.65,-,83.57,-,83.38,-,96.32
46,Order Backlog,421.31,-,-,-,-,-,-,-,-,-
