,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Cash & Equivalents,1662,1441,1315,1345,1354,1229,1098,1100,-,1293,1279,1410,1479,1409,1463,1641,1806,1886,1332,2569,Upgrade
1,Trading Asset Securities,0.38,0.27,0.37,0.5,0.4,0.42,0.47,0.5,-,1.65,1.75,1.74,1.23,1.48,1.69,1.71,1.57,1.53,601.53,101.82,Upgrade
2,Cash & Short-Term Investments,1663,1441,1315,1346,1355,1229,1098,1101,-,1295,1281,1411,1480,1410,1465,1642,1808,1887,1934,2671,Upgrade
3,Cash Growth,22.73%,17.24%,19.80%,22.24%,-,-5.06%,-14.27%,-22.00%,-,-8.20%,-12.57%,-14.07%,-18.14%,-25.27%,-24.24%,-38.51%,-31.61%,-27.39%,-25.47%,5.74%,Upgrade
4,Accounts Receivable,174.32,168.31,134.68,126.44,169.66,127.74,112.11,73.41,-,75.59,61.61,71.41,75.13,90.25,92.36,94.91,99.49,95.87,139.99,175.33,Upgrade
5,Other Receivables,117.66,120.55,98.22,76.09,106.29,81.07,53.36,36.27,-,32.2,30.21,33.4,29.91,44.24,54.45,55.04,57.23,55.93,86.02,67.63,Upgrade
6,Receivables,291.98,288.87,232.9,202.53,275.95,208.81,165.47,109.68,-,107.8,91.82,104.81,105.04,134.49,146.82,149.95,156.72,151.8,226,242.96,Upgrade
7,Inventory,12.27,11.68,13.26,12.46,14.68,15.16,15.64,15.76,-,12.93,13.59,14.03,13.42,13.68,14.15,13.27,16.01,16.32,17.14,15.97,Upgrade
8,Prepaid Expenses,-,-,-,0,-,-,-,-,-,0.01,-,0.01,-,0.2,-,0.01,-,0.84,-,0.01,Upgrade
9,Other Current Assets,182.45,175.27,131.53,108.9,160.57,122.94,84.86,55.28,-,69.06,60.59,74.63,93.08,97.65,101.04,109.09,163.87,138,177.32,249.02,Upgrade
10,Total Current Assets,2149,1917,1693,1670,1806,1576,1364,1282,-,1485,1447,1605,1692,1656,1727,1915,2145,2194,2354,3179,Upgrade
11,"Property, Plant & Equipment",554.16,577.01,544.43,513.52,524.79,538.74,535.92,536.46,-,542.77,550.33,560.91,561.81,576.57,598.82,553.2,575.98,587.76,590.42,597.65,Upgrade
12,Long-Term Investments,64.71,35.43,44.47,53.35,54.79,56.88,62.45,74.6,-,72.84,73.43,75.55,61.91,69.8,71.02,71.51,91.99,97.38,68.42,75.39,Upgrade
