,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,12093,9847,11501,13491,13827,8593,11301,13561,15578,10596,11138,Upgrade
1,Market Cap Growth,-27.01%,-27.01%,-16.82%,56.99%,22.35%,-36.63%,-27.46%,27.98%,39.87%,45.78%,135.13%,Upgrade
2,Enterprise Value,10928,6963,9403,10964,11015,6827,8719,11072,12519,8077,7903,Upgrade
3,Last Close Price,1.66,1.30,1.51,1.67,1.75,0.99,1.29,1.46,1.73,1.18,1.42,Upgrade
4,PE Ratio,32.99,27.28,28.50,21.65,15.00,9.53,-10.32,-,23.65,24.03,-,Upgrade
5,PS Ratio,11.08,9.17,13.02,13.19,8.64,5.81,9.46,12.48,22.07,41.08,-,Upgrade
6,PB Ratio,1.20,0.97,1.15,1.42,1.38,0.80,1.10,1.29,1.31,0.94,1.13,Upgrade
7,P/TBV Ratio,0.98,0.98,1.21,1.44,1.44,0.81,1.15,1.30,1.34,0.95,1.17,Upgrade
8,P/FCF Ratio,66.85,54.44,131.43,-,271.66,-10.40,-,170.87,-,-,-,Upgrade
9,P/OCF Ratio,33.59,33.59,59.96,-,-,-10.43,-,119.97,248.21,209.80,-,Upgrade
10,EV/Sales Ratio,10.17,6.48,10.64,10.72,6.88,4.62,7.30,10.19,17.74,31.32,-,Upgrade
11,EV/EBITDA Ratio,33.68,29.33,110.51,-,15.49,14.28,-,48.60,-1179.81,-,-,Upgrade
12,EV/EBIT Ratio,75.91,34.64,189.29,-,16.45,15.94,-,53.92,-398.02,-,-,Upgrade
13,EV/FCF Ratio,60.41,38.50,107.46,-,216.40,-8.26,-,139.51,-,-,-,Upgrade
14,Debt / Equity Ratio,0.29,0.29,0.22,0.29,0.26,0.24,0.23,0.15,0.14,0.15,0.09,Upgrade
15,Debt / FCF Ratio,16.20,16.20,24.98,-,51.01,-3.18,-,20.55,-,-,-,Upgrade
16,Return on Capital Employed (ROCE),1.53%,1.53%,0.41%,-,5.49%,3.34%,-,1.70%,-0.23%,-,-,Upgrade
17,Earnings Yield,2.98%,3.67%,3.51%,4.62%,6.67%,10.49%,-9.69%,-8.68%,4.23%,4.16%,-,Upgrade
18,FCF Yield,1.50%,1.84%,0.76%,-0.09%,0.37%,-9.61%,-6.95%,0.59%,-0.22%,-0.30%,-,Upgrade
19,Dividend Yield,3.05%,3.89%,3.62%,5.19%,5.45%,9.70%,7.45%,6.56%,5.64%,3.61%,-,Upgrade
20,Buyback Yield / Dilution,0.56%,2.57%,-1.51%,-2.93%,0.95%,1.92%,-1.78%,-7.25%,-,-32.17%,-,Upgrade
21,Total Shareholder Return,3.61%,6.45%,2.12%,2.26%,6.41%,11.62%,5.67%,-0.69%,5.64%,-28.56%,-,Upgrade
