,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,189.38,132.09,218.59,156.99,184.71,157.3,344.3,218.03,295.52,354.07
1,Trading Asset Securities,41.54,101.35,54.27,207.52,118.35,106.88,58.52,91.31,1.94,1.94
2,Cash & Short-Term Investments,230.92,233.43,272.86,364.52,303.06,264.18,402.82,309.34,297.45,356.01
3,Cash Growth,-15.37%,-35.96%,-9.97%,37.98%,-24.77%,-14.60%,35.42%,-13.11%,40.20%,14.54%
4,Accounts Receivable,1168,1303,1232,1407,1272,1161,1066,1003,1084,1054
5,Other Receivables,27.65,10.04,9.89,12.47,9.78,8.1,23.02,14.91,17.02,20.28
6,Receivables,1196,1313,1242,1419,1282,1169,1089,1018,1101,1074
7,Inventory,435.71,355.3,409.68,354.92,423.81,449.96,372.13,396.22,368.92,355.23
8,Prepaid Expenses,-,-,-,2.48,-,1.16,-,2.04,-,0.02
9,Restricted Cash,-,-,-,2.94,-,-,-,20.04,-,50
10,Other Current Assets,48.56,46.26,59,42,45.78,41.2,64.29,48.4,37.33,20.8
11,Total Current Assets,1911,1948,1984,2186,2054,1926,1928,1794,1805,1856
12,"Property, Plant & Equipment",849.34,866.86,854.32,845.65,808.47,733.85,630.05,607.27,524.52,464.12
13,Long-Term Investments,298.68,290,270.21,250.09,229.71,214.59,194.15,182.34,169.58,159
14,Goodwill,73.41,73.41,79.07,79.07,102.74,102.74,102.74,102.74,102.74,102.74
15,Other Intangible Assets,144.33,138.3,140.06,141.37,143,144.55,89.78,90.63,91.57,91.28
16,Long-Term Accounts Receivable,-,-,-,79.71,-,70.89,-,74.13,-,124.31
17,Long-Term Deferred Tax Assets,46.18,33.16,28.81,11.43,28.11,24.54,28.7,25.22,27.91,27.11
18,Long-Term Deferred Charges,0.77,0.86,-,-,-,-,-,-,-,-
19,Other Long-Term Assets,144.2,88.3,86.29,1.97,85.16,5.23,105.02,21.29,126.44,23.32
20,Total Assets,3468,3439,3442,3595,3452,3222,3079,2898,2848,2848
21,Accounts Payable,348.32,382.94,374.72,370.17,388.92,387.63,348.79,325.94,341.19,442.65
22,Accrued Expenses,80.21,6.01,78.45,93.68,79.57,89.94,57.66,55.53,43.54,41.99
23,Short-Term Debt,210.76,198.15,144.5,182.64,145.2,58.71,300,233,155,170
24,Current Portion of Long-Term Debt,125,158.34,214.2,217.5,78,-,-,70,70,10
25,Current Portion of Leases,-,-,0.64,0.63,13.12,0.6,24.57,23.88,23.29,22.65
26,Current Income Taxes Payable,3.34,18.6,10.4,2.51,18.21,15.25,14.46,6.74,14.37,13.12
27,Current Unearned Revenue,12.92,14.75,14.13,8.16,8.37,7.66,7.73,12.1,13.31,8.58
28,Other Current Liabilities,26.61,26.42,65.32,43.9,74.11,75.83,20.61,26.3,57.18,17.85
29,Total Current Liabilities,807.16,805.21,902.37,919.18,805.51,635.63,773.82,753.49,717.88,726.83
30,Long-Term Debt,227.46,150.31,140.2,197.5,255.5,219.5,84,-,-,70
31,Long-Term Leases,0.62,-,-,-,-,0.63,13.12,25.9,36.49,47.98
32,Long-Term Unearned Revenue,4.36,4.48,4.6,4.71,4.83,4.94,5.06,5.18,5.29,5.41
33,Long-Term Deferred Tax Liabilities,0.28,0.29,0.3,0.31,0.33,0.39,0.77,1.06,0.63,0.66
34,Other Long-Term Liabilities,-,-,-,0.45,-,-,-,-,-,-
35,Total Liabilities,1040,960.29,1047,1122,1066,861.1,876.76,785.62,760.29,850.88
36,Common Stock,448.92,448.92,448.92,448.92,448.92,448.92,448.92,448.92,448.92,448.92
37,Additional Paid-In Capital,813.73,813.54,813.23,813.23,813.23,813.23,813.23,813.23,830.65,830.65
38,Retained Earnings,1152,1203,1120,1199,1111,1088,930.4,841.49,731.14,642.23
39,Comprehensive Income & Other,-0.12,-0.12,-0.12,-0.12,-,-,-,-,-,-
40,Total Common Equity,2415,2466,2382,2461,2374,2350,2193,2104,2011,1922
41,Minority Interest,13.15,13.14,12.71,12.29,11.99,11.16,9.5,8.77,76.78,75.19
42,Shareholders' Equity,2428,2479,2395,2473,2386,2361,2202,2112,2087,1997
43,Total Liabilities & Equity,3468,3439,3442,3595,3452,3222,3079,2898,2848,2848
44,Total Debt,563.84,506.8,499.54,598.27,491.82,279.44,421.69,352.78,284.78,320.63
45,Net Cash (Debt),-332.92,-273.36,-226.68,-233.75,-188.76,-15.26,-18.87,-43.44,12.67,35.39
46,Net Cash Growth,-,-,-,-,-,-,-,-,-79.31%,-80.98%
47,Net Cash Per Share,-0.39,-0.29,-0.27,-0.27,-0.21,-0.02,-0.02,-0.05,0.01,0.04
48,Filing Date Shares Outstanding,897.84,897.84,897.84,897.84,897.84,897.84,897.84,897.84,897.84,897.84
49,Total Common Shares Outstanding,897.84,897.84,897.84,897.84,897.84,897.84,897.84,897.84,897.84,897.84
50,Working Capital,1104,1143,1081,1267,1249,1290,1155,1041,1087,1129
51,Book Value Per Share,2.69,2.75,2.65,2.74,2.64,2.62,2.44,2.34,2.24,2.14
52,Tangible Book Value,2197,2254,2163,2241,2128,2102,2000,1910,1816,1728
53,Tangible Book Value Per Share,2.45,2.51,2.41,2.50,2.37,2.34,2.23,2.13,2.02,1.92
54,Buildings,599.84,-,578.21,566.63,429.69,421.34,181.3,141.29,108.58,73.89
55,Machinery,428.45,-,353.52,323.74,306.06,267.1,252.62,239.71,223.47,219.43
56,Construction In Progress,139.76,-,190.68,199.71,296.29,251.98,393.47,412.31,370.57,338.15
57,Order Backlog,2110,-,-,-,-,-,-,-,-,-
