,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 12, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,77,95,47,95,78,102,130,115,109,93,149,Upgrade
1,Market Cap Growth,-0.85%,-0.85%,-39.58%,-6.35%,-40.37%,-11.27%,19.26%,23.48%,-27.03%,-72.62%,-37.29%,Upgrade
2,Enterprise Value,97,121,83,138,128,150,161,130,98,73,151,Upgrade
3,Last Close Price,0.10,0.05,0.02,0.05,0.04,0.05,0.07,0.06,0.06,0.05,0.08,Upgrade
4,PE Ratio,-,-8.47,-,-7.04,-,-,-,-2.34,-,-,-,Upgrade
5,PS Ratio,0.65,0.80,0.50,1.19,0.77,0.70,0.74,0.56,0.54,0.36,0.50,Upgrade
6,PB Ratio,0.71,0.87,0.44,0.80,0.65,0.76,0.88,0.75,0.71,0.46,0.71,Upgrade
7,P/TBV Ratio,0.87,0.87,0.44,0.80,0.65,0.76,0.88,0.75,0.71,0.46,0.71,Upgrade
8,P/FCF Ratio,4.99,6.15,3.00,7.37,397.83,-,-,-,-,-,-,Upgrade
9,P/OCF Ratio,6.05,6.05,2.95,7.37,389.84,-,-,-,34.94,-,-,Upgrade
10,EV/Sales Ratio,0.81,1.02,0.88,1.72,1.28,1.04,0.92,0.64,0.48,0.28,0.50,Upgrade
11,EV/EBITDA Ratio,-,-27.70,-,13.29,-63.25,-,-,-3.69,-,-,-,Upgrade
12,EV/EBIT Ratio,-,-20.33,-,22.90,-18.59,-,-,-2.91,-,-,-,Upgrade
13,EV/FCF Ratio,6.29,7.88,5.34,10.68,658.82,-,-,-,-,-,-,Upgrade
14,Debt / Equity Ratio,0.54,0.54,0.56,0.60,0.68,0.65,0.64,0.62,0.56,0.19,0.19,Upgrade
15,Debt / FCF Ratio,3.83,3.83,3.85,5.53,414.74,-,-,-,-,-,-,Upgrade
16,Return on Capital Employed (ROCE),-,-5.50%,-,4.92%,-5.52%,-,-,-27.00%,-,-,-,Upgrade
17,Earnings Yield,-14.54%,-11.81%,-24.44%,-14.20%,-34.54%,-18.70%,-4.24%,-42.75%,-54.27%,-92.49%,-70.55%,Upgrade
18,FCF Yield,20.03%,16.27%,33.31%,13.57%,0.25%,-22.38%,-23.55%,-24.05%,-18.75%,-94.10%,-38.22%,Upgrade
19,Dividend Yield,79.05%,-,-,-,-,-,-,-,-,-,-,Upgrade
20,Buyback Yield / Dilution,-,-,-,-,-,-,-,-,-,-0.00%,Upgrade,
21,Total Shareholder Return,79.05%,-,-,-,-,-,-,-,-,-,-0.00%,Upgrade
